#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,Unknown2,Unknown3,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,Unknown4,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
21552,鑽石強攻耳墜,,,鑽石強攻耳墜,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,68,0,0,0,0,0,0,70,0,1,84,0,0,10,0,0,0,1,45,44,0,0,3,0,0,0,0,0,0,0,0,4,1,0,False,False,True,0,1,44400,679,7,21800,55419,370,19020,0,0,6352,0,3,4,41,0,9,5,0,2,11,True,True,False,True,False,False,False,False
21553,鑽石精準耳墜,,,鑽石精準耳墜,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,68,0,0,0,0,0,0,70,0,1,105,0,0,12,0,0,0,2,44,27,0,0,3,0,0,0,0,0,0,0,0,6,1,0,False,False,True,0,1,44400,679,7,21800,55419,370,30020,0,0,6352,0,3,4,41,0,9,5,0,2,11,True,True,False,True,False,False,False,False
21554,鑽石治癒耳墜,,,鑽石治癒耳墜,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,61,0,0,0,0,0,0,70,0,1,64,0,0,6,0,0,0,5,6,44,0,0,3,0,0,0,0,0,0,0,0,9,1,0,False,False,True,0,1,44400,679,7,21800,55419,370,47020,0,0,6352,0,3,4,41,0,9,5,0,2,11,True,True,False,True,False,False,False,False
21555,鑽石詠咒耳墜,,,鑽石詠咒耳墜,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,61,0,0,0,0,0,0,70,0,1,63,0,0,5,0,0,0,4,22,44,0,0,3,0,0,0,0,0,0,0,0,8,1,0,False,False,True,0,1,44400,679,7,21800,55419,370,40020,0,0,6352,0,3,4,41,0,9,5,0,2,11,True,True,False,True,False,False,False,False
21556,鑽石禦敵項鍊,,,鑽石禦敵項鍊,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,68,64,45,65,0,0,0,0,0,0,0,0,70,0,1,59,0,0,1,0,0,0,3,19,27,1,0,0,0,0,0,0,0,0,0,0,3,1,0,False,False,True,0,1,44400,679,7,21800,54987,370,8020,0,0,6352,0,3,4,40,0,10,5,0,2,11,True,True,False,True,False,False,False,False
21557,鑽石強攻項鍊,,,鑽石強攻項鍊,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,68,0,0,0,0,0,0,70,0,1,84,0,0,10,0,0,0,1,22,45,0,0,3,0,0,0,0,0,0,0,0,4,1,0,False,False,True,0,1,44400,679,7,21800,54987,370,19020,0,0,6352,0,3,4,40,0,10,5,0,2,11,True,True,False,True,False,False,False,False
21558,鑽石精準項鍊,,,鑽石精準項鍊,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,68,0,0,0,0,0,0,70,0,1,105,0,0,12,0,0,0,2,44,27,0,0,3,0,0,0,0,0,0,0,0,6,1,0,False,False,True,0,1,44400,679,7,21800,54987,370,30020,0,0,6352,0,3,4,40,0,10,5,0,2,11,True,True,False,True,False,False,False,False
21559,鑽石治癒項鍊,,,鑽石治癒項鍊,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,61,0,0,0,0,0,0,70,0,1,64,0,0,6,0,0,0,5,6,46,0,0,3,0,0,0,0,0,0,0,0,9,1,0,False,False,True,0,1,44400,679,7,21800,54987,370,47020,0,0,6352,0,3,4,40,0,10,5,0,2,11,True,True,False,True,False,False,False,False
21560,鑽石詠咒項鍊,,,鑽石詠咒項鍊,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,61,0,0,0,0,0,0,70,0,1,63,0,0,5,0,0,0,4,46,27,0,0,3,0,0,0,0,0,0,0,0,8,1,0,False,False,True,0,1,44400,679,7,21800,54987,370,40020,0,0,6352,0,3,4,40,0,10,5,0,2,11,True,True,False,True,False,False,False,False
21561,鑽石禦敵手鐲,,,鑽石禦敵手鐲,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,68,64,45,65,0,0,0,0,0,0,0,0,70,0,1,59,0,0,1,0,0,0,3,27,45,1,0,0,0,0,0,0,0,0,0,0,3,1,0,False,False,True,0,1,44400,679,7,21800,55793,370,8020,0,0,6352,0,3,4,42,0,11,5,0,2,11,True,True,False,True,False,False,False,False
21562,鑽石強攻手鐲,,,鑽石強攻手鐲,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,68,0,0,0,0,0,0,70,0,1,84,0,0,10,0,0,0,1,44,22,0,0,3,0,0,0,0,0,0,0,0,4,1,0,False,False,True,0,1,44400,679,7,21800,55793,370,19020,0,0,6352,0,3,4,42,0,11,5,0,2,11,True,True,False,True,False,False,False,False
21563,鑽石精準手鐲,,,鑽石精準手鐲,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,68,0,0,0,0,0,0,70,0,1,105,0,0,12,0,0,0,2,45,44,0,0,3,0,0,0,0,0,0,0,0,6,1,0,False,False,True,0,1,44400,679,7,21800,55793,370,30020,0,0,6352,0,3,4,42,0,11,5,0,2,11,True,True,False,True,False,False,False,False
21564,鑽石治癒手鐲,,,鑽石治癒手鐲,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,61,0,0,0,0,0,0,70,0,1,64,0,0,6,0,0,0,5,44,27,0,0,3,0,0,0,0,0,0,0,0,9,1,0,False,False,True,0,1,44400,679,7,21800,55793,370,47020,0,0,6352,0,3,4,42,0,11,5,0,2,11,True,True,False,True,False,False,False,False
21565,鑽石詠咒手鐲,,,鑽石詠咒手鐲,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,61,0,0,0,0,0,0,70,0,1,63,0,0,5,0,0,0,4,22,44,0,0,3,0,0,0,0,0,0,0,0,8,1,0,False,False,True,0,1,44400,679,7,21800,55793,370,40020,0,0,6352,0,3,4,42,0,11,5,0,2,11,True,True,False,True,False,False,False,False
21566,鑽石禦敵戒指,,,鑽石禦敵戒指,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,68,64,45,65,0,0,0,0,0,0,0,0,70,0,1,59,0,0,1,0,0,0,3,44,27,1,0,0,0,0,0,0,0,0,0,0,3,1,0,False,False,True,0,1,44400,679,7,21800,54642,370,8020,0,0,6352,0,3,4,43,0,12,5,0,2,11,True,True,False,True,False,False,False,False
21567,鑽石強攻戒指,,,鑽石強攻戒指,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,68,0,0,0,0,0,0,70,0,1,84,0,0,10,0,0,0,1,45,27,0,0,3,0,0,0,0,0,0,0,0,4,1,0,False,False,True,0,1,44400,679,7,21800,54642,370,19020,0,0,6352,0,3,4,43,0,12,5,0,2,11,True,True,False,True,False,False,False,False
21568,鑽石精準戒指,,,鑽石精準戒指,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,68,0,0,0,0,0,0,70,0,1,105,0,0,12,0,0,0,2,22,44,0,0,3,0,0,0,0,0,0,0,0,6,1,0,False,False,True,0,1,44400,679,7,21800,54642,370,30020,0,0,6352,0,3,4,43,0,12,5,0,2,11,True,True,False,True,False,False,False,False
21569,鑽石治癒戒指,,,鑽石治癒戒指,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,61,0,0,0,0,0,0,70,0,1,64,0,0,6,0,0,0,5,27,46,0,0,3,0,0,0,0,0,0,0,0,9,1,0,False,False,True,0,1,44400,679,7,21800,54642,370,47020,0,0,6352,0,3,4,43,0,12,5,0,2,11,True,True,False,True,False,False,False,False
21570,鑽石詠咒戒指,,,鑽石詠咒戒指,0,0,0,1,0,0,65637,0,0,0,0,0,0,1,1,65,64,45,0,0,61,0,0,0,0,0,0,70,0,1,63,0,0,5,0,0,0,4,44,46,0,0,3,0,0,0,0,0,0,0,0,8,1,0,False,False,True,0,1,44400,679,7,21800,54642,370,40020,0,0,6352,0,3,4,43,0,12,5,0,2,11,True,True,False,True,False,False,False,False
21571,碳矽晶禦敵頭冠,,,碳矽晶禦敵頭冠,0,0,0,1,0,0,66056,0,0,0,0,0,0,378,378,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,59,0,0,1,0,0,0,1,3,45,19,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,57618,896,7,21800,40793,350,8020,0,0,6194,0,3,4,34,0,3,5,0,2,11,True,True,False,True,False,False,False,False
21572,碳矽晶禦敵戰甲,,,碳矽晶禦敵戰甲,0,0,0,1,0,0,66056,0,0,0,0,0,0,507,507,125,127,124,87,0,0,0,0,0,0,0,0,70,0,1,59,0,0,1,0,0,0,1,3,27,45,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,96030,1493,7,21800,48167,350,8020,0,0,6265,0,3,4,35,0,4,5,0,2,10,True,True,False,True,False,True,False,False
21573,碳矽晶禦敵手鎧,,,碳矽晶禦敵手鎧,0,0,0,1,0,0,66056,0,0,0,0,0,0,378,378,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,59,0,0,1,0,0,0,1,3,19,44,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,57618,896,7,21800,48701,350,8020,0,0,6194,0,3,4,37,0,5,5,0,2,10,True,True,False,True,False,False,False,False
21574,碳矽晶禦敵軟甲褲,,,碳矽晶禦敵軟甲褲,0,0,0,1,0,0,66056,0,0,0,0,0,0,507,507,125,127,124,87,0,0,0,0,0,0,0,0,70,0,1,59,0,0,1,0,0,0,1,3,27,45,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,96030,1493,7,21800,47395,350,8020,0,0,6265,0,3,4,36,0,7,5,0,2,12,True,True,False,True,False,False,False,False
21575,碳矽晶禦敵脛甲,,,碳矽晶禦敵脛甲,0,0,0,1,0,0,66056,0,0,0,0,0,0,378,378,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,59,0,0,1,0,0,0,1,3,44,45,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,57618,896,7,21800,47141,350,8020,0,0,6194,0,3,4,38,0,8,5,0,2,10,True,True,False,True,False,False,False,False
21576,碳矽晶禦敵腰甲,,腰部防具曾經盛行一時，然而近年來興起的一體化防具取代了腰部防具的作用。如今這件腰部防具唯一的作用就是佔用物品欄了。,碳矽晶禦敵腰甲,0,0,0,1,0,0,0,0,0,0,0,0,0,674,674,135,145,122,86,0,0,0,0,0,0,0,0,70,0,1,59,0,0,1,0,0,0,1,3,44,19,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,0,1,43650,679,0,0,54189,350,8020,0,0,6203,0,3,44,39,0,0,5,0,2,10,True,True,False,True,False,False,False,False
21577,碳矽晶制敵頭盔,,,碳矽晶制敵頭盔,0,0,0,1,0,0,66057,0,0,0,0,0,0,265,208,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,76,0,0,2,0,0,0,1,3,27,22,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,57618,896,7,21800,40296,350,10020,0,0,6194,0,3,4,34,0,3,5,0,2,10,True,True,False,True,False,True,False,False
21578,碳矽晶制敵戰甲,,,碳矽晶制敵戰甲,0,0,0,1,0,0,66057,0,0,0,0,0,0,355,279,125,127,124,87,0,0,0,0,0,0,0,0,70,0,1,76,0,0,2,0,0,0,1,3,45,44,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,96030,1493,7,21800,48168,350,10020,0,0,6265,0,3,4,35,0,4,5,0,2,10,True,True,False,True,False,True,False,False
21579,碳矽晶制敵手鎧,,,碳矽晶制敵手鎧,0,0,0,1,0,0,66057,0,0,0,0,0,0,265,208,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,76,0,0,2,0,0,0,1,3,27,45,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,57618,896,7,21800,48702,350,10020,0,0,6194,0,3,4,37,0,5,5,0,2,10,True,True,False,True,False,False,False,False
21580,碳矽晶制敵軟甲褲,,,碳矽晶制敵軟甲褲,0,0,0,1,0,0,131592,0,0,0,0,0,0,355,279,125,127,124,87,0,0,0,0,0,0,0,0,70,0,1,76,0,0,2,0,0,0,1,3,44,22,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,96030,1493,7,21800,47397,350,10020,0,0,6265,0,3,4,36,0,7,5,0,2,12,True,True,False,True,False,False,False,False
21581,碳矽晶制敵脛甲,,,碳矽晶制敵脛甲,0,0,0,1,0,0,131592,0,0,0,0,0,0,265,208,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,76,0,0,2,0,0,0,1,3,45,27,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,57618,896,7,21800,47142,350,10020,0,0,6194,0,3,4,38,0,8,5,0,2,10,True,True,False,True,False,False,False,False
21582,碳矽晶制敵腰甲,,腰部防具曾經盛行一時，然而近年來興起的一體化防具取代了腰部防具的作用。如今這件腰部防具唯一的作用就是佔用物品欄了。,碳矽晶制敵腰甲,0,0,0,1,0,0,0,0,0,0,0,0,0,472,371,135,145,122,86,0,0,0,0,0,0,0,0,70,0,1,47,0,0,2,0,0,0,1,3,22,44,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,0,1,43650,679,0,0,54189,350,10020,0,0,6203,0,3,44,39,0,0,5,0,2,10,True,True,False,True,False,False,False,False
21583,碳矽晶強襲頭巾,,,碳矽晶強襲頭巾,0,0,0,1,0,0,66058,0,0,0,0,0,0,208,208,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,65,0,0,3,0,0,0,1,3,45,44,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,57618,896,7,21800,41404,350,19020,0,0,6194,0,3,4,34,0,3,5,0,2,13,True,True,False,True,False,True,False,False
21584,碳矽晶強襲戰甲,,,碳矽晶強襲戰甲,0,0,0,1,0,0,66058,0,0,0,0,0,0,279,279,125,127,124,87,0,0,0,0,0,0,0,0,70,0,1,65,0,0,3,0,0,0,1,3,22,45,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,96030,1493,7,21800,48169,350,19020,0,0,6265,0,3,4,35,0,4,5,0,2,10,True,True,False,True,False,True,False,False
21585,碳矽晶強襲手鎧,,,碳矽晶強襲手鎧,0,0,0,1,0,0,197128,0,0,0,0,0,0,208,208,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,65,0,0,3,0,0,0,1,3,44,27,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,57618,896,7,21800,48703,350,19020,0,0,6194,0,3,4,37,0,5,5,0,2,10,True,True,False,True,False,False,False,False
21586,碳矽晶強襲軟甲褲,,,碳矽晶強襲軟甲褲,0,0,0,1,0,0,197128,0,0,0,0,0,0,279,279,125,127,124,87,0,0,0,0,0,0,0,0,70,0,1,65,0,0,3,0,0,0,1,3,27,22,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,96030,1493,7,21800,47398,350,19020,0,0,6265,0,3,4,36,0,7,5,0,2,12,True,True,False,True,False,False,False,False
21587,碳矽晶強襲長靴,,,碳矽晶強襲長靴,0,0,0,1,0,0,131598,0,0,0,0,0,0,208,208,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,65,0,0,3,0,0,0,1,3,45,27,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,57618,896,7,21800,49148,350,19020,0,0,6194,0,3,4,38,0,8,5,0,2,12,True,True,False,True,False,False,False,False
21588,碳矽晶強襲腰甲,,腰部防具曾經盛行一時，然而近年來興起的一體化防具取代了腰部防具的作用。如今這件腰部防具唯一的作用就是佔用物品欄了。,碳矽晶強襲腰甲,0,0,0,1,0,0,0,0,0,0,0,0,0,371,371,135,145,122,86,0,0,0,0,0,0,0,0,70,0,1,65,0,0,3,0,0,0,1,3,27,44,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,0,1,43650,679,0,0,54189,350,19020,0,0,6203,0,3,44,39,0,0,5,0,2,10,True,True,False,True,False,False,False,False
21589,碳矽晶精準頭盔,,,碳矽晶精準頭盔,0,0,0,1,0,0,131593,0,0,0,0,0,0,208,208,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,66,0,0,4,0,0,0,2,3,45,44,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,57618,896,7,21800,40297,350,30020,0,0,6194,0,3,4,34,0,3,5,0,2,10,True,True,False,True,False,True,False,False
21590,碳矽晶精準長衣,,,碳矽晶精準長衣,0,0,0,1,0,0,66059,0,0,0,0,0,0,279,279,125,127,124,87,0,0,0,0,0,0,0,0,70,0,1,66,0,0,4,0,0,0,2,3,22,45,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,96030,1493,7,21800,48170,350,30020,0,0,6265,0,3,4,35,0,4,5,0,2,13,True,True,False,True,False,True,False,False
21591,碳矽晶精準手鎧,,,碳矽晶精準手鎧,0,0,0,1,0,0,131593,0,0,0,0,0,0,208,208,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,66,0,0,4,0,0,0,2,3,44,22,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,57618,896,7,21800,48704,350,30020,0,0,6194,0,3,4,37,0,5,5,0,2,10,True,True,False,True,False,False,False,False
21592,碳矽晶精準軟甲褲,,,碳矽晶精準軟甲褲,0,0,0,1,0,0,131597,0,0,0,0,0,0,279,279,125,127,124,87,0,0,0,0,0,0,0,0,70,0,1,66,0,0,4,0,0,0,2,3,27,22,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,96030,1493,7,21800,47399,350,30020,0,0,6265,0,3,4,36,0,7,5,0,2,13,True,True,False,True,False,False,False,False
21593,碳矽晶精準長靴,,,碳矽晶精準長靴,0,0,0,1,0,0,131597,0,0,0,0,0,0,208,208,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,66,0,0,4,0,0,0,2,3,44,45,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,57618,896,7,21800,49149,350,30020,0,0,6194,0,3,4,38,0,8,5,0,2,12,True,True,False,True,False,False,False,False
21594,碳矽晶精準腰甲,,腰部防具曾經盛行一時，然而近年來興起的一體化防具取代了腰部防具的作用。如今這件腰部防具唯一的作用就是佔用物品欄了。,碳矽晶精準腰甲,0,0,0,1,0,0,0,0,0,0,0,0,0,371,371,135,145,122,86,0,0,0,0,0,0,0,0,70,0,1,66,0,0,4,0,0,0,2,3,45,44,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,0,1,43650,679,0,0,54189,350,30020,0,0,6203,0,3,44,39,0,0,5,0,2,10,True,True,False,True,False,False,False,False
21595,碳矽晶游擊頭巾,,,碳矽晶游擊頭巾,0,0,0,1,0,0,131594,0,0,0,0,0,0,208,208,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,103,0,0,11,0,0,0,2,3,22,45,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,57618,896,7,21800,41405,350,23020,0,0,6194,0,3,4,34,0,3,5,0,2,13,True,True,False,True,False,True,False,False
21596,碳矽晶游擊戰甲,,,碳矽晶游擊戰甲,0,0,0,1,0,0,66060,0,0,0,0,0,0,279,279,125,127,124,87,0,0,0,0,0,0,0,0,70,0,1,103,0,0,11,0,0,0,2,3,45,44,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,96030,1493,7,21800,43400,350,23020,0,0,6265,0,3,4,35,0,4,5,0,2,10,True,True,False,True,False,True,False,False
21597,碳矽晶游擊手鎧,,,碳矽晶游擊手鎧,0,0,0,1,0,0,197129,0,0,0,0,0,0,208,208,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,103,0,0,11,0,0,0,2,3,44,27,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,57618,896,7,21800,48705,350,23020,0,0,6194,0,3,4,37,0,5,5,0,2,10,True,True,False,True,False,False,False,False
21598,碳矽晶游擊軟甲褲,,,碳矽晶游擊軟甲褲,0,0,0,1,0,0,262664,0,0,0,0,0,0,279,279,125,127,124,87,0,0,0,0,0,0,0,0,70,0,1,103,0,0,11,0,0,0,2,3,22,44,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,96030,1493,7,21800,47400,350,23020,0,0,6265,0,3,4,36,0,7,5,0,2,12,True,True,False,True,False,False,False,False
21599,碳矽晶游擊長靴,,,碳矽晶游擊長靴,0,0,0,1,0,0,197133,0,0,0,0,0,0,208,208,79,80,78,55,0,0,0,0,0,0,0,0,70,0,1,103,0,0,11,0,0,0,2,3,44,45,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,57618,896,7,21800,49150,350,23020,0,0,6194,0,3,4,38,0,8,5,0,2,12,True,True,False,True,False,False,False,False
21600,碳矽晶游擊腰甲,,腰部防具曾經盛行一時，然而近年來興起的一體化防具取代了腰部防具的作用。如今這件腰部防具唯一的作用就是佔用物品欄了。,碳矽晶游擊腰甲,0,0,0,1,0,0,0,0,0,0,0,0,0,371,371,135,145,122,86,0,0,0,0,0,0,0,0,70,0,1,103,0,0,11,0,0,0,2,3,27,22,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,0,1,43650,679,0,0,54189,350,23020,0,0,6203,0,3,44,39,0,0,5,0,2,10,True,True,False,True,False,False,False,False
21601,碳矽晶治癒頭冠,,,碳矽晶治癒頭冠,0,0,0,1,0,0,66061,0,0,0,0,0,0,151,265,79,72,78,55,0,0,0,0,0,0,0,0,70,0,1,64,0,0,6,0,0,0,5,3,6,27,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,57618,896,7,21800,40794,350,47020,0,0,6194,0,3,4,34,0,3,5,0,2,11,True,True,False,True,False,False,False,False
21602,碳矽晶治癒長袍,,,碳矽晶治癒長袍,0,0,0,1,0,0,66061,0,0,0,0,0,0,203,355,125,114,124,87,0,0,0,0,0,0,0,0,70,0,1,64,0,0,6,0,0,0,5,3,46,44,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,96030,1493,7,21800,43399,350,47020,0,0,6265,0,3,4,35,0,4,5,0,2,13,True,True,False,True,False,True,False,False
21603,碳矽晶治癒手套,,,碳矽晶治癒手套,0,0,0,1,0,0,66061,0,0,0,0,0,0,151,265,79,72,78,55,0,0,0,0,0,0,0,0,70,0,1,64,0,0,6,0,0,0,5,3,27,6,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,57618,896,7,21800,44623,350,47020,0,0,6194,0,3,4,37,0,5,5,0,2,12,True,True,False,True,False,False,False,False
21604,碳矽晶治癒軟甲褲,,,碳矽晶治癒軟甲褲,0,0,0,1,0,0,66061,0,0,0,0,0,0,203,355,125,114,124,87,0,0,0,0,0,0,0,0,70,0,1,64,0,0,6,0,0,0,5,3,6,46,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,96030,1493,7,21800,47396,350,47020,0,0,6265,0,3,4,36,0,7,5,0,2,12,True,True,False,True,False,False,False,False
21605,碳矽晶治癒長靴,,,碳矽晶治癒長靴,0,0,0,1,0,0,66061,0,0,0,0,0,0,151,265,79,72,78,55,0,0,0,0,0,0,0,0,70,0,1,64,0,0,6,0,0,0,5,3,44,27,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,57618,896,7,21800,49147,350,47020,0,0,6194,0,3,4,38,0,8,5,0,2,12,True,True,False,True,False,False,False,False
21606,碳矽晶治癒腰甲,,腰部防具曾經盛行一時，然而近年來興起的一體化防具取代了腰部防具的作用。如今這件腰部防具唯一的作用就是佔用物品欄了。,碳矽晶治癒腰甲,0,0,0,1,0,0,0,0,0,0,0,0,0,270,472,135,130,122,86,0,0,0,0,0,0,0,0,70,0,1,64,0,0,6,0,0,0,5,3,46,44,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,0,1,43650,679,0,0,54189,350,47020,0,0,6203,0,3,44,39,0,0,5,0,2,10,True,True,False,True,False,False,False,False
21607,碳矽晶詠咒寬邊帽,,,碳矽晶詠咒寬邊帽,0,0,0,1,0,0,66062,0,0,0,0,0,0,151,265,79,72,78,55,0,0,0,0,0,0,0,0,70,0,1,63,0,0,5,0,0,0,4,3,44,22,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,57618,896,7,21800,41403,350,40020,0,0,6194,0,3,4,34,0,3,5,0,2,13,True,True,False,True,False,True,False,False
21608,碳矽晶詠咒長袍,,,碳矽晶詠咒長袍,0,0,0,1,0,0,66062,0,0,0,0,0,0,203,355,125,114,124,87,0,0,0,0,0,0,0,0,70,0,1,63,0,0,5,0,0,0,4,3,27,46,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,96030,1493,7,21800,43398,350,40020,0,0,6265,0,3,4,35,0,4,5,0,2,13,True,True,False,True,False,True,False,False
21609,碳矽晶詠咒手套,,,碳矽晶詠咒手套,0,0,0,1,0,0,66062,0,0,0,0,0,0,151,265,79,72,78,55,0,0,0,0,0,0,0,0,70,0,1,63,0,0,5,0,0,0,4,3,44,27,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,57618,896,7,21800,44622,350,40020,0,0,6194,0,3,4,37,0,5,5,0,2,13,True,True,False,True,False,False,False,False
21610,碳矽晶詠咒軟甲褲,,,碳矽晶詠咒軟甲褲,0,0,0,1,0,0,328200,0,0,0,0,0,0,203,355,125,114,124,87,0,0,0,0,0,0,0,0,70,0,1,63,0,0,5,0,0,0,4,3,46,22,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,96030,1493,7,21800,47394,350,40020,0,0,6265,0,3,4,36,0,7,5,0,2,12,True,True,False,True,False,False,False,False
21611,碳矽晶詠咒長靴,,,碳矽晶詠咒長靴,0,0,0,1,0,0,66062,0,0,0,0,0,0,151,265,79,72,78,55,0,0,0,0,0,0,0,0,70,0,1,63,0,0,5,0,0,0,4,3,22,27,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,57618,896,7,21800,49146,350,40020,0,0,6194,0,3,4,38,0,8,5,0,2,12,True,True,False,True,False,False,False,False
