#,Text,LogKind,Unknown0,Unknown1,Unknown_70,Unknown2
4176,已將僱員武器設定為「不顯示」。,57,33,0,0,False
4177,切換了僱員的姿勢。,57,33,0,0,False
4178,無法執行，正在推進工程進展。,60,9,0,0,False
4179,發現了「雲冠群島夜晚探索」的航線！,57,33,0,0,False
4180,發現了「雲冠群島夜晚探索」的航線！,69,33,0,0,False
4181,無法執行，沒有與隊伍數量相應的可出發飛空艇。,60,9,0,0,False
4182,無法執行，飛空艇「UNKNOWN」現為已出港狀態。,60,9,0,0,False
4183,無法執行，飛空艇「UNKNOWN」已被分配。,60,9,0,0,False
4184,無法執行，飛空艇「UNKNOWN」現為乘飛空艇出發探索或未確認探索結果狀態。,60,9,0,0,False
4185,無法執行，飛空艇「UNKNOWN」有組件損壞。,60,9,0,0,False
4186,無法執行，飛空艇「UNKNOWN」等級不足。,60,9,0,0,False
4187,無法執行，飛空艇「UNKNOWN」的不到UNKNOWN。,60,9,0,0,False
4188,無法執行，該飛空艇現為乘船探索狀態。,60,9,0,0,False
4189,"沒有「」許可權，
只能閱覽情報。",57,65,0,0,False
4190,"沒有「」許可權，
只能閱覽情報。",57,65,0,0,False
4191,"沒有「」許可權，
只能閱覽情報。",57,65,0,0,False
4192,"沒有「」許可權，
只能閱覽情報。",57,65,0,0,False
4193,現在無法使用該指令。,60,9,0,0,False
4194,無法進行該操作，必須先進入到公寓的大廳內。,60,9,0,0,False
4195,無法進行該操作，房間不存在。,60,9,0,0,False
4196,無法進行該操作，房間已全部售出。,60,9,0,0,False
4197,正被寄養在公寓的陸行鳥廄。,60,9,0,0,False
4198,無法撤除，陸行鳥正被寄養在鳥廄。,60,9,0,0,False
4199,暫時無法移動到該區域。,57,65,0,0,False
4200,,0,0,0,0,False
4201,UNKNOWN號轉軸上已經設置有其他轉輪了。,60,9,0,0,False
4202,手中沒有能夠設置在UNKNOWN號轉軸上的轉輪。,60,9,0,0,False
4203,目前沒有可以設置的轉軸。,60,9,0,0,False
4204,無法在UNKNOWN號轉軸上設置等級不同的轉輪。,60,9,0,0,False
4205,存在無法使用的字詞。,60,9,0,0,False
4206,請控制在7個字元之內。,60,9,0,0,False
4207,含有不可以連續使用的字元。,60,9,0,0,False
4208,含有多餘的空格。,60,9,0,0,False
4209,一體型房屋無法設定該項目。,60,9,0,0,False
4210,沒有滿足參加條件，隊長提交的參加申請沒有通過。,60,9,0,0,False
4211,任務沒有開放,60,1,0,0,False
4212,職業等級不足,60,1,0,0,False
4213,平均裝備品級,60,1,0,0,False
4214,退出懲罰,60,1,0,0,False
4215,目前職業不符,60,1,0,0,False
4216,處於防沉迷狀態,60,129,0,0,False
4217,現在任務中所有的成員都已經附加了強化狀態。,57,65,0,0,False
4218,目前任務會隨著每次挑戰失敗而逐漸對隊員進行強化。,57,65,0,0,False
4219,目前強化狀態下，攻擊造成的傷害、HP恢復效果以及最大HP均提升了UNKNOWN%。,57,65,0,0,False
4220,任務剩餘時間不足10分鐘，無法補充新隊員。,57,1,0,0,False
4221,完成任務,60,1,0,0,False
4222,加入大國防聯軍,60,1,0,0,False
4223,無法進行申請，目前小隊中的隊員不屬於同一軍隊。,60,9,0,0,False
4224,"目前任務設有品級同步限制（UNKNOWN級）。
在品級同步狀態下，所有裝備的性能都會被調整至規定的品級之下。",57,65,0,0,False
4225,"隊伍中有初次執行該任務的隊員。
在完成任務時會獲得額外的UNKNOWN個。",57,65,0,0,False
4226,隊伍中有初次執行該任務的隊員，獲得了額外的獎勵。,57,1,0,0,False
4227,條件不足,60,1,0,0,False
4228,,0,0,0,0,False
4229,免費試用期,60,1,0,0,False
4230,在可以獲得報酬的隊員之間開始了寶箱確定投票。,57,33,0,0,False
4231,根據可以獲得報酬的隊員的投票情況確定了寶箱的數量。,57,33,0,0,False
4232,寶箱出現數量已確定。,57,33,0,0,False
4233,UNKNOWN名隊員中有UNKNOWN人可以獲得報酬，寶箱的數量將從UNKNOWN個變為UNKNOWN個。,57,513,0,0,False
4234,本任務中寶箱的數量會隨報酬出現時小隊的成員數量發生變化。,57,33,0,0,False
4235,可以獲得報酬的隊員之間正在進行寶箱確定投票。,57,33,0,0,False
4236,所有隊員都在場，將會出現正常數量的寶箱。,57,33,0,0,False
4237,"寶箱數量為0時投票無法成立。
請等待可以獲取報酬的隊員到齊。",57,513,0,0,False
4238,由於完成任務時UNKNOWN名隊員中有UNKNOWN人可以獲取報酬，寶箱的數量從UNKNOWN個變為了UNKNOWN個。,57,513,0,0,False
4239,目前沒有隊員可以獲取報酬，在寶箱數量確定之前將會等待5分鐘。,57,513,0,0,False
4240,正在等待可以獲取報酬的隊員回歸，寶箱數量暫時無法確定。,57,513,0,0,False
4241,5分鐘已過，寶箱數量已確定完畢。,57,33,0,0,False
4242,放棄了修改中的設定。,57,32,0,0,False
4243,クラスにチェンジすることはできません。,60,9,0,0,False
4244,根據參賽級別，對競賽陸行鳥的能力進行了調整。,57,65,0,0,False
4245,任務中玩家之間可以使用小隊頻道了。,57,1025,0,0,False
4246,UNKNOWN名隊員中有UNKNOWN人可以獲取報酬，寶箱的數量將從UNKNOWN個變為UNKNOWN個。,57,33,0,0,False
4247,在小隊隊長的設定下，超越之力變得無效化。,57,33,0,0,False
4248,"伴隨著解除限制，附加了強化狀態。
攻擊造成的傷害、HP恢復效果以及最大HP均提升了UNKNOWN%。",57,33,0,0,False
4249,無法在市場買賣該道具。,60,8,0,0,False
4250,無法選擇魔晶石以外的道具。,60,8,0,0,False
4251,一次只能選擇5顆魔晶石。,60,8,0,0,False
4252,無法進行魔晶石合成。,60,9,0,0,False
4253,無法進行魔晶石合成，背包已滿。,60,9,0,0,False
4254,請選擇作為合成材料的魔晶石。,60,8,0,0,False
4255,已經選擇過該魔晶石了。,60,8,0,0,False
4256,合成出了「」！,57,33,0,0,False
4257,在任務中無法領取獎勵。,60,9,0,0,False
4258,正在回收魔晶石，無法進行該操作。,60,9,0,0,False
4259,無法保存，設置的場地標記不存在。,60,8,0,0,False
4260,將嵌寫到了上。,57,33,0,0,False
4261,   值升到了UNKNOWN！,57,1,0,0,False
4262,中斷嵌寫魔晶石。,57,9,0,0,False
4263,嵌寫失敗，失去了……,57,9,0,0,False
4264,目前區域無法使用指定的場地標記。,60,8,0,0,False
4265,沒有「」。,60,8,0,0,False
4266,投影台中所保存的幻影數量已達上限，無法保存更多幻影。,60,8,0,0,False
4267,無法放入投影範本，種族或性別不同。,60,8,0,0,False
4268,耐久度未滿100%的物品無法進行幻影化。,60,8,0,0,False
4269,無法進行投影，武器的種類不符。,60,8,0,0,False
4270,沒有能夠裝備的道具。,60,9,0,0,False
4271,該道具無法裝備到目前位置。,60,9,0,0,False
4272,沒有修理所必需的。,60,9,0,0,False
4273,不需要修理。,60,9,0,0,False
4274,超過承載力，無法進行裝備。,60,9,0,0,False
4275,等級不夠，無法進行裝備。,60,9,0,0,False
4276,沒有空位，無法進行登記。,60,9,0,0,False
4277,無法對該配件進行染色。,60,9,0,0,False
4278,不足。,60,8,0,0,False
4279,離開了可用區域，投影範本已關閉。,60,8,0,0,False
4280,未持有對應道具。,60,8,0,0,False
4281,主配件上留有空槽，無法確定。,60,9,0,0,False
4282,該職業達到UNKNOWN級以上才能進行交納。,60,9,0,0,False
4283,只有在房屋內才能撤除公會工坊。,60,9,0,0,False
4284,現在無法使用該指令。,60,9,0,0,False
4285,中選結果公佈後90天內未領取返還金，現已逾期無法領取。,57,1,0,0,False
4286,無法進行該操作，不足。,60,9,0,0,False
4287,無法進行該操作，航行距離超過極限。,60,9,0,0,False
4288,無法進行該操作，不到UNKNOWN。,60,9,0,0,False
4289,無法進行出港，配件損壞。,60,9,0,0,False
4290,無法進行出港，需要修理配件。,60,9,0,0,False
4291,無法執行，現正在遠征中。,60,9,0,0,False
4292,無法變更，現正在遠征中。,60,9,0,0,False
4293,只能閱覽情報，飛空艇的組件損壞。,60,33,0,0,False
4294,只能閱覽情報，自己不是隊長。,60,33,0,0,False
4295,只能閱覽情報，未組成隊伍。,60,33,0,0,False
4296,放棄了修改中的設定。,57,32,0,0,False
4297,,0,0,0,0,False
4298,用交換了×UNKNOWN。,57,1,0,0,False
4299,道具交換失敗。,60,9,0,0,False
4300,該裝備沒有投影效果，無法解除。,60,8,0,0,False
4301,請選擇要解除投影的裝備。,60,8,0,0,False
4302,無法投影，裝備部位不配對。,60,8,0,0,False
4303,無法投影，投影效果不能疊加。,60,8,0,0,False
4304,無法投影，該裝備不支持投影。,60,8,0,0,False
4305,無法投影，目標裝備比原型裝備等級低。,60,8,0,0,False
4306,無法投影，目標裝備與原型裝備對應的性別不同。,60,8,0,0,False
4307,無法投影，目標裝備與原型裝備對應的民族不同。,60,8,0,0,False
4308,無法投影，目標裝備與原型裝備對應的職業不同。,60,8,0,0,False
4309,將的外型投影到了上。,57,1,0,0,False
4310,解除了上的武具投影。,57,1,0,0,False
4311,投影中的原型裝備無法染色。,60,9,0,0,False
4312,投影後的裝備無法到市場上出售。,60,9,0,0,False
4313,投影後的裝備無法交易給他人。,60,9,0,0,False
4314,投影後的裝備無法使用莫古利郵件發送。,60,9,0,0,False
4315,投影後的裝備無法放入公會儲物櫃。,60,9,0,0,False
4316,該場所無法使用投影範本進行武具投影。,60,9,0,0,False
4317,投影範本UNKNOWN無已幻影化的裝備。,60,9,0,0,False
4318,投影範本UNKNOWN無法投影於目前裝備。,60,9,0,0,False
4319,分解道具時無法進行該操作。,60,8,0,0,False
4320,無法進行分解，沒有滿足等級要求。,60,8,0,0,False
4321,成功分解了！,57,1,0,0,False
4322,   獲得了。,57,1,0,0,True
4323,   獲得了×UNKNOWN。,57,1,0,0,True
4324,"道具分解失敗……
  失去了。",57,33,0,0,False
4325,的分解技能提升了UNKNOWN.00點！,64,1,0,0,False
4326,的分解技能下降了UNKNOWN.00點……,64,1,0,0,False
4327,現在可以使用30級以上的能工巧匠職業分解道具了！,57,1,0,0,False
4328,現在可以使用分解道具了！,57,1,0,0,False
4329,將的分解技能重置了。,57,1,0,0,False
4330,向僱員下達了「UNKNOWN級 」的探險委託。,57,33,0,0,False
4331,向僱員下達了「UNKNOWN級 」的探險委託。,57,33,0,0,False
4332,僱員成功完成了「UNKNOWN級 」的探險委託。,57,33,1,0,False
4333,僱員成功完成了「UNKNOWN級 」的探險委託。,57,33,1,0,False
4334,交給UNKNOWN枚。,57,1,0,0,False
4335,已經到達了等級限制。僱員的等級無法超過僱主同一職業的等級。,57,33,0,0,False
4336,撤銷了僱員正在進行的「UNKNOWN級 」的探險委託。,57,33,0,0,False
4337,撤銷了僱員正在進行的「UNKNOWN級 」的探險委託。,57,33,0,0,False
4338,無法完成委託，背包裡需要至少2格空位。,60,8,0,0,False
4339,您正處於防沉迷狀態，無法向僱員下達委託或完成已有委託。,60,129,0,0,False
4340,請先脫下主手之外的所有裝備。,60,9,0,0,False
4341,僱員UNKNOWN成功完成了探險！,57,33,1,0,False
4342,僱員的契約已過期。,57,33,1,0,False
4343,進一步提升僱員的裝備或許可以探索到珍貴的物品。,57,1,0,0,False
4344,僱員的裝備水準已經足夠探索到珍貴物品了。,57,1,0,0,False
4345,探索到了珍貴物品！,62,1,0,0,False
4346,探索到了珍貴物品×UNKNOWN！,62,1,0,0,False
4347,再進一步提升僱員的裝備或許可以探索到更加珍貴的物品。,57,1,0,0,False
4348,您正處於防沉迷狀態，無法分解道具。,60,129,0,0,False
4349,您正處於防沉迷狀態，無法使用道具。,60,129,0,0,False
4350,「典禮請帖」製作成功。,57,33,0,0,False
4351,無法製作「典禮請帖」，背包已滿。,60,9,0,0,False
4352,無法製作「典禮請帖」，製作數量已達上限。,60,9,0,0,False
4353,"整個典禮的每個階段都有相應的時間規定，時間一到會自動進入下一個階段。
二位新人都使用「同心鈴」後可以跳過剩餘時間直接進入下一階段。",57,33,0,0,False
4354,更換好典禮用的服裝之後，請選中「登記簿」進行確認以開始最後的準備。,57,33,0,0,False
4355,二位新人都使用「同心鈴」之後，典禮儀式將正式開始。,57,33,0,0,False
4356,如果新人在3分鐘（地球時間）內無法準備完畢，典禮儀式將會延期。,57,33,0,0,False
4357,準備時間超出了規定時間，本次典禮已被取消，請重新安排典禮的日期並重新向來賓發送請帖。,57,33,0,0,False
4358,正式的典禮儀式將在久遠聖堂中舉辦，請利用現在的時間更換您的服裝。,57,33,0,0,False
4359,儀式準備已經完成，來賓們可以進入會場了。,57,33,0,0,False
4360,在典禮之後，所有來賓都可以獲得一份特殊的謝禮。,57,33,0,0,False
4361,通過「說話」頻道或者「喊話」頻道向各位來賓打個招呼吧。,57,33,0,0,False
4362,現在是自由活動的時間。,57,33,0,0,False
4363,新人和來賓可以在會場裡自由移動，互相暢談以及合影留念。,57,33,0,0,False
4364,已使用投影範本UNKNOWN進行武具投影。,57,1,0,0,False
4365,您與伴侶都已經進入更衣室了。,57,17,0,0,False
4366,操作完畢，請等待伴侶的操作。,57,17,0,0,False
4367,操作完畢，典禮即將進行至下一階段。,57,17,0,0,False
4368,典禮方案選擇完畢，正在等待伴侶的決定。,57,17,0,0,False
4369,二位沒有選擇同樣的方案，請再次確認。,60,9,0,0,False
4370,典禮將會按照Firstname Lastname的方案進行。,57,17,0,0,False
4371,新人沒有到場或新人背包已滿的情況下無法結束典禮。請重新安排典禮的日期。,57,33,0,0,False
4372,放棄了已更改的設定。,57,32,0,0,False
4373,"儀式已經接近了尾聲，時間一到會自動結束典禮。
二位新人都使用「同心鈴」後可以跳過剩餘時間直接結束典禮。",57,33,0,0,False
4374,無法進入會場，可能是沒有得到入場的許可，或者典禮已經結束。,60,1,0,0,False
4375,無法推進任務，可能是自己或伴侶的背包已滿，或者手中沒有誓言手鐲。請重新安排典禮的日期。,60,1,0,0,False
4376,用作為交換，獲得了！,62,1,0,0,False
4377,"二位新人由於某些原因需要重新舉辦典禮。
所以現在無法得到送給來賓的禮品。",60,9,0,0,False
4378,"使用投影範本UNKNOWN進行投影時，有部分部位投影失敗。
可能是被投影裝備的品級過低，或範本裝備的職業/種族/性別不正確。",60,9,0,0,False
4379,無法進行該操作，正在精選中。,60,8,0,0,False
4380,已將幻影化，保存進投影台。,57,17,0,0,False
4381,已將的幻影從投影台刪除。,57,1,0,0,False
4382,投影範本UNKNOWN保存完畢。,57,1,0,0,False
4383,已將的幻影還原成物品，並從投影台中取出。,57,17,0,0,False
4384,通過投影範本解除了武具投影。,57,1,0,0,False
4385,找到了UNKNOWN個配方。,57,33,0,0,False
4386,找到了UNKNOWN個配方，只顯示前UNKNOWN個。,57,33,0,0,False
4387,未找到該配方。,60,8,0,0,False
4388,篩選條件已解除。,57,33,0,0,False
4389,常用列表已滿，無法繼續添加。,60,8,0,0,False
4390,找不到相關任務。,57,33,0,0,False
4391,"搜尋結果過多，搜尋中止了。
請增加檢索文字後再次進行搜尋。",60,8,0,0,False
4392,只能以UNKNOWN播放。,60,8,0,0,False
4393,分解道具中斷了。道具未被分解，請重試。,60,8,0,0,False
4394,無法申請參加，已達到可申請次數的上限。,60,9,0,0,False
4395,在小隊隊長的設定下，以自由探索狀態進入了任務。,57,33,0,0,False
4396,精選中斷了。未能獲得精選後的道具，請重試。,60,8,0,0,False
4397,因未完成該任務，無法申請參加自由探索。,60,9,0,0,False
4398,只有完成過的任務才能申請參加自由探索。,60,9,0,0,False
4399,,0,0,0,0,False
4400,黃道文書《  +UNKNOWN》中《》分類下的所有內容均已完成！,57,33,0,0,False
4401,黃道文書《  +UNKNOWN》已完成！成功變為+UNKNOWN！,57,1,0,0,False
4402,黃道文書《  +UNKNOWN》，討伐 UNKNOWN/UNKNOWN,57,1,0,0,False
4403,黃道文書《  +UNKNOWN》，完成F.A.T.E.「」,57,1,0,0,False
4404,黃道文書《  +UNKNOWN》，完成理符任務「」,57,1,0,0,False
4405,「」消失了……,57,1,0,0,False
4406,無法獲得，背包已滿。,57,9,0,0,False
4407,無法使用黃道透鏡，沒有裝備對應的武器。,60,9,0,0,False
4408,您正處於防沉迷狀態，無法完成黃道文書中的項目。,60,1,0,0,False
4409,,0,0,0,0,False
4410,沒有滿足條件，無法接受通緝令。,60,9,0,0,False
4411,狩獵任務「」討伐 UNKNOWN/UNKNOWN,57,1,0,0,False
4412,「」狩獵成功！,57,33,0,0,False
4413,獲得了0枚。,62,33,0,0,False
4414,無法接受非所屬軍隊的通緝令。,60,9,0,0,False
4415,"接受了通緝令「」。
在任務道具一欄中可以隨時查看通緝令的內容。",57,1,0,0,False
4416,放棄了「」。,57,1,0,0,False
4417,數量已達到上限，無法獲取更多的。,60,9,0,0,False
4418,無法接受通緝令，請稍後再試。,60,9,0,0,False
4419,根據僱員的裝備性能，自由尋寶委託完成時獲得了特別收穫！,57,1,0,0,False
4420,佔領了！,57,33,0,0,False
4421,恢復成了中立狀態！,57,33,0,0,False
4422,太陽之路防衛塔的傳送裝置啟動了！,57,33,0,0,False
4423,打倒了！,57,33,0,0,False
4424,三方各有UNKNOWN小隊參戰，據點數量減為3處。,57,33,0,0,False
4425,的一名隊員進入了的狀態！,57,33,0,0,False
4426,打倒了狀態下的士兵！,57,33,0,0,False
4427,在出現了！,57,33,0,0,False
4428,三方各有UNKNOWN小隊參戰，怪物的出現情況已調整。,57,33,0,0,False
4429,B級的開始活動了！,57,33,0,0,False
4430,無法重複接受同一張通緝令。,60,9,0,0,False
4431,無法接受已經完成的通緝令。,60,9,0,0,False
4432,B級的的情報已枯竭！,57,33,0,0,False
4433,佔領了B級的！,57,33,0,0,False
4434,B級的變為中立狀態！,57,33,0,0,False
4435,三方各有UNKNOWN小隊參戰，亞拉戈石文的出現情況已調整。,57,33,0,0,False
4436,亞拉戈石文的佔領狀態剛發生轉變，暫時無法佔領。,57,33,0,0,False
4437,此亞拉戈石文已被己方大國防聯軍佔領。,57,33,0,0,False
4438,目前狀態下無法完成該操作。,57,33,0,0,False
4439,自動分解道具中斷了。,57,33,0,0,False
4440,獲得了「」。,62,33,0,0,False
4441,無法獲取道具，背包已滿。,60,33,0,0,False
4442,危險標的怪物討伐成功，獲得了相應的報酬。,57,1,0,0,False
4443,所持物品已達上限，自動分解道具中斷了。,60,9,0,0,False
4444,"沒有觀察到任何光輝……
看起來靈魂還沒有安定下來。",57,33,0,0,False
4445,"基本觀察不到光輝……
看起來靈魂還沒有安定下來。",57,33,0,0,False
4446,"觀察到了模糊的光輝……
看起來靈魂稍微有些安定了。",57,33,0,0,False
4447,"觀察到了微弱的光輝……
看起來靈魂稍微有些安定了。",57,33,0,0,False
4448,"觀察到了清晰的光輝。
看起來靈魂正在變得安定。",57,33,0,0,False
4449,"觀察到了明亮的光輝。
看起來靈魂正在變得安定。",57,33,0,0,False
4450,"觀察到了強烈的光輝！
看起來靈魂的安定度很高了。",57,33,0,0,False
4451,"觀察到了耀眼的光輝！
看起來靈魂的安定度很高了。",57,33,0,0,False
4452,"觀察到了奪目的光輝！
看起來靈魂的安定度變得更高了。",57,33,0,0,False
4453,"觀察到了宛如群星的光輝！
看起來靈魂的安定度變得更高了。",57,33,0,0,False
4454,"觀察到了宛如新星的光輝！
看起來靈魂已經完全安定下來了。",57,33,0,0,False
4455,未滿足精選所需等級。,60,8,0,0,False
4456,無法在這個地點召喚木人。,60,8,0,0,False
4457,"因為不存在兩個以上符合條件的任務，申請被取消了。
請確認任務搜尋器設定中的有效條件後再次嘗試。",60,9,0,0,False
4458,僱員探險的委託手續出現問題，委託取消。,60,9,0,0,False
4459,通過手機應用委託的僱員探險已完成。,57,33,0,0,False
4460,還沒有學會如何飼養陸行鳥。,60,9,0,0,False
4461,非公會成員無法使用陸行鳥廄。,60,8,0,0,False
4462,沒有「」的許可權。,60,8,0,0,False
4463,無法進行訓練。,60,9,0,0,False
4464,陸行鳥正在休息。,60,8,0,0,False
4465,該道具只能對自己的陸行鳥使用。,60,9,0,0,False
4466,獲得了0點經驗值。,64,33,0,0,False
4467,陸行鳥喜歡上了。,57,33,0,0,False
4468,搭檔的技能等級上限提升到了UNKNOWN級！,64,33,0,0,False
4469,召喚出的搭檔無法寄養在陸行鳥廄裡。,60,9,0,0,False
4470,正在休息，無法領出來。,60,9,0,0,False
4471,公會隊友正在訓練，無法領出來。,60,9,0,0,False
4472,鳥廄非常乾淨。,60,8,0,0,False
4473,打掃鳥廄需要。,60,9,0,0,False
4474,鳥廄打掃完畢！,57,33,0,0,False
4475,目前鳥廄中沒有寄養的陸行鳥。,60,8,0,0,False
4476,無法退出公會，陸行鳥還寄養在鳥廄中。,60,9,0,0,False
4477,無法移除出公會，該隊員的陸行鳥還寄養在鳥廄中。,60,9,0,0,False
4478,沒有「」的許可權。,60,8,0,0,False
4479,沒有能夠用來獎勵陸行鳥的道具。,60,9,0,0,False
4480,無法撤除鳥廄，裡面還有寄養的陸行鳥。,60,8,0,0,False
4481,無法召喚出寄養在鳥廄中的搭檔。,60,8,0,0,False
4482,將寄養在了鳥廄中。,57,33,0,0,False
4483,將從鳥廄中領了出來。,57,33,0,0,False
4484,搭檔的技能點重置了。,64,33,0,0,False
4485,搭檔正寄養在鳥廄中，無法打開搭檔視窗。,60,8,0,0,False
4486,現在無法獲取經驗值。,60,9,0,0,False
4487,正在休息。,60,8,0,0,False
4488,無法進行訓練，無法獲得更多經驗值了。,60,9,0,0,False
4489,"搭檔陸行鳥走丟了，現在無法打開搭檔視窗。
去問問房屋大叔有沒有什麼消息吧。",57,33,0,0,False
4490,共同騎乘失敗。,60,8,0,0,False
4491,"搭檔陸行鳥走丟了，現在無法寄養到鳥廄裡。
去問問房屋大叔有沒有什麼消息吧。",57,33,0,0,False
4492,"搭檔陸行鳥走丟了。
去問問房屋大叔有沒有什麼消息吧。",57,33,0,0,False
4493,沒有能餵給陸行鳥的零食。,60,9,0,0,False
4494,現在好像不太想吃零食。,60,9,0,0,False
4495,高興地吃下了。,57,33,0,0,False
4496,好像要換羽毛了。,57,33,0,0,False
4497,的羽毛顏色變成了！,57,33,0,0,False
4498,忘掉了吃過的零食。,57,33,0,0,False
4499,的羽毛顏色變回了陸行鳥黃。,57,33,0,0,False
4500,將加入了常用列表。,57,33,0,0,False
4501,常用列表中無法加入更多的寵物。,60,9,0,0,False
4502,將加入了常用列表。,57,33,0,0,False
4503,常用列表中無法加入更多的坐騎。,60,9,0,0,False
4504,已經將從常用列表中刪除。,57,33,0,0,False
4505,已經將從常用列表中刪除。,57,33,0,0,False
4506,無法找到目前搜尋的寵物。,57,33,0,0,False
4507,無法找到目前搜尋的坐騎。,57,33,0,0,False
4508,無法進行共同騎乘，空位置不足。,60,9,0,0,False
4509,您所選擇的位置已經先被他人選中，自動為您選擇到UNKNOWN號位置。,57,33,0,0,False
4510,正在共同騎乘坐騎，目前無法進行該操作。,60,9,0,0,False
4511,僅可從自身所在的原始DC申請參加。,60,9,0,0,False
4512,數量已達到上限，無法獲取更多的。,60,9,0,0,False
4513,"已經很長時間未登錄至原始 World。
請返回原始 World，確認自身社區許可權。",57,1025,0,0,False
4514,"登錄的 World並非原始 World。
由於系統發生改變，請返回一次原始 World。
如果已經很長時間未返回原始 World，請在返回的同時，確認自身社區許可權。",57,1025,0,0,False
4515,尚未獲得，無法使用。,60,8,0,0,False
4516,UNKNOWN名隊員中有UNKNOWN人可以獲取報酬，寶箱的數量將變為UNKNOWN個。,57,33,0,0,False
4517,由於完成任務時UNKNOWN名隊員中有UNKNOWN人可以獲取報酬，寶箱的數量變為了UNKNOWN個。,57,33,0,0,False
4518,另外，由於隊伍中有一名或以上的隊員無法獲得報酬，失去了部分可以從寶箱中獲得的報酬。,57,33,0,0,False
4519,另外，由於隊伍中有一名或以上的隊員無法獲得報酬，失去了部分可以從寶箱中獲得的報酬。,57,33,0,0,False
4520,Gil不足。,60,8,0,0,False
4521,無法購買物品，背包已滿。,60,8,0,0,False
4522,無法選擇該部位，與其他裝備產生衝突。,60,8,0,0,False
4523,無法購買物品，道具的出售狀況發生了變化。,60,8,0,0,False
4524,從服裝模特身上移除了物品。,57,33,0,0,False
4525,無法購買物品，該道具為整套出售。,60,8,0,0,False
4526,出售管理僱員出售的道具數量已達上限，無法出售更多道具。,60,8,0,0,False
4527,無法進行設定，含有與服裝模特職業、種族或性別不符的裝備。,60,8,0,0,False
4528,僱員UNKNOWN在通過手機應用委託的僱員探險中獲得了經驗值。,57,33,0,0,False
4529,從背包中將作為進行了幻影化。,57,1,0,0,False
4530,正在進行其他消息設定，因此無法打開。,60,8,0,0,False
4531,角色設定已打開，因此中止消息設定。,60,8,0,0,False
4532,角色設定過程中無法打開。,60,8,0,0,False
4533,設定修改成功。,57,32,0,0,False
4534,將幻影化後保存在了投影台。,57,16,0,0,False
4535,,0,0,0,0,False
4536,,0,0,0,0,False
4537,,0,0,0,0,False
4538,,0,0,0,0,False
4539,未達到所關聯肖像的使用條件，個人肖像設定失敗。,60,9,0,0,False
4540,目前沒有可交易的道具。,60,8,0,0,False
4541,需要UNKNOWN級以上的、、才能交納物品。,60,8,0,0,False
4542,實際切換的裝備與原先保存的套裝資料不符，套裝與肖像的關聯已解除。,60,9,0,0,False
4543,套裝內容變更，套裝與肖像的關聯已解除。,60,9,0,0,False
4544,未發現套裝所關聯的肖像，套裝與肖像的關聯已解除。,60,9,0,0,False
4545,目前沒有可以進行檢驗的物品。,60,8,0,0,False
4546,背包中不足UNKNOWN格空位，無法進行檢驗。,60,8,0,0,False
4547,套裝與肖像關聯成功。,57,33,0,0,False
4548,套裝與肖像的關聯修改成功。,57,33,0,0,False
4549,套裝與肖像的關聯已解除。,57,33,0,0,False
4550,任務搜尋器的「通常任務」及「劇情輔助器」中增加了新的任務。,57,33,0,0,False
4551,"任務搜尋器的「通常任務」及「劇情輔助器」中增加了新的任務。
開放了對應難度的木人討伐戰。",57,33,0,0,False
4552,特殊迷宮探索器的「多變迷宮」中增加了新的任務。,57,33,0,0,False
4553,特殊迷宮探索器的「異聞迷宮」中增加了新的任務。,57,33,0,0,False
4554,,0,0,0,0,False
4555,,0,0,0,0,False
4556,,0,0,0,0,False
4557,,0,0,0,0,False
4558,通過清除掉威脅，雷克蘭德的治安稍微得到了一些改善。,57,33,0,0,False
4559,通過清除掉威脅，雷克蘭德的治安得到了進一步的改善。,57,33,0,0,False
4560,通過清除掉威脅，珂露西亞島的治安稍微得到了一些改善。,57,33,0,0,False
4561,通過清除掉威脅，珂露西亞島的治安得到了進一步的改善。,57,33,0,0,False
4562,通過清除掉威脅，安穆·艾蘭的治安稍微得到了一些改善。,57,33,0,0,False
4563,通過清除掉威脅，安穆·艾蘭的治安得到了進一步的改善。,57,33,0,0,False
4564,通過清除掉威脅，伊爾美格的治安稍微得到了一些改善。,57,33,0,0,False
4565,通過清除掉威脅，伊爾美格的治安得到了進一步的改善。,57,33,0,0,False
4566,通過清除掉威脅，拉凱提卡大森林的治安稍微得到了一些改善。,57,33,0,0,False
4567,通過清除掉威脅，拉凱提卡大森林的治安得到了進一步的改善。,57,33,0,0,False
4568,通過清除掉威脅，黑風海的治安稍微得到了一些改善。,57,33,0,0,False
4569,通過清除掉威脅，黑風海的治安得到了進一步的改善。,57,33,0,0,False
4570,,0,0,0,0,False
4571,,0,0,0,0,False
4572,無法出發，不在網咖。,60,8,0,0,False
4573,無法出發，有不在網咖的隊員。,60,8,0,0,False
4574,將UNKNOWN種道具交給了僱員。,57,33,0,0,False
4575,持有數量已達到上限，無法獲得更多的。,60,9,0,0,False
4576,獲得了。,62,33,0,0,False
4577,持有數量已達到上限，無法獲得更多的。,60,9,0,0,False
4578,"市場中出售物品的貨款已經匯入僱員的帳戶。
匯入金額超過僱員所持金額上限，無法獲得全部貨款。",57,33,0,0,False
4579,開始了與的之間的交易！,57,16,0,0,False
4580,通過清除掉威脅，的治安稍微得到了一些改善！,57,33,0,0,False
4581,出售品列表中有不可在市場出售的道具。,60,8,0,0,False
