#,Name,UnlockLink,Icon,VFX,ActionTimelineHit,PrimaryCostValue,SecondaryCostValue,ActionCombo,Cast100ms,Recast100ms,ActionProcStatus,StatusGainSelf,Omen,OmenAlt,AnimationEnd,ActionCategory,Unknown1,AnimationStart,Unknown2,BehaviourType,ClassJobLevel,CastType,EffectRange,XAxisModifier,PrimaryCostType,SecondaryCostType,ExtraCastTime100ms,CooldownGroup,AdditionalCooldownGroup,MaxCharges,Aspect,Unknown4,ClassJobCategory,AutoAttackBehaviour,EquivalenceGroup,Unknown_70,ClassJob,Range,DeadTargetBehaviour,AttackType,Unknown8,IsRoleAction,CanTargetSelf,CanTargetParty,CanTargetAlliance,CanTargetHostile,CanTargetAlly,Unknown10,TargetArea,CanTargetOwnPet,CanTargetPartyPet,RequiresLineOfSight,NeedToFaceTarget,Unknown14,PreservesCombo,Unknown15,AffectsPosition,IsPvP,Unknown16,LogCastMessage,Unknown18,LogMissMessage,LogActionMessage,Unknown21,Unknown22,Unknown23,CanUseWhileMounted,Unknown25,IsPlayerAction,Unknown27
19681,更高,0,405,24,1875,0,0,0,520,0,0,0,0,0,3203,3,0,64,0,0,0,2,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19682,,0,405,0,1875,0,0,0,0,0,0,0,0,0,3210,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19683,魔導火焰,0,405,0,5996,0,0,0,0,0,0,0,0,0,7534,2,0,0,0,0,0,12,50,8,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19684,魔導光刃,0,405,0,5996,0,0,0,0,0,0,0,0,0,7625,2,0,0,0,0,0,13,50,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19685,更強,0,405,155,1875,0,0,0,60,0,0,0,0,0,3211,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19686,更強,0,405,155,1875,0,0,0,60,0,0,0,0,0,3211,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19687,更強,0,405,0,5996,0,0,0,0,0,0,0,0,0,7626,2,0,0,0,0,0,13,50,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19688,更強,0,405,0,1875,0,0,0,0,0,0,0,0,0,3211,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19689,更強,0,405,0,5996,0,0,0,0,0,0,0,0,0,7626,2,0,0,0,0,0,13,50,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19690,支援命令,0,405,24,1875,0,0,0,20,0,0,0,0,0,3218,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19691,突擊加農砲,0,405,24,5996,0,0,0,30,0,0,0,138,0,1625,3,0,8,0,0,0,12,75,2,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19692,爆炸消散,0,405,24,5996,0,0,0,150,0,0,0,0,0,3209,3,0,8,0,0,0,2,40,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19693,魔導榴彈,0,405,24,1875,0,0,0,0,0,0,0,0,0,3208,2,0,8,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19694,,0,405,0,1875,0,0,0,0,0,0,0,0,0,1222,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19695,,0,405,0,1875,0,0,0,0,0,0,0,0,0,3212,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19696,更快,0,405,24,5996,0,0,0,50,0,0,0,0,0,3206,3,0,8,0,0,0,13,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19697,,0,405,0,1875,0,0,0,0,0,0,0,0,0,3207,4,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19698,雷電強襲,0,405,0,1875,0,0,0,25,0,0,0,1,0,4523,2,0,8,0,0,0,2,5,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
19699,制裁之界雷,0,405,24,1875,0,0,0,200,0,0,0,0,0,3202,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
19700,乙太鑽孔機,0,61271,0,1875,0,0,0,30,25,0,0,0,0,6195,3,0,80,0,0,0,1,0,0,0,0,0,81,0,0,7,1,154,1,0,0,-1,25,0,5,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19701,魔力供給,0,405,24,1875,0,0,0,200,0,0,0,0,0,1222,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19702,,0,405,0,1875,0,0,0,0,0,0,0,0,0,3209,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
19703,,0,405,0,1875,0,0,0,0,0,0,0,0,0,3209,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
19704,次元孔,0,405,24,1875,0,0,0,0,0,0,0,0,0,3201,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19705,次元孔,0,405,24,1875,0,0,0,0,0,0,0,0,0,3201,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19706,直擊,0,405,0,1875,0,0,0,0,0,0,0,0,0,1222,3,0,0,0,0,0,12,40,8,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
19707,直擊,0,405,0,1875,0,0,0,0,0,0,0,0,0,1222,3,0,0,0,0,0,12,40,8,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
19708,次元孔,0,405,24,1875,0,0,0,30,0,0,0,0,0,3201,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19709,次元孔,0,405,24,1875,0,0,0,30,0,0,0,0,0,3201,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19710,火焰拳,0,405,24,5996,0,0,0,50,0,0,0,0,0,1378,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
19711,業火拳,0,405,24,5996,0,0,0,80,0,0,0,0,0,1378,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
19712,火焰拳,0,405,24,5996,0,0,0,50,0,0,0,0,0,1378,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
19713,業火拳,0,405,24,5996,0,0,0,80,0,0,0,0,0,1378,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
19714,大火焰柱,0,405,0,1875,0,0,0,67,0,0,0,1,0,7599,4,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
19715,大火焰柱,0,405,0,1875,0,0,0,12,0,0,0,1,0,7599,4,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19716,大火焰柱,0,405,0,1875,0,0,0,67,0,0,0,1,0,7599,4,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
19717,大火焰柱,0,405,0,1875,0,0,0,0,0,0,0,0,0,7599,4,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19718,電光雷轟,0,405,0,5996,0,0,0,32,0,0,0,1,0,11278,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19719,電光雷轟,0,405,0,5996,0,0,0,33,0,0,0,1,0,11278,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19720,電光雷轟,0,405,0,5996,0,0,0,32,0,0,0,1,0,11278,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19721,電光雷轟,0,405,0,5996,0,0,0,33,0,0,0,1,0,11278,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19722,,0,405,24,1875,0,0,0,0,0,0,0,0,0,7737,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19723,,0,405,24,1875,0,0,0,0,0,0,0,0,0,7737,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19724,クロースラッシュ,0,405,0,1875,0,0,0,0,0,0,0,0,0,1222,3,0,0,0,0,0,12,5,15,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19725,利爪突進,0,405,0,1875,0,0,0,0,0,0,0,0,0,1222,3,0,0,0,0,0,12,5,15,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19726,,0,405,0,1875,0,0,0,0,0,0,0,0,0,7737,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19727,,0,405,0,5996,0,0,0,32,0,0,0,1,0,1378,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19728,,0,405,0,5996,0,0,0,33,0,0,0,1,0,1378,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19729,電閃圓,0,405,0,5996,0,0,0,10,0,0,0,0,0,1378,3,0,8,0,0,0,2,10,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19730,電閃環,0,405,0,5996,0,0,0,10,0,0,0,0,0,1378,3,0,8,0,0,0,10,60,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19731,解除玩偶裝,0,61168,0,3115,0,0,0,0,0,0,0,0,0,1378,13,0,0,0,0,0,1,0,0,0,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
19732,爆炸,0,405,24,1875,0,0,0,0,0,0,0,0,0,3480,3,0,8,0,0,0,2,6,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19733,爆炸,0,405,24,1875,0,0,0,0,0,0,0,0,0,3201,3,0,8,0,0,0,2,6,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19734,奔雷,0,405,24,1875,0,0,0,0,0,0,0,0,0,3215,3,0,8,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
19735,奔雷,0,405,24,1875,0,0,0,0,0,0,0,0,0,3215,3,0,8,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
19736,刺槍撞擊,0,405,0,1875,0,0,0,0,0,0,0,0,0,3201,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19737,披風鑽頭,0,405,24,5996,0,0,0,30,0,0,0,2,0,3201,3,0,8,0,1,0,8,0,3,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19738,脊柱打擊,0,405,24,5996,0,0,0,30,0,0,0,4,0,3201,3,0,8,0,0,0,3,5,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,5,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19739,洪水,0,405,26,5996,0,0,0,40,0,0,0,1,0,4724,3,0,8,0,0,0,2,8,0,0,0,0,0,0,0,6,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19740,臭水,0,405,24,1875,0,0,0,30,0,0,0,194,0,3224,3,0,8,0,0,0,13,12,0,0,0,0,0,0,0,6,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19741,臭水,0,405,24,1875,0,0,0,30,0,0,0,194,0,3225,3,0,8,0,0,0,13,12,0,0,0,0,0,0,0,6,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19742,,0,405,24,1875,0,0,0,50,0,0,0,0,0,1222,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19743,,0,405,0,1875,0,0,0,0,0,0,0,0,0,85,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
19744,岩石破壞者,0,405,24,5996,0,0,0,30,0,0,0,1,0,6398,3,0,8,0,0,0,2,8,0,0,0,0,0,0,0,4,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19745,無盡折磨,0,405,24,5996,0,0,0,50,0,0,0,206,0,6766,3,0,8,0,0,0,3,40,0,0,0,0,0,0,0,2,1,0,0,0,0,-1,100,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19746,口錐,0,405,0,3241,0,0,0,0,0,0,0,0,0,3201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19747,口錐,0,405,0,3241,0,0,0,0,0,0,0,0,0,3201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19748,苦澀水流,0,405,26,3242,0,0,0,30,0,0,0,1,0,3202,2,0,8,0,0,0,2,5,0,0,0,0,0,0,0,6,1,0,0,0,0,-1,50,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19749,撕抓,0,405,0,1875,0,0,0,0,0,0,0,0,0,1295,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19750,水力球,0,405,24,2040,0,0,0,35,0,0,0,4,0,1294,3,0,8,0,0,0,13,6,0,0,0,0,0,0,0,6,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19751,跳衝刺,0,405,0,1875,0,0,0,0,0,0,0,0,0,1296,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19752,恐慌風暴,0,405,24,2715,0,0,0,35,0,0,0,1,0,2714,4,0,8,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,25,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19753,大地搖動,0,405,24,1875,0,0,0,40,0,0,0,0,0,3205,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
19754,大地搖動,0,405,0,1875,0,0,0,0,0,0,0,0,0,3205,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
19755,大地搖動,0,405,0,3650,0,0,0,40,0,0,0,105,0,3642,3,0,0,0,0,0,13,60,0,0,0,0,0,0,0,4,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
19756,火光吐息,0,405,24,3242,0,0,0,50,0,0,0,4,0,3202,3,0,8,0,0,0,13,31,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19757,火光吐息,0,405,24,3242,0,0,0,50,0,0,0,4,0,3202,3,0,8,0,0,0,13,31,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19758,火光吐息,0,405,0,3242,0,0,0,0,0,0,0,0,0,3202,3,0,0,0,0,0,13,31,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19759,夷為平地,0,405,24,1875,0,0,0,30,0,0,0,0,0,3203,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19760,夷為平地,0,405,0,5993,0,0,0,30,0,0,0,1,0,5992,3,0,0,0,0,0,2,8,0,0,0,0,0,0,0,4,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
19761,死亡輪迴,0,405,24,3252,0,0,0,40,0,0,0,1,0,3212,3,0,8,0,0,0,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19762,死亡輪迴,0,405,0,3252,0,0,0,0,0,0,0,0,0,3212,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19763,大咆哮,0,405,24,3248,0,0,0,30,0,0,0,0,0,3208,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19764,灼熱俯衝,0,405,24,4597,0,0,0,50,0,0,0,2,0,4573,3,0,8,0,0,0,12,60,12,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19765,火光吐息,0,405,24,3242,0,0,0,40,0,0,0,4,0,3202,3,0,8,0,0,0,13,31,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19766,十億火光,0,405,24,3260,0,0,0,50,0,0,0,0,0,3220,3,0,8,0,0,0,2,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19767,恩惠終結,0,405,143,1875,0,0,0,50,0,0,0,2,0,4575,3,0,8,0,0,0,12,50,8,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19768,是為烈火,0,405,24,1875,0,0,0,30,0,0,0,2,0,3214,3,0,8,0,0,0,12,5,8,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19769,是為烈火,0,405,144,1875,0,0,0,50,0,0,0,2,0,4576,3,0,8,0,0,0,12,50,8,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
19770,是為烈火,0,405,0,1875,0,0,0,50,0,0,0,1,0,1222,2,0,0,0,0,0,2,10,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
