#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Unknown1,Unknown2,Unknown3,ModelChara,EquipHead,EquipBody,EquipLeg,EquipFoot,MoveControl,RideBGM,Icon,UIPriority,MountAction,Unknown_70_1,Unknown_70_2,Unknown16,Unknown17,Order,FlyingCondition,Unknown5,Unknown6,Unknown7,IsFlying,Unknown8,MountCustomize,ExitMoveDist,ExitMoveSpeed,RadiusRate,BaseMotionSpeed_Run,BaseMotionSpeed_Walk,Unknown9,ExtraSeats,Unknown10,Unknown11,Unknown12,IsEmote,Unknown20,IsAirborne,ExHotbarEnableConfig,UseEP,Unknown13,IsImmobile,Unknown14,HideHeadgear,Unknown18,Unknown19
159,渡渡鳥,,0,0,0,1,0,0,SE_Bt_Etc_DodoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_DodoBye,2194,0,0,0,0,2,319,4122,1060,0,30,19,41,40,118,1,45,15,70,1,2,61,20,10,100,0,0,50,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
160,鬚鯨,,0,0,0,1,0,0,SE_Bt_Etc_KujiraWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_KujiraBye,2176,0,0,0,0,2,638,4119,7060,0,16,18,37,37,119,1,45,15,15,1,2,0,20,10,100,0,0,70,1,0,0,False,True,False,True,False,False,False,False,False,False,False,False
161,火龍,,0,0,0,1,0,0,SE_Bt_Etc_NIKUBossWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_NIKUBossBye,2257,0,0,0,0,2,564,4125,40700,0,0,24,41,44,120,1,45,15,70,1,2,62,20,10,100,0,0,50,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
162,魔導運輸器,,0,0,0,1,0,0,SE_Bt_Etc_HakaseIsuWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_HakaseIsuBye,2258,0,0,0,0,2,319,4123,10030,0,17,19,39,38,121,1,45,15,15,1,2,63,0,10,100,0,0,50,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False
163,原型運輸器,,0,0,0,1,0,0,SE_Bt_Etc_HakaseIsuWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_HakaseIsuBye,2307,0,0,0,0,2,319,4124,10031,0,17,19,39,38,122,1,45,15,15,1,2,63,0,10,100,0,0,50,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False
164,巨鯰魚神轎,,0,0,0,1,0,0,SE_Bt_Etc_NamazuoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_NamazuoBye,2202,0,0,0,0,2,570,4118,4500,41,0,21,41,40,123,1,45,15,15,1,2,70,20,10,100,0,0,50,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False
165,,,0,0,0,1,0,0,SE_Bt_Etc_NamazuoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_NamazuoBye,2202,0,0,0,0,2,570,0,0,40,0,21,41,40,-1,1,45,15,15,1,2,70,20,10,100,0,0,50,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
166,絕地,,0,0,0,1,0,0,SE_Bt_Etc_SekitobaWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_SekitobaBye,2304,0,0,0,0,2,565,4126,3050,0,9,20,41,40,124,1,10,70,70,1,2,64,20,10,100,0,0,55,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
167,輸送系統,,0,0,0,1,0,0,SE_Bt_Etc_DaragabWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_DaragabBye,2305,0,0,0,0,2,895,4121,10502,9,17,19,39,40,125,1,45,15,15,1,0,16,0,10,100,12,4,100,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False
168,護送系統,,0,0,0,1,0,0,SE_Bt_Etc_DaragabWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_DaragabBye,2306,0,0,0,0,2,121,4120,10503,9,17,19,39,40,126,1,45,15,15,1,0,16,0,10,100,12,4,100,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False
169,,,0,0,0,1,0,0,SE_Bt_Etc_UnicornWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_UnicornBye,1952,0,0,0,0,2,319,0,0,0,9,19,41,40,-1,0,45,15,15,0,0,5,20,10,65,0,0,100,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
170,格拉尼,,0,0,0,1,0,0,SE_Bt_Etc_DarkUnicornWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_DarkUnicornBye,2268,0,0,0,0,2,319,4128,3060,0,9,19,41,40,128,1,45,70,70,1,2,69,20,10,100,0,0,50,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
171,貓大胖,,0,0,0,1,0,0,SE_Bt_Etc_DebuNekoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_DebuNekoBye,2312,0,0,0,0,2,638,4129,3350,0,10,21,43,42,129,1,45,70,70,1,2,66,20,10,120,9,3,50,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
172,朱焰神威,,0,0,0,1,0,0,SE_Bt_Etc_InugamiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_InugamiBye,2359,0,0,0,0,2,588,4130,30205,0,9,19,41,42,130,1,45,85,85,1,0,44,20,10,100,0,0,70,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
173,歐米茄,,0,0,0,1,0,0,SE_Bt_Etc_OmegaWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_OmegaBye,2360,0,0,0,0,2,589,4131,10100,0,0,21,39,37,131,1,45,15,15,3,4,67,0,10,100,9,3,70,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
174,魔導浮空裝甲,,0,0,0,1,0,0,SE_Bt_Etc_SyumitWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_SyumitBye,2362,0,0,0,0,2,319,4132,10040,0,17,19,41,40,132,1,45,15,15,1,2,68,0,10,100,0,0,70,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False
175,魔法飛毯,,0,0,0,1,0,0,SE_Bt_Etc_JuutanWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_JuutanBye,2340,0,0,0,0,2,637,4147,16080,0,17,19,39,38,136,1,45,15,15,1,2,0,0,10,100,0,0,60,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False
176,魔導機車大魔,,0,0,0,1,0,0,SE_Bt_Etc_MagunarodersWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MagunarodersBye,2361,0,0,0,0,2,319,4133,10050,0,8,22,41,42,133,1,45,15,15,1,2,71,20,10,100,0,0,70,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
177,黑色胖陸行鳥,,0,0,0,1,0,0,SE_Bt_Etc_DebuCyokoboWhistle,SE_Bt_Etc_ChocoboWhistle_only,SE_Bt_Etc_DebuCyokoboBye,2385,0,0,0,0,2,193,4134,303,0,8,23,37,37,134,1,45,0,15,1,0,0,20,10,100,0,0,70,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
178,火巨人,,0,0,0,1,0,0,SE_Bt_Etc_FireIetyWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_FireIetyBye,2437,0,0,0,0,2,319,4137,1070,0,8,19,39,40,135,1,45,15,15,1,2,0,15,9,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
179,改良型魔導機車大魔,,0,0,0,1,0,0,SE_Bt_Etc_MagunarodersWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MagunarodersBye,2467,0,0,0,0,2,319,4139,10051,0,8,22,41,42,137,1,45,15,15,1,2,71,20,10,100,0,0,70,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
180,帝王仙人掌怪,,0,0,0,1,0,0,SE_Bt_Etc_SabotenderWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_SabotenderBye,2406,0,0,0,0,2,703,4140,1080,0,8,17,37,37,138,1,45,15,15,1,2,73,20,10,100,9,3,50,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
181,九尾神威,,0,0,0,1,0,0,SE_Bt_Etc_KyuubiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_KyuubiBye,2526,0,0,0,0,2,636,4141,30250,0,9,21,41,42,139,1,45,15,70,1,2,17,20,10,65,0,6,70,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
182,青君神威,,0,0,0,1,0,0,SE_Bt_Etc_InugamiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_InugamiBye,2452,0,0,0,0,2,635,4142,30206,0,9,19,41,42,140,1,45,85,85,1,0,44,20,10,100,0,0,70,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
183,戰虎,,0,0,0,1,0,0,SE_Bt_Etc_ToraWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ToraBye,2465,0,0,0,0,2,319,4143,3360,0,9,19,41,42,141,1,45,15,65,1,2,48,20,10,100,0,0,70,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
184,優雷卡鹽藍燕,,0,0,0,1,0,0,SE_Bt_Etc_UmiushiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_UmiushiBye,2468,0,0,0,0,2,319,4144,7070,0,9,19,41,40,142,1,45,15,15,5,2,45,20,10,30,9,3,70,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False
185,魔導復仇者寒冷地區特製型,,0,0,0,1,0,0,SE_Bt_Etc_MekagoriraWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MekagoriraBye,2466,0,0,0,0,2,319,4145,10091,0,0,23,41,40,143,1,45,15,70,1,0,53,20,10,100,0,0,50,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
186,半靈奧斯瑪,,0,0,0,1,0,0,SE_Bt_Etc_OzmanWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_OzmaBye,2409,0,0,0,0,2,319,4146,11030,0,0,0,39,38,144,1,45,15,15,7,0,72,0,10,100,0,0,100,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False
187,阿馬羅,,0,0,0,1,0,0,SE_Bt_Etc_RakudaDragoneWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_RakudaDragoneBye,2539,0,65537,65537,0,2,715,4156,1090,0,8,19,39,40,153,1,45,50,50,1,2,74,20,20,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
188,氣墊船,,0,0,0,1,0,0,SE_Bt_Etc_HoverWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_HoverBye,2458,0,0,0,0,2,702,4149,11040,0,8,18,37,37,145,1,45,15,15,1,2,0,0,10,100,0,0,60,3,0,0,True,True,False,True,False,False,False,False,False,False,False,False
189,仙子玲龍,,0,0,0,1,0,0,SE_Bt_Etc_BanshinryuuWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_BanshinryuuBye,2482,0,0,0,0,2,700,4148,30300,0,8,22,41,42,146,1,45,15,50,1,2,76,20,20,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
190,三角龍,,0,0,0,1,0,0,SE_Bt_Etc_TorikeratopusuWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_TorikeratopusuBye,2536,0,0,0,0,2,319,4150,3370,0,8,19,51,50,147,1,45,70,70,1,2,77,20,10,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
191,青蛙號M,,0,0,0,1,0,0,SE_Bt_Etc_DowarfWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_DowarfBye,2608,0,0,0,0,2,319,4151,10110,0,8,20,41,44,148,1,45,15,15,1,2,75,0,10,100,0,0,70,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
192,無瑕玲龍,,0,0,0,1,0,0,SE_Bt_Etc_BanshinryuuWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_BanshinryuuBye,2584,0,0,0,0,2,701,4153,30301,0,8,22,41,42,149,1,45,15,50,1,2,76,20,20,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
193,魔法飛床,,0,0,0,1,0,0,SE_Bt_Etc_ShroudBedWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ShroudBedBye,2646,0,0,0,0,2,319,4152,16090,0,8,18,37,37,150,1,45,85,85,1,2,41,0,10,100,0,0,70,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False
194,小惡精靈·阿里曼,,0,0,0,1,0,0,SE_Bt_Etc_AhrimanWhistle,SE_Bt_Etc_ChocoboWhistle_only,SE_Bt_Etc_AhrimanBye,2645,0,0,0,0,2,330,4154,5001,43,19,23,37,52,151,1,45,15,70,1,2,4,20,10,100,0,0,50,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False
195,金斗雲,,0,0,0,1,0,0,SE_Bt_Etc_KintounWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_KintounBye,2703,0,0,0,0,2,637,4155,16011,0,16,19,37,52,152,1,45,15,15,1,2,30,20,20,100,0,0,70,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False
196,,,0,0,0,1,0,0,SE_Bt_Etc_RakudaDragoneWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_RakudaDragoneBye,2539,0,65537,65537,0,2,715,0,0,0,8,19,39,40,-1,1,45,50,50,1,2,74,20,20,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
197,鬥虎,,0,0,0,1,0,0,SE_Bt_Etc_ToraWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ToraBye,2733,0,0,0,0,2,319,4157,3361,0,9,19,41,42,154,1,45,15,65,1,2,48,20,10,100,0,0,70,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
198,,,0,0,0,1,0,0,SE_Bt_Etc_RakudaDragoneWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_RakudaDragoneBye,2539,0,65537,65537,0,2,715,0,0,0,8,19,39,40,-1,3,45,50,50,1,2,74,20,20,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
199,,,0,0,0,1,0,0,SE_Bt_Etc_AhrimanWhistle,SE_Bt_Etc_ChocoboWhistle_only,SE_Bt_Etc_AhrimanBye,2645,0,0,0,0,2,330,0,0,42,19,23,37,52,-1,0,45,15,70,1,2,4,20,10,100,0,0,50,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False
200,毛爾波爾,,0,0,0,1,0,0,SE_Bt_Etc_MolbolWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_MolbolBye,2752,0,0,0,0,2,731,4158,4510,46,31,20,37,37,155,1,45,85,85,1,2,80,20,10,100,0,0,60,0,80,80,False,True,False,False,True,False,False,False,False,False,False,False
201,豬大仙,,0,0,0,1,0,0,SE_Bt_Etc_FairyOakWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_FairyOakBye,2760,0,0,0,0,2,319,4159,5040,45,18,21,43,42,156,1,45,50,50,1,2,81,20,10,100,0,0,60,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False
202,厄毗米修斯,,0,0,0,1,0,0,SE_Bt_Etc_PrometeusWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_PrometeusBye,2761,0,0,0,0,2,730,4160,10060,0,8,20,41,44,157,1,45,15,15,1,2,79,0,10,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
203,墨諾提俄斯,,0,0,0,1,0,0,SE_Bt_Etc_PrometeusWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_PrometeusBye,2762,0,0,0,0,2,730,4161,10061,0,8,20,41,44,158,1,45,15,15,1,2,79,0,10,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
204,建築7號,,0,0,0,1,0,0,SE_Bt_Etc_KoboldGolemWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_KoboldGolemBye,2771,0,0,0,0,2,729,4162,10120,0,9,21,37,37,159,1,45,15,15,1,2,82,0,10,100,0,0,60,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
205,暗影玲龍,,0,0,0,1,0,0,SE_Bt_Etc_BanshinryuuWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_BanshinryuuBye,2772,0,0,0,0,2,728,4163,30302,0,8,22,41,42,160,1,45,15,50,1,2,76,20,20,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
206,搬運魔石精,,0,0,0,1,0,0,SE_Bt_Etc_SpriganWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_SpriganBye,2717,0,0,0,0,2,638,4164,1100,0,8,18,39,40,161,1,45,15,15,1,2,78,20,10,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
207,得到寬恕的沉默,,0,0,0,1,0,0,SE_Bt_Etc_YonsokuTenshiWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_YonsokuTenshiBye,2728,0,0,0,0,2,319,4165,3380,0,8,19,41,40,162,1,45,85,85,1,2,83,20,10,100,9,3,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
208,長頸駝,,0,0,0,1,0,0,SE_Bt_Etc_DhalmelWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_DhalmelBye,2726,0,0,0,0,2,319,4166,3390,0,8,18,41,40,163,1,45,85,85,1,2,84,20,10,100,0,0,60,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
209,白化黑羊,,0,0,0,1,0,0,SE_Bt_Etc_SheepWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_SheepBye,2798,0,0,0,0,2,319,4167,3400,0,9,19,41,40,164,1,45,85,85,1,2,85,20,10,100,9,3,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
210,,,0,0,0,1,0,0,SE_Bt_Etc_FairyOakWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_FairyOakBye,2760,0,0,0,0,2,319,0,0,44,18,21,43,42,-1,1,45,50,50,1,2,81,20,10,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
211,巫菲提,,0,0,0,1,0,0,SE_Bt_Etc_GorilaWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_GorilaBye,2838,0,0,0,0,2,319,4168,1110,0,0,23,41,40,165,1,45,85,85,1,2,53,20,10,100,12,3,50,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
212,恐爪龍,,0,0,0,1,0,0,SE_Bt_Etc_RaptorWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_RaptorBye,2725,0,0,0,0,2,319,4208,1120,0,8,19,41,40,199,1,45,70,70,1,2,101,20,10,100,0,0,60,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
213,勞動十四號,,0,0,0,1,0,0,SE_Bt_Etc_Labor8Whistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Labor8Bye,2727,0,0,0,0,2,319,4175,10130,0,0,21,37,37,166,1,45,15,15,1,2,86,0,10,100,0,0,60,0,80,60,False,True,False,False,False,False,False,False,False,False,False,False
214,王孔雀,,0,0,0,1,0,0,SE_Bt_Etc_PeacockWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_PeacockBye,2799,0,0,0,0,2,638,4176,1130,47,8,21,41,40,167,1,45,15,50,1,2,87,20,10,100,0,0,60,0,80,80,False,True,False,False,True,False,False,False,False,False,False,False
215,水蛇大人的罐子,,0,0,0,1,0,0,SE_Bt_Etc_TsuchinokoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_TsuchinokoBye,2861,0,0,0,0,2,319,4174,7080,49,18,20,39,38,168,1,45,15,15,1,2,0,0,10,100,0,0,60,0,80,80,False,True,False,True,True,False,False,False,False,False,False,False
216,無齒翼龍,,0,0,0,1,0,0,SE_Bt_Etc_PteranodonWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_PteranodonBye,2862,0,0,0,0,2,788,4169,5050,0,18,22,41,40,169,1,45,15,70,1,2,88,20,10,100,0,0,40,0,80,80,False,True,False,True,False,False,False,False,False,False,False,False
217,紅寶石玲龍,,0,0,0,1,0,0,SE_Bt_Etc_BanshinryuuWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_BanshinryuuBye,2863,0,0,0,0,2,753,4170,30303,0,8,22,41,42,170,1,45,15,50,1,2,76,20,20,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
218,弓鮫,,0,0,0,1,0,0,SE_Bt_Etc_SharkWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_SharkBye,2900,0,0,0,0,2,319,4171,7090,0,18,19,39,38,171,1,45,15,15,1,2,89,20,20,100,0,0,60,0,80,80,False,False,False,True,False,False,False,False,False,False,False,False
219,拉姆,,0,0,0,1,0,0,SE_Bt_Etc_1stRamuhWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_1stRamuhBye,2901,0,0,0,0,2,754,4172,7100,0,8,18,37,37,172,1,45,85,85,1,2,90,20,20,100,0,0,60,0,80,80,False,True,False,True,False,False,False,False,False,False,False,False
220,卡邦庫爾 紅電氣石,,0,0,0,1,0,0,SE_Bt_Etc_CarbuncleWhistle,SE_Bt_Etc_HarpieWhistle_only,SE_Bt_Etc_CarbuncleBye,2913,0,0,0,0,2,638,4173,3332,0,9,21,41,40,173,1,45,70,70,1,2,51,20,10,120,0,0,50,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
221,,,0,0,0,1,0,0,SE_Bt_Etc_TsuchinokoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_TsuchinokoBye,2861,0,0,0,0,2,319,0,0,48,18,20,39,38,-1,1,45,15,15,1,2,0,0,10,100,0,0,60,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
222,陸行鳥篷車,,0,0,0,1,0,0,SE_Bt_Etc_CCarriageWhistle,SE_Bt_Etc_ChocoboWhistle_only,SE_Bt_Etc_CCarriageBye,2949,0,0,0,0,2,62,4177,210,0,8,17,37,37,175,1,5,15,15,1,2,0,20,10,100,0,0,60,3,80,80,False,True,False,False,False,False,False,False,False,False,False,False
223,矮人戰車,,0,0,0,1,0,0,SE_Bt_Etc_DTankWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_DTankBye,2950,0,0,0,0,2,319,4178,10140,51,0,18,37,37,176,1,45,15,15,1,2,0,0,10,100,0,0,100,0,80,80,False,True,False,False,True,False,False,False,False,False,False,False
224,加百列α,,0,0,0,1,0,0,SE_Bt_Etc_ZeroGabrielWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_ZeroGabrieBye,2951,0,0,0,0,2,779,4179,11050,0,17,21,59,37,177,1,45,15,15,1,2,91,0,10,100,0,0,60,0,80,80,False,False,False,True,False,False,False,False,False,False,False,False
225,碩山羊,,0,0,0,1,0,0,SE_Bt_Etc_GazelleWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_GazelleBye,2952,0,0,0,0,2,319,4180,3410,0,8,19,39,40,178,1,45,85,85,1,2,92,20,10,100,0,0,60,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
226,光之玲龍,,0,0,0,1,0,0,SE_Bt_Etc_BanshinryuuWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_BanshinryuuBye,2976,0,0,0,0,2,778,4181,30304,0,8,22,41,42,179,1,45,15,50,1,2,76,20,20,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
227,,,0,0,0,1,0,0,SE_Bt_Etc_DTankWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_DTankBye,2950,0,0,0,0,2,319,0,0,50,0,18,37,37,-1,1,45,15,15,1,2,0,0,10,100,0,0,100,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
228,吉胖喵沙發,,0,0,0,1,0,0,SE_Bt_Etc_YKWChairWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_YKWChairBye,2974,0,0,0,0,2,319,4182,40502,0,17,19,41,40,180,1,45,15,15,1,2,94,0,10,100,0,0,60,0,80,80,False,True,False,True,False,False,False,False,False,False,False,False
229,改良型魔導運輸器,,0,0,0,1,0,0,SE_Bt_Etc_HakaseIsuWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_HakaseIsuBye,3005,0,0,0,0,2,319,4183,10032,0,17,19,39,38,181,1,45,15,15,1,2,63,0,10,100,0,0,50,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False
230,艾爾·圖,,0,0,0,1,0,0,SE_Bt_Etc_ErtoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ErtoBye,2975,0,0,0,0,2,319,4184,1140,0,8,20,41,40,182,1,45,15,50,1,2,93,20,20,100,0,0,60,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
231,英西塔土斯,,0,0,0,1,0,0,SE_Bt_Etc_UnicornWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_UnicornBye,3006,0,0,0,0,2,319,4185,30010,0,9,19,41,40,183,1,45,70,70,1,2,5,20,10,65,0,0,70,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
232,雪人,,0,0,0,1,0,0,SE_Bt_Etc_SnowmanWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_SnowmanBye,3043,0,0,0,0,2,319,4186,15010,0,8,19,37,37,174,1,45,15,15,1,2,96,0,10,100,0,0,60,0,80,80,False,False,False,False,False,False,False,False,False,False,False,False
233,真月魔導鯨,,0,0,0,1,0,0,SE_Bt_Etc_FF4MadosenWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_FF4MadosenBye,3044,0,0,0,0,2,805,4187,11060,0,16,17,37,37,184,1,45,15,15,1,2,0,0,10,100,0,0,60,7,80,80,False,False,False,True,False,False,False,False,False,False,False,False
234,伊甸,,0,0,0,1,0,0,SE_Bt_Etc_EdenPrimelWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_EdenPrimeBye,3045,0,0,0,0,2,804,4188,11070,52,17,18,63,62,185,1,45,15,15,1,2,97,0,10,100,0,0,60,0,80,80,False,True,False,True,True,False,False,False,False,False,False,False
235,地獄三頭犬,,0,0,0,1,0,0,SE_Bt_Etc_CerberusWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_CerberusBye,3046,0,0,0,0,2,779,4189,3420,0,8,19,37,37,186,1,45,70,70,1,2,95,20,20,100,0,0,60,3,80,80,False,True,False,False,False,False,False,False,False,False,False,False
236,大殼蟹,,0,0,0,1,0,0,SE_Bt_Etc_FF11CrabWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_FF11CrabBye,3047,0,0,0,0,2,319,4190,3430,0,8,17,41,40,187,1,45,15,15,1,2,98,20,20,100,0,0,60,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
