#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Model,Priority,Enemy,Icon,Order,HP,SkillAngle,Unknown1,Scale,InactiveIdle0,InactiveIdle1,InactiveBattle,InactiveWandering,Behavior,Special,Unknown10,Unknown11,WanderingWait,Unknown2,Cost,Unknown3,SkillCost,Unknown4,MinionRace,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Battle,Roulette,IdleAnimation
304,迷你阿爾法,,0,0,0,1,0,0,2324,3,0,4704,9507,440,0,631,100,10,0,0,0,2,0,0,0,8,0,25,40,30,1,1,False,True,True,False,False,False,True,True
305,迷你歐米茄,,0,0,0,1,0,0,2328,368,275,4705,2009,540,30,603,100,10,0,0,0,2,0,0,0,8,0,30,6,60,1,2,False,False,False,True,False,False,True,True
306,迷你古·拉哈,,0,0,0,1,0,0,2329,369,0,4706,9038,520,0,620,100,10,0,0,0,1,0,0,0,8,0,20,46,20,1,3,False,True,False,True,False,False,True,True
307,陰小幽,,0,0,0,1,0,0,2325,370,0,4707,10021,410,120,605,100,10,0,0,0,2,0,0,0,8,0,10,28,20,2,2,False,True,False,True,False,False,True,True
308,陽小靈,,0,0,0,1,0,0,2326,370,0,4708,10022,600,0,620,100,10,0,0,0,2,0,0,0,8,0,25,21,20,2,2,False,True,False,True,False,False,True,True
309,迷你克勞德,,0,0,0,1,0,0,2330,371,0,4709,12071,490,30,604,100,10,0,0,0,1,0,0,0,8,0,30,1,60,1,3,False,True,False,True,False,False,True,True
310,迷你艾莉絲,,0,0,0,1,0,0,2331,371,0,4710,12072,430,360,632,100,10,0,0,0,1,0,0,0,8,0,15,22,20,1,3,False,True,True,False,False,False,True,True
311,迷你蒂法,,0,0,0,1,0,0,2332,371,0,4711,12073,440,30,604,100,10,0,0,0,1,0,0,0,8,0,20,38,40,1,3,False,True,False,True,False,False,True,True
312,小泥點,,0,0,0,1,0,0,2341,372,0,4712,1075,380,360,600,100,10,0,0,0,2,0,0,0,8,0,15,6,30,1,2,True,False,True,False,True,False,True,True
313,花籃莫古利,,0,0,0,1,0,0,2344,233,0,4713,14,420,360,617,100,10,0,0,0,1,4,0,0,8,0,10,11,20,1,3,False,True,True,False,False,False,True,True
314,艾爾凡人偶,,0,0,0,1,0,0,2343,358,0,4714,10020,470,0,620,90,10,0,0,0,1,0,0,0,8,0,20,10,20,1,3,False,True,True,False,False,False,True,True
315,小長頸駝,,0,0,0,1,0,0,1388,358,0,4715,1073,400,120,622,100,10,0,0,0,2,0,0,0,8,0,10,26,20,1,1,True,False,True,False,True,False,True,True
316,水豚幼獸,,0,0,0,1,0,0,2342,373,0,4716,3018,500,0,620,100,10,0,0,0,2,0,0,0,8,0,15,31,30,2,1,True,False,False,True,True,False,True,True
317,小精怪寶寶,,0,0,0,1,0,0,2411,374,0,4717,1076,440,30,604,71,10,0,0,0,2,0,0,0,8,0,15,13,20,1,1,True,False,False,True,True,False,True,True
318,有限的美德,,0,0,0,1,0,0,2418,358,0,4718,1073,490,0,620,100,10,0,0,0,2,0,0,0,8,0,30,15,40,1,2,True,False,False,True,True,False,True,True
319,小雪童子,,0,0,0,1,0,0,2417,376,0,4719,1077,400,360,600,100,10,0,0,0,2,0,0,0,8,0,10,6,40,1,1,True,False,True,False,False,False,True,True
320,新型迷你塔塔露,,0,0,0,1,0,0,2413,262,0,4720,9010,440,0,620,100,10,0,0,0,1,0,0,0,8,0,10,43,20,1,3,False,True,True,False,False,False,True,True
321,迷你武裝重甲,,0,0,0,1,0,0,2416,378,0,4721,11007,500,360,634,100,10,0,0,0,1,0,0,0,8,0,20,35,30,1,2,False,True,False,True,False,False,True,True
322,伽黎亞玩偶,,0,0,0,1,0,0,2139,351,0,4722,7014,450,120,605,100,10,0,0,0,1,0,0,0,8,0,20,38,30,1,3,False,True,True,False,False,False,True,True
323,紅甲玩偶,,0,0,0,1,0,0,2543,209,0,4723,7013,430,30,604,100,10,0,0,0,1,0,0,0,8,0,15,4,40,1,3,False,True,False,True,False,False,True,True
324,玩偶運輸機,,0,0,0,1,0,0,2415,379,0,4724,11007,550,30,621,100,10,0,0,0,1,0,0,0,8,0,25,19,40,1,3,False,True,False,True,False,False,True,True
325,迷你芙蘭,,0,0,0,1,0,0,2412,380,0,4725,9036,470,0,620,100,10,0,0,0,1,0,0,0,8,0,25,34,30,1,3,False,True,True,False,False,False,True,True
326,恩莫族人偶,,0,0,0,1,0,0,2441,381,0,4726,7015,380,360,625,100,10,0,0,0,1,0,0,0,8,0,15,25,20,1,3,False,True,True,False,False,False,True,True
327,青帝,,0,0,0,1,0,0,2414,367,0,4727,8203,400,120,605,100,10,0,0,0,2,0,0,0,8,0,20,1,20,1,2,False,True,True,False,False,False,True,True
328,綿綿坐墊,,0,0,0,1,0,0,2443,0,0,4728,11503,390,0,631,100,30,0,0,0,3,12,0,0,8,80,10,40,30,1,4,False,False,False,False,False,False,True,True
329,南方度假獺獺,,0,0,0,1,0,0,2444,280,0,4729,4003,370,0,620,100,10,0,0,0,2,0,0,0,8,0,10,42,30,2,1,True,False,True,False,True,False,True,True
330,小刺蝟,,0,0,0,1,0,0,2442,382,0,4730,3019,480,360,623,100,10,0,0,0,2,0,0,0,8,0,20,29,20,1,1,True,False,True,False,True,False,True,True
331,迷你第一世界雅·修朵拉,,0,0,0,1,0,0,2485,262,0,4731,9001,400,360,600,100,10,0,0,0,1,0,0,0,8,0,15,1,60,1,3,False,True,True,False,False,False,True,True
332,迷你琳,,0,0,0,1,0,0,2486,262,0,4732,9039,430,0,620,100,10,0,0,0,1,0,0,0,8,0,20,42,20,1,3,False,True,True,False,False,False,True,True
333,黑豆柴,,0,0,0,1,0,0,2483,341,0,4733,3013,500,0,620,100,10,0,0,0,2,0,0,0,8,0,20,9,20,1,1,True,False,True,False,True,False,True,True
334,變色龍,,0,0,0,1,0,0,2484,383,0,4734,3020,410,0,620,100,10,0,0,0,2,0,0,0,8,0,10,32,30,1,1,True,False,False,True,True,False,True,True
335,水妖人偶,,0,0,0,1,0,0,2490,384,0,4735,6003,390,360,634,100,10,0,0,0,1,0,0,0,8,0,15,36,30,1,3,False,True,True,False,False,False,True,True
336,小犰狳,,0,0,0,1,0,0,2492,385,0,4736,1078,350,0,620,100,10,0,0,0,2,0,0,0,8,0,10,21,20,1,1,True,False,False,True,True,False,True,True
337,隆卡的水蛇？,,0,0,0,1,0,0,2493,386,0,4737,3021,460,0,620,100,10,0,0,0,2,0,0,0,8,0,15,17,30,1,1,True,False,True,False,True,False,True,True
338,迷你巨人掌,,0,0,0,1,0,0,2491,27,0,4738,1079,565,0,620,100,10,0,0,0,2,0,0,0,8,0,25,31,40,1,2,True,False,False,True,False,False,True,True
339,小小冰海天使,,0,0,0,1,0,0,2494,388,0,4739,1080,420,0,620,100,10,0,0,0,2,0,0,0,8,0,15,33,20,1,2,True,False,True,False,True,False,True,True
340,小鴨嘴獸,,0,0,0,1,0,0,2495,389,0,4740,4008,540,30,604,100,10,0,0,0,2,0,0,0,8,0,25,20,60,1,1,True,False,True,False,True,False,True,True
341,迷你伊甸,,0,0,0,1,0,0,2566,390,0,4741,2010,450,30,603,100,10,0,0,0,1,0,0,0,8,0,30,1,60,1,2,False,True,False,True,False,False,True,True
342,大河狸,,0,0,0,1,0,0,2564,391,0,4742,6004,460,0,620,100,10,5,0,0,2,0,0,0,8,0,20,39,20,1,1,True,False,True,False,True,False,True,True
343,朱雀機關人偶,,0,0,0,1,0,0,2565,387,0,4743,8202,480,120,608,100,10,0,0,0,1,4,0,0,8,0,20,1,30,1,2,False,True,True,False,False,False,True,True
344,迷你歐米茄M,,0,0,0,1,0,0,2567,368,345,4744,2009,440,360,618,100,10,0,0,0,1,0,0,0,8,0,15,51,20,1,2,False,True,False,True,False,False,True,True
345,迷你歐米茄F,,0,0,0,1,0,0,2568,368,344,4745,2009,400,360,617,100,10,0,0,0,1,0,0,0,8,0,25,50,20,1,2,False,True,False,True,False,False,True,True
346,叮叮搖鈴,,0,0,0,1,0,0,1829,392,0,4746,11512,400,120,608,100,10,0,0,0,1,0,0,0,8,0,15,4,30,1,4,False,True,False,True,False,False,True,True
347,石蓮小蝟,,0,0,0,1,0,0,2602,393,0,4747,1081,380,0,620,100,10,0,0,0,2,0,0,0,8,0,15,44,30,1,2,True,False,True,False,True,False,True,True
348,小判鮫級潛水艇,,0,0,0,1,0,0,2603,394,0,4748,11007,415,30,621,100,10,0,0,0,1,0,0,0,8,0,15,8,20,1,4,False,True,False,True,False,False,True,True
349,鯨頭鸛,,0,0,0,1,0,0,2604,395,0,4749,5008,430,120,622,100,3,0,0,0,1,13,0,0,8,0,10,13,20,1,1,True,False,False,True,True,False,True,True
350,蝴蝶效應,,0,0,0,1,0,0,2605,396,0,4750,3022,400,360,625,100,10,0,0,0,1,0,0,0,8,0,10,25,20,1,1,False,False,False,True,False,False,True,True
351,青蛙號A,,0,0,0,1,0,0,2606,397,0,4751,11008,435,0,620,100,10,0,0,0,1,0,0,0,8,0,20,31,30,1,4,False,True,False,True,False,False,True,True
352,得到寬恕的仇恨,,0,0,0,1,0,0,2607,398,0,4752,1082,510,120,609,100,10,0,0,0,2,0,0,0,8,0,20,38,30,1,2,True,False,False,True,False,False,True,True
353,豬小仙,,0,0,0,1,0,0,2741,399,0,4753,1083,510,360,623,100,10,0,0,0,2,2,0,0,8,0,30,30,20,1,2,True,False,True,False,True,False,True,True
354,仙子人偶,,0,0,0,1,0,0,2742,400,0,4754,7016,510,360,615,100,10,0,0,0,1,0,0,0,8,80,20,27,30,1,3,False,True,False,True,False,False,True,True
355,神秘兵裝,,0,0,0,1,0,0,2756,401,0,4755,1084,390,30,604,100,10,0,0,0,2,0,0,0,8,90,20,1,20,1,2,True,False,True,False,True,False,True,True
356,狐獴,,0,0,0,1,0,0,2755,402,0,4756,3023,400,360,623,100,10,0,0,0,2,1,0,0,8,0,15,29,20,2,1,True,False,True,False,True,False,True,True
357,白小騎士,,0,0,0,1,0,0,2773,403,0,4757,1085,420,0,620,100,10,0,0,0,1,0,0,0,8,0,10,10,20,2,3,False,True,False,True,False,False,True,True
358,極合金正義號,,0,0,0,1,0,0,2774,404,0,4758,2005,500,0,620,100,10,0,0,0,1,0,0,0,8,0,30,41,20,2,3,False,True,False,True,False,False,True,True
359,多瑪金魚兒,,0,0,0,1,0,0,2775,405,0,4759,4009,510,120,609,100,10,0,0,0,2,5,0,0,8,0,20,38,30,1,1,True,False,True,False,True,False,True,True
360,新型迷你艾斯蒂尼安,,0,0,0,1,0,0,2801,336,0,4760,9026,420,30,621,100,30,0,0,0,1,0,0,0,8,0,20,8,20,2,3,False,True,False,True,False,False,True,True
361,小涼南茜,,0,0,0,1,0,0,2800,406,0,4761,1086,460,0,620,100,10,0,0,0,2,0,0,0,8,0,15,32,30,2,2,True,False,True,False,True,False,True,True
362,大哥布林人偶,,0,0,0,1,0,0,2802,207,0,4762,7001,510,360,634,100,10,0,0,0,1,0,0,0,8,0,20,35,30,1,3,False,True,False,True,False,False,True,True
363,小地獄三頭犬,,0,0,0,1,0,0,2803,407,0,4763,2106,540,120,622,100,10,0,0,0,2,0,0,0,8,0,25,26,20,1,2,True,False,True,False,False,False,True,True
364,輔助機054,,0,0,0,1,0,0,2818,408,0,4764,13022,280,360,625,100,0,10,0,0,1,0,0,0,8,0,10,25,20,2,4,False,True,True,False,False,False,True,False
365,輔助機316,,0,0,0,1,0,0,2819,408,0,4765,13022,520,360,624,100,0,10,0,0,1,0,0,0,8,0,15,18,30,2,4,False,True,True,False,False,False,True,False
366,黃金塔羅斯,,0,0,0,1,0,0,2855,409,0,4766,1087,550,0,620,100,10,0,0,0,1,0,0,0,8,0,25,32,40,1,2,False,True,True,False,False,False,True,True
367,馬小龍,,0,0,0,1,0,0,2856,410,0,4767,1088,300,360,624,100,10,0,0,0,2,0,0,0,8,0,10,18,30,1,1,True,False,True,False,True,False,True,True
368,小草人,,0,0,0,1,0,0,2857,411,0,4768,10023,700,360,617,100,10,0,0,0,1,0,0,0,8,0,30,11,20,1,4,False,True,True,False,False,False,True,True
369,霍啪櫨的水蛇？,,0,0,0,1,0,0,2890,386,0,4769,3021,470,0,620,100,10,0,0,0,2,0,0,0,8,0,15,31,50,1,1,True,False,True,False,True,False,True,True
370,奇塔利的水蛇？,,0,0,0,1,0,0,2891,386,0,4770,3021,430,120,605,100,10,0,0,0,2,0,0,0,8,0,20,1,20,1,1,True,False,True,False,True,False,True,True
371,銀山雀兒,,0,0,0,1,0,0,2858,285,0,4771,5009,280,30,607,100,10,0,0,0,2,3,0,0,8,0,10,14,20,1,1,True,False,True,False,True,False,True,True
372,烹調猴面雀兒,,0,0,0,1,0,0,2892,273,0,4772,1049,330,120,605,100,5,5,0,0,2,0,0,0,8,0,30,28,20,1,2,True,False,False,True,True,False,True,True
373,衣匠猴面雀兒,,0,0,0,1,0,0,2893,273,0,4773,1049,490,360,623,100,5,5,0,0,2,0,0,0,8,0,25,29,20,2,2,True,False,False,True,True,False,True,True
374,小小古代人,,0,0,0,1,0,0,2894,412,0,4774,10023,470,360,632,90,10,0,0,0,1,0,0,0,8,0,20,22,20,1,3,False,True,True,False,False,False,True,True
375,鯊魚指揮官,,0,0,0,1,0,0,2895,413,0,4775,4010,450,30,640,100,10,0,0,0,2,0,0,0,8,0,15,38,20,1,2,True,False,True,False,True,False,True,True
376,迷你杜麗雅,,0,0,0,1,0,0,2896,414,0,4776,9040,660,120,631,100,10,0,0,0,1,0,0,0,8,0,30,20,20,2,3,False,True,True,False,False,False,True,True
377,阿馬羅寶寶,,0,0,0,1,0,0,2897,417,0,4777,1093,430,0,620,100,10,0,0,0,2,0,0,0,8,0,15,43,20,1,2,True,False,True,False,True,False,True,True
378,拉拉鱷,,0,0,0,1,0,0,2898,415,0,4778,4011,470,0,620,100,10,1,0,0,2,0,0,0,8,0,20,46,20,1,1,True,False,True,False,True,False,True,True
379,不幸小兔,,0,0,0,1,0,0,2899,416,0,4779,10025,480,0,620,100,10,0,0,0,1,0,0,0,8,0,25,17,30,1,3,False,True,True,False,False,False,True,True
380,啦哩吼矮人,,0,0,0,1,0,0,2977,418,0,4780,12903,430,30,601,100,10,0,0,0,1,0,0,0,8,0,10,19,30,1,3,False,True,False,True,False,False,True,True
381,貓秘玩偶,,0,0,0,1,0,0,2978,419,0,4781,9041,620,360,626,100,10,0,0,0,1,0,0,0,8,0,30,12,20,2,3,False,True,False,True,False,False,True,True
382,迷你阿爾博特,,0,0,0,1,0,0,2979,420,0,4782,9042,430,0,620,100,10,0,0,0,1,0,0,0,8,0,20,46,20,1,3,False,True,False,True,False,False,True,True
383,魔導地獄潛者追蹤型,,0,0,0,1,0,0,2980,421,0,4783,11021,480,0,620,100,5,5,0,0,1,0,0,0,8,0,25,31,50,1,4,False,True,False,True,False,False,True,True
384,肥肥風箏貓,,0,0,0,1,0,0,2981,72,0,4784,1045,490,120,605,100,10,0,0,0,2,0,0,0,8,0,15,4,20,2,1,True,False,True,False,True,False,True,True
385,幻影亡靈法師,,0,0,0,1,0,0,2982,422,0,4785,1089,380,0,620,100,10,0,0,0,1,0,0,0,8,0,10,39,20,1,3,False,True,False,True,False,False,True,True
386,亞拉戈西瓜,,0,0,0,1,0,0,2983,0,0,4786,11513,690,360,634,100,10,0,0,0,1,0,0,0,8,0,30,35,30,1,4,False,True,False,True,False,False,True,True
387,沙狐,,0,0,0,1,0,0,2984,423,0,4787,3024,490,0,620,100,5,5,0,0,2,0,0,0,8,0,15,37,20,2,1,True,False,True,False,True,False,True,True
388,無齒翼龍幼獸,,0,0,0,1,0,0,2985,424,0,4788,1090,430,0,620,100,10,0,0,0,2,2,0,0,8,0,20,17,30,1,2,True,False,True,False,True,False,True,True
389,達因斯萊瓦追蹤型,,0,0,0,1,0,0,2986,425,0,4789,11022,530,0,620,100,10,0,0,0,1,0,0,0,8,0,25,33,20,1,4,False,True,False,True,False,False,True,True
390,閻魔,,0,0,0,1,0,0,2987,324,0,4790,13016,510,30,604,100,10,0,0,0,2,0,0,0,8,0,30,1,20,1,2,True,False,True,False,True,False,True,False
391,蛇王凱拉,,0,0,0,1,0,0,2988,324,0,4791,13017,280,120,605,100,10,0,0,0,2,0,0,0,8,0,10,28,20,1,2,True,False,True,False,True,False,True,False
392,滑頭鬼,,0,0,0,1,0,0,2989,324,0,4792,13018,480,360,625,100,10,0,0,0,2,0,0,0,8,0,20,25,20,1,2,True,False,True,False,True,False,True,False
393,百鬼姬,,0,0,0,1,0,0,2990,324,0,4793,13019,430,30,611,100,10,0,0,0,2,0,0,0,8,0,15,19,30,1,2,True,False,True,False,True,False,True,False
394,2B,,0,0,0,1,0,0,2991,426,0,4794,13023,550,30,604,100,10,0,0,0,1,0,0,0,8,0,25,38,40,1,3,False,True,False,True,False,False,True,False
395,自走人偶2P,,0,0,0,1,0,0,2992,426,0,4795,13023,380,120,622,100,10,0,0,0,1,0,0,0,8,0,20,26,20,1,3,False,True,False,True,False,False,True,False
396,莫莫拉·莫拉！！！,,0,0,0,1,0,0,3032,427,0,4796,4012,530,0,631,100,10,0,0,0,2,5,0,0,8,0,25,40,30,1,1,True,False,True,False,True,False,True,True
397,希爾德拉級潛水艇P型,,0,0,0,1,0,0,3033,428,0,4797,11007,470,30,604,100,10,0,0,0,1,0,0,0,8,0,30,1,20,1,4,False,True,False,True,False,False,True,True
398,迷你蓋亞,,0,0,0,1,0,0,3034,429,0,4798,9043,240,0,620,100,10,0,0,0,1,0,0,0,8,0,10,32,30,1,3,False,True,False,True,False,False,True,True
399,迷你帕羅姆,,0,0,0,1,0,0,3035,242,0,4799,12044,480,360,626,100,0,10,0,0,1,18,1,0,8,0,15,12,20,2,3,False,True,False,True,False,False,True,True
400,迷你普羅姆,,0,0,0,1,0,0,3036,242,0,4800,12045,740,30,601,100,0,10,0,0,1,18,1,1,8,0,20,4,20,2,3,False,True,False,True,False,False,True,True
401,迷你艾吉,,0,0,0,1,0,0,3037,242,0,4801,12046,500,360,617,100,10,0,0,0,1,0,0,0,8,0,25,11,20,1,3,False,True,False,True,False,False,True,True
402,迷你莉蒂亞,,0,0,0,1,0,0,3038,242,0,4802,12047,440,0,620,100,10,0,0,0,1,0,0,0,8,0,30,39,20,1,3,False,True,False,True,False,False,True,True
403,迷你羅莎,,0,0,0,1,0,0,3039,242,0,4803,12048,380,360,615,100,10,0,0,0,1,0,0,0,8,0,10,27,30,1,3,False,True,False,True,False,False,True,True
404,天佑公主,,0,0,0,1,0,0,3040,430,0,4804,2107,400,360,625,100,10,0,0,0,1,0,0,0,8,0,15,25,20,1,2,False,True,False,True,False,False,True,True
405,水小滴,,0,0,0,1,0,0,3106,431,0,4805,1091,380,0,620,100,10,0,0,0,2,0,0,0,8,0,20,31,30,2,2,True,False,True,False,True,False,True,True
406,三角龍龍,,0,0,0,1,0,0,3107,432,0,4806,1092,800,120,605,100,10,0,0,0,2,0,0,0,8,0,30,28,20,1,2,True,False,True,False,True,False,True,True
407,黃金大河狸,,0,0,0,1,0,0,3156,391,0,4807,6004,520,0,620,100,10,5,0,0,2,0,0,0,8,0,25,34,30,1,1,True,False,True,False,True,False,True,True
408,海小鷗,,0,0,0,1,0,0,3108,433,0,4808,5010,440,360,624,100,10,0,0,0,2,2,0,0,8,0,10,18,30,1,1,True,False,True,False,True,False,True,True
409,小小食蟻獸,,0,0,0,1,0,0,3109,434,0,4809,3025,450,30,607,100,10,0,0,0,2,0,0,0,8,0,15,14,20,1,1,True,False,True,False,True,False,True,True
410,聰慧小海豚,,0,0,0,1,0,0,3110,435,0,4810,4013,450,120,608,120,10,0,0,0,2,5,0,0,8,0,20,19,30,1,1,True,False,True,False,True,False,True,True
411,魔導獵手追蹤型,,0,0,0,1,0,0,3111,436,0,4811,11023,490,0,620,100,10,0,0,0,1,0,0,0,8,0,25,33,20,1,2,False,True,False,True,False,False,True,True
412,仙人掌怪女士,,0,0,0,1,0,0,3152,437,0,4812,9044,640,0,620,80,10,10,0,0,1,0,0,0,8,0,30,43,20,2,3,False,True,False,True,False,False,True,True
413,本本石,,0,0,0,1,0,0,3153,438,0,4813,11514,360,0,620,100,10,0,0,0,1,0,0,0,8,0,10,31,30,1,4,False,True,False,True,False,False,True,True
414,浪人的篝火,,0,0,0,1,0,0,3154,439,0,4814,11515,550,360,615,100,0,0,0,0,3,14,0,0,8,0,15,27,60,1,4,False,True,False,False,False,False,True,True
415,機械生物,,0,0,0,1,0,0,3155,440,0,4815,13024,490,120,609,100,10,0,0,0,1,0,0,0,8,0,20,38,30,1,4,False,True,False,True,False,False,True,False
416,迷你萊楠,,0,0,0,1,0,0,3214,441,381,4816,9045,540,0,620,100,0,10,0,0,1,15,0,0,8,0,25,10,20,1,3,False,True,False,True,False,False,True,True
417,迷你魯納爾,,0,0,0,1,0,0,3215,442,331,4817,9046,540,360,625,100,0,10,0,0,1,15,0,0,8,0,30,25,20,1,3,False,True,False,True,False,False,True,True
418,迷你貢希爾德,,0,0,0,1,0,0,3216,443,0,4818,9047,450,360,634,100,10,0,0,0,1,0,0,0,8,0,30,36,30,1,3,False,True,False,True,False,False,True,True
419,自走人偶9S,,0,0,0,1,0,0,3217,445,0,4819,13024,500,30,621,100,10,0,0,0,1,0,0,0,8,0,25,8,20,1,3,False,True,False,True,False,False,True,False
420,魯迪玩偶,,0,0,0,1,0,0,3218,446,0,4820,1042,410,30,611,100,10,0,0,0,1,0,0,0,8,0,15,4,20,1,2,False,True,False,True,False,False,True,True
421,幻栗齋,,0,0,0,1,0,0,3219,447,0,4821,3003,450,360,634,100,10,0,0,0,2,1,0,0,8,0,30,35,30,1,1,True,False,True,False,True,False,True,True
422,小旗,,0,0,0,1,0,0,3220,448,0,4822,3026,580,360,615,100,10,0,0,0,2,0,0,0,8,0,25,27,30,1,1,True,False,True,False,True,False,True,True
423,小異亞,,0,0,0,1,0,0,3221,449,0,4823,1094,460,0,620,70,10,5,0,0,2,0,0,0,8,0,20,42,30,2,2,True,False,True,False,False,False,True,True
424,梅加斯三姐妹之形,,0,0,0,1,0,0,3222,450,0,4824,1099,530,360,625,50,10,0,0,0,1,0,0,0,8,0,15,25,20,1,2,False,True,False,True,False,False,True,True
425,集成奧密克戎,,0,0,0,1,0,0,3223,451,0,4825,11024,400,360,626,100,10,0,0,0,1,0,0,0,8,0,10,12,20,1,3,False,True,False,True,False,False,True,True
426,阿尼瑪之形,,0,0,0,1,0,0,3224,452,0,4826,1100,390,120,609,100,10,0,0,0,1,0,0,0,8,0,15,38,30,1,2,False,True,False,True,False,False,True,True
427,遊星鳥,,0,0,0,1,0,0,3523,453,0,4827,9510,720,0,620,100,10,0,0,0,2,2,0,0,8,0,30,39,20,1,1,True,False,True,False,True,False,True,True
428,納夏貓,,0,0,0,1,0,0,3226,454,0,4828,3027,470,360,623,100,10,0,0,0,2,0,0,0,8,0,25,30,20,1,1,True,False,True,False,True,False,True,True
429,新型迷你尤里安傑,,0,0,0,1,0,0,3227,262,0,4829,9006,435,360,615,100,10,0,0,0,1,0,0,0,8,0,20,27,30,1,3,False,True,False,True,False,False,True,True
430,迷你弗里多拉,,0,0,0,1,0,0,3228,255,0,4830,9506,400,120,616,100,10,0,0,0,1,0,0,0,8,0,25,1,20,1,2,False,True,False,True,False,False,True,True
431,河馬幼獸,,0,0,0,1,0,0,3350,456,0,4831,3028,600,30,601,100,10,0,0,0,2,0,0,0,8,0,20,19,30,1,1,True,False,True,False,True,False,True,True
432,蟹蟹,,0,0,0,1,0,0,3351,457,0,4832,3029,640,360,632,100,10,0,0,0,2,0,0,0,8,0,30,22,20,1,1,True,False,True,False,False,False,True,True
433,月面仙人掌怪王子,,0,0,0,1,0,0,3352,458,0,4833,1095,500,360,634,100,10,0,0,0,2,0,0,0,8,0,25,35,25,1,2,True,False,True,False,False,False,True,True
434,小巨怪,,0,0,0,1,0,0,3353,459,0,4834,1096,500,30,606,100,10,0,0,0,2,0,0,0,8,0,20,23,20,1,2,True,False,False,True,False,False,True,True
435,神杖小蛇,,0,0,0,1,0,0,3354,460,0,4835,3030,400,120,631,150,10,0,0,0,2,0,0,0,8,0,15,13,20,1,1,True,False,True,False,True,False,True,True
436,冒險者野餐籃,,0,0,0,1,0,0,3355,461,0,4836,11516,320,0,620,100,10,0,0,0,3,14,0,0,8,0,10,10,20,1,4,False,True,False,False,False,False,True,True
437,黃金恰塔號,,0,0,0,1,0,0,3356,462,0,4837,11025,380,360,623,100,10,0,0,0,1,0,0,0,8,0,15,29,20,1,4,False,True,False,True,False,False,True,True
438,小草賢人,,0,0,0,1,0,0,3357,463,0,4838,1097,650,120,602,100,10,0,0,0,2,0,0,0,8,0,20,20,20,1,2,True,False,True,False,False,False,True,True
439,格雷布洛弗玩偶,,0,0,0,1,0,0,3358,464,0,4839,6005,600,0,620,100,10,0,0,0,1,0,0,0,8,0,25,43,20,1,3,False,True,False,True,False,False,True,True
440,諾斯費拉圖,,0,0,0,1,0,0,3359,465,0,4840,2011,570,0,620,100,10,0,0,0,2,0,0,0,8,0,30,41,20,1,2,True,False,True,False,True,False,True,True
441,小小守護者,,0,0,0,1,0,0,3360,466,0,4841,9048,550,30,613,100,10,0,0,0,1,0,0,0,8,0,25,19,30,1,3,False,True,False,True,False,False,True,True
442,明燈天王之形,,0,0,0,1,0,0,3361,467,0,4842,1098,430,360,617,100,10,5,0,0,1,0,0,0,8,0,20,11,20,1,2,False,True,False,True,False,False,True,True
443,王家仙人掌怪,,0,0,0,1,0,0,3481,458,0,4843,1095,540,0,620,100,10,0,0,0,2,0,0,0,8,0,25,42,20,1,2,True,False,True,False,False,False,True,True
444,悌陽象族人偶,,0,0,0,1,0,0,3555,468,0,4844,7017,500,120,602,100,10,0,0,0,1,0,0,0,8,0,20,20,20,1,2,False,True,False,True,False,False,True,True
445,袋鼠玩偶,,0,0,0,1,0,0,3556,469,0,4845,3031,320,360,600,100,10,0,0,0,1,0,0,0,8,0,15,6,30,1,3,False,True,False,True,False,False,True,True
446,原型恐慌裝甲,,0,0,0,1,0,0,3557,470,0,4846,11026,370,0,620,100,10,0,0,0,1,0,0,0,8,0,10,10,20,1,2,False,True,False,True,False,False,True,True
447,門小奴,,0,0,0,1,0,0,3558,471,0,4847,11027,200,0,620,80,10,0,0,0,1,0,0,0,8,0,15,21,30,1,3,False,True,False,True,False,False,True,True
448,吉娃汪,,0,0,0,1,0,0,3559,472,0,4848,3032,480,360,625,100,10,0,0,0,2,0,0,0,8,0,20,25,20,1,1,True,False,True,False,True,False,True,True
449,發條小汽車,,0,0,0,1,0,0,3560,473,0,4849,11028,300,360,624,70,10,0,0,0,1,0,0,0,8,0,25,18,30,1,4,False,True,False,True,False,False,True,True
450,開心彩蛋幸福兔,,0,0,0,1,0,0,3561,474,0,4850,1101,340,0,620,100,10,0,0,0,1,0,0,0,8,0,10,41,20,1,2,False,True,False,True,False,False,True,True
451,迷你阿澤瑪,,0,0,0,1,0,0,3562,475,0,4851,2108,380,360,617,100,10,0,0,0,1,0,0,0,8,0,15,11,20,1,3,False,True,False,True,False,False,True,True
452,諸神黃昏號模型,,0,0,0,1,0,0,3563,476,0,4852,11029,490,0,620,80,10,0,0,0,1,0,0,0,8,0,20,43,20,1,4,False,True,False,True,False,False,True,True
453,藍足鰹鳥,,0,0,0,1,0,0,3564,477,0,4853,5011,550,0,620,100,10,0,0,0,2,0,0,0,8,0,25,41,20,1,1,True,False,True,False,True,False,True,True
454,可幽可幽玩偶,,0,0,0,1,0,0,3565,478,0,4854,12081,620,0,620,100,10,0,0,0,1,0,0,0,8,0,30,39,20,1,3,False,True,False,True,False,False,True,True
