#,Text[0],Text[1],Text[2],Image,Type,IconType,TextType
760,"
能工巧匠可以自己修理受到損耗的裝備。

選中要修理的裝備之後再選擇**修理**即可開始進行修理。",,,150321,1,0,0
761,"
每種裝備都有其特定的材質，材質不同的情況下對進行修理時所需的職業和等級的要求也不相同。

此外，在進行修理時還需要**黑暗物質**這種材料，各種等級的黑暗物質都可以在商店中購買。",,,150322,1,0,0
762,,,,0,0,0,0
763,,,,0,0,0,0
764,,,,0,0,0,0
765,,,,0,0,0,0
766,,,,0,0,0,0
767,,,,0,0,0,0
768,,,,0,0,0,0
769,,,,0,0,0,0
770,"
獲得了**優質道具**！

優質道具的品質遠遠高於普通道具，由於比普通道具性能出眾，因此經常能賣出更高的價錢。",,,150601,1,0,0
771,"
即使是同樣的道具，優質形態和通常形態也無法合併到一起。",,,150602,1,0,0
772,,,,0,0,0,0
773,,,,0,0,0,0
774,,,,0,0,0,0
775,,,,0,0,0,0
776,,,,0,0,0,0
777,,,,0,0,0,0
778,,,,0,0,0,0
779,,,,0,0,0,0
780,"
獲得了帶有**珍稀屬性**的道具。

珍稀道具非常貴重，每種珍稀道具玩家只能持有一個。",,,150611,1,0,0
781,,,,0,0,0,0
782,,,,0,0,0,0
783,,,,0,0,0,0
784,,,,0,0,0,0
785,,,,0,0,0,0
786,,,,0,0,0,0
787,,,,0,0,0,0
788,,,,0,0,0,0
789,,,,0,0,0,0
790,"
在與怪物進行戰鬥之後，當前身上穿的裝備會附加上**綁定屬性**，成為**專用裝備**。",,,150621,1,0,0
791,"
裝備被綁定之後無法交易給他人或到市場出售。",,,150622,1,0,0
792,,,,0,0,0,0
793,,,,0,0,0,0
794,,,,0,0,0,0
795,,,,0,0,0,0
796,,,,0,0,0,0
797,,,,0,0,0,0
798,,,,0,0,0,0
799,,,,0,0,0,0
800,"
**市場**是玩家之間進行道具交易的場所。

從**市場佈告板**上查詢需要的道具，之後便可以進行購買。不過想要在市場出售道具時，首先必須要僱傭一位僱員。",,,150471,1,0,0
801,"
身處任何一座城市中都可以在市場出售物品，所有國家的市場是互通的，在任何地方都能夠買到所有正在出售的道具。

購買道具時需要交付5%的手續費。",,,150472,1,0,0
802,"
另外，對道具還沒有掌握足夠知識的玩家也沒有必要一定要在市場中購買物品。

當商店中出售的道具不足時再考慮到市場搜尋吧。",,,150473,1,0,0
803,,,,0,0,0,0
804,,,,0,0,0,0
805,,,,0,0,0,0
806,,,,0,0,0,0
807,,,,0,0,0,0
808,,,,0,0,0,0
809,,,,0,0,0,0
810,"
在市場購買物品時，首先要指定想要買的物品。

搜尋時既可以直接輸入物品名，也可以透過種類和條件搜尋。",,,150481,1,0,0
811,"
透過輸入物品名搜尋

在搜尋框內直接輸入關鍵字，之後點下搜尋按鈕，會在右側顯示出搜尋結果。

例如在搜尋框裡輸入「野豬」之後點擊搜尋按鈕，右側便會出現名字裡含有「野豬」的相關道具。",,,150482,1,0,0
812,"
透過道具的種類和條件搜尋

如果想要列出某個種類下的全部道具，可以點擊左側的各個分類按鈕搜尋。

例如想要搜尋適合35級弓術士的所有腳部裝備，只需要在左側選中弓術士圖示，再選中腳部防具圖示，並將等級指定為35級，此時再點擊搜尋按鈕便會列出搜尋結果。",,,150483,1,0,0
813,"
滿足搜尋條件的物品會全部在視窗中列出來。

道具名右側的數值表示當前正在出售的數量。",,,150484,1,0,0
814,,,,0,0,0,0
815,,,,0,0,0,0
816,,,,0,0,0,0
817,,,,0,0,0,0
818,,,,0,0,0,0
819,,,,0,0,0,0
820,"
在列表中選中道具名之後，會在新視窗中以價格順序列出當前出售的情況。",,,150491,1,0,0
821,"
選中商品即可當場購買。不過購買時需要交付5%的手續費。",,,150492,1,0,0
822,,,,0,0,0,0
823,,,,0,0,0,0
824,,,,0,0,0,0
825,,,,0,0,0,0
826,,,,0,0,0,0
827,,,,0,0,0,0
828,,,,0,0,0,0
829,,,,0,0,0,0
830,"
僱用了僱員之後，可以讓僱員到市場裡出售手中的物品。

賣出道具時，成交價格的5%會作為稅金上繳。",,,150501,1,0,0
831,"
想要在市場中出售物品，需要將準備出售的物品移動到出售列表中並設定售價。

具體售價可以參考當前市場中的行情來設定。",,,150502,1,0,0
832,"
有著「獨佔」和「綁定」屬性的物品無法交易給其他玩家。因此這類物品也就無法在市場中進行出售。",,,150503,1,0,0
833,,,,0,0,0,0
834,,,,0,0,0,0
835,,,,0,0,0,0
836,,,,0,0,0,0
837,,,,0,0,0,0
838,,,,0,0,0,0
839,,,,0,0,0,0
840,"
按下**傳喚鈴**可以將僱員傳喚出來。僱員是玩家招募來負責物品管理及交易等活動的人。",,,150511,1,0,0
841,"
滿足招募僱員條件之後可以去找對應的角色進行招募。

格里達尼亞的帕內爾，利姆薩·羅敏薩的弗里德維布，還有烏爾達哈的恰恰比都可以辦理招募僱員的手續。",,,150512,1,0,0
842,,,,0,0,0,0
843,,,,0,0,0,0
844,,,,0,0,0,0
845,,,,0,0,0,0
846,,,,0,0,0,0
847,,,,0,0,0,0
848,,,,0,0,0,0
849,,,,0,0,0,0
850,"
僱員是指負責代理玩家管理物品的人。

交托給僱員的物品可以帶到市場裡進行出售。
同時還可以向僱員下達探險的委託。",,,150521,1,0,0
851,"
格里達尼亞的帕內爾，利姆薩·羅敏薩的弗里德維布，還有烏爾達哈的恰恰比都可以辦理招募僱員的手續。",,,150522,1,0,0
852,,,,0,0,0,0
853,,,,0,0,0,0
854,,,,0,0,0,0
855,,,,0,0,0,0
856,,,,0,0,0,0
857,,,,0,0,0,0
858,,,,0,0,0,0
859,,,,0,0,0,0
860,"
呼喚出僱員之後，可以將自己背包裡的道具及Gil寄存在僱員身上。寄存的道具還可以拿到市場出售。
同時還可以向僱員下達探險的委託。",,,150531,1,0,0
861,"
將道具從自己的物品欄中移動到僱員的物品欄中，便可以將物品交給僱員寄存。

選擇**同類道具合併遞交**後，
將從玩家背包中搜尋已經寄存在僱員處且能夠疊加的道具，
一併交給僱員進行保管。",,,150532,1,0,0
862,,,,0,0,0,0
863,,,,0,0,0,0
864,,,,0,0,0,0
865,,,,0,0,0,0
866,,,,0,0,0,0
867,,,,0,0,0,0
868,,,,0,0,0,0
869,,,,0,0,0,0
870,"
有些良材與草場的所在地會有一些特殊的性質。

這些特殊性質在玩家滿足特定條件時會造成額外的加成效果，令獲得率、額外採集獎勵發生率、次數/耐久以及獲得數量有所提升。",,,150541,1,0,0
871,"
要發現採集地點的特殊性質需要學會職業的特性。

確認好每個地點的特殊性質對採集作業會有很大的幫助。",,,150542,1,0,0
872,,,,0,0,0,0
873,,,,0,0,0,0
874,,,,0,0,0,0
875,,,,0,0,0,0
876,,,,0,0,0,0
877,,,,0,0,0,0
878,,,,0,0,0,0
879,,,,0,0,0,0
880,,,,0,0,0,0
881,,,,0,0,0,0
882,,,,0,0,0,0
883,,,,0,0,0,0
884,,,,0,0,0,0
885,,,,0,0,0,0
886,,,,0,0,0,0
887,,,,0,0,0,0
888,,,,0,0,0,0
889,,,,0,0,0,0
890,"
園藝師能夠通過砍伐樹木來收集道具。

通常，園藝師們將進行作業的目標樹木稱為**良材**。",,,150231,1,0,0
891,"
使用技能**三角測量**可以在一定時間內發現良材所在地。

此時在導向地圖上也會標出良材的位置。",,,150232,1,0,0
892,"
發現良材之後，靠近並選中之後即可開始進行採集作業。",,,150233,1,0,0
893,"
使用技能**三角測量**可以在一定時間內發現良材所在地。

此時在導向地圖上也會標出良材的位置。",,,150232,1,0,0
894,"
發現良材之後，靠近並選中之後即可開始進行採集作業。",,,150233,1,0,0
895,,,,0,0,0,0
896,,,,0,0,0,0
897,,,,0,0,0,0
898,,,,0,0,0,0
899,,,,0,0,0,0
900,"
採掘師可以進行採掘，園藝師可以進行採伐，這兩種職業都能夠獲得很多種類的道具。

開始作業之後，能夠採集的道具均會顯示出來，只要按一下道具即可自動進行採集。",,,150241,1,0,0
901,"
採集成功時即可獲得所選的道具。

通過搭配裝備提高**「獲得力」**，可以提高採集作業獲得道具的機率。",,,150242,1,0,0
902,"
可採集的道具所顯示的位置是由具體道具的種類決定的。

比如說樹枝類道具，就會顯示在道具清單的上數第三位。

牢記這個規則對採集會有很大幫助。",,,150243,1,0,0
903,,,,0,0,0,0
904,,,,0,0,0,0
905,,,,0,0,0,0
906,,,,0,0,0,0
907,,,,0,0,0,0
908,,,,0,0,0,0
909,,,,0,0,0,0
910,"
採掘師和園藝師所採集過的道具都會記錄到**採集筆記**上。

在快速選單的**手冊管理**分類中選擇**採集筆記**可以進行查看。",,,150251,1,0,0
911,"
已經獲得過的道具會在左邊做出標記。

當成功採集到新種類道具時會有額外的經驗加成。",,,150252,1,0,0
912,"
採集筆記中記載了各種道具素材的分佈情況。

不是所有地方都存在採集點，所以就按照採集筆記中記載的位置尋找目標吧。
",,,150253,1,0,0
913,,,,0,0,0,0
914,,,,0,0,0,0
915,,,,0,0,0,0
916,,,,0,0,0,0
917,,,,0,0,0,0
918,,,,0,0,0,0
919,,,,0,0,0,0
920,"
發動技能**潛行**可以避開比自己等級略高的怪物，安全地進行採集作業。

但在被怪物攻擊時無法發動。

當採集地點周圍有怪物時，請發動潛行來確保自己的安全吧！",,,150261,1,0,0
921,,,,0,0,0,0
922,,,,0,0,0,0
923,,,,0,0,0,0
924,,,,0,0,0,0
925,,,,0,0,0,0
926,,,,0,0,0,0
927,,,,0,0,0,0
928,,,,0,0,0,0
929,,,,0,0,0,0
930,"
園藝師在採伐樹木之外還可以利用**割草**來獲取道具。

割草的地點與樹木一樣，只有在發動**三角測量**之後才能看到。",,,150271,1,0,0
931,"
割草時所需要的工具，除了在主手上裝備主工具手斧之外，還需要同時在副手上裝備副工具鐮刀。

鐮刀可以在商店中買到，也可以通過任務獲得。",,,150272,1,0,0
932,,,,0,0,0,0
933,,,,0,0,0,0
934,,,,0,0,0,0
935,,,,0,0,0,0
936,,,,0,0,0,0
937,,,,0,0,0,0
938,,,,0,0,0,0
939,,,,0,0,0,0
940,"
獲得了**寵物召喚道具**。

使用這種道具可以學會召喚寵物的技能。

所謂**寵物**，就是一直跟在玩家身後的小傢伙。",,,150461,1,0,0
941,"
召喚寵物的技能追加到了**寵物一覽**中。

將已經學會的召喚寵物技能設置到快速鍵上，就可以隨時召喚出小寵物了。",,,150462,1,0,0
942,"
已經召喚出寵物的狀態下再次發動同樣的技能會令寵物離開。

**※已經獲得的寵物無論召喚出多少次都不會遺失。**",,,150463,1,0,0
943,"
一次只能帶著一隻寵物行動。

另外，寵物沒有任何戰鬥能力，也不會參與到戰鬥中。",,,150464,1,0,0
944,"
召喚寵物的技能追加到了技能選單下的**寵物一覽**中。

將已經學會的召喚寵物技能設置到十字快速鍵上，就可以隨時召喚出小寵物了。",,,150465,1,0,0
945,"
已經召喚出寵物的狀態下再次發動同樣的技能會令寵物離開。

**※已經獲得的寵物無論召喚出多少次都不會遺失。**",,,150466,1,0,0
946,,,,0,0,0,0
947,,,,0,0,0,0
948,,,,0,0,0,0
949,,,,0,0,0,0
950,"
可以對物品進行**染色**了！

進行染色時不但需要對應的物品能夠支援染色，還需要一種叫做**染劑**的道具。",,,151001,1,0,0
951,"
進行染色時可以在技能列表中選擇「染色」指令。

顏色完全由染劑的顏色決定，只要染劑有保證，那麼同一個物品無論多少次都可以不斷反覆染色。",,,151002,1,0,0
952,"
此外，在完成特定任務之前，
部分道具無法進行染色。

可以通過染色視窗確認染色條件，
完成相應的任務就可以進行染色了。",,,151003,1,0,0
953,"
想要為傢俱染色時，
可以在背包中打開道具的子選單選擇**「染色」**，
也可以在房屋功能表中選擇**「染色」**。

為傢俱染上自己喜歡的顏色，試著搭配出時尚的房屋吧！",,,151004,1,0,0
954,,,,0,0,0,0
955,,,,0,0,0,0
956,,,,0,0,0,0
957,,,,0,0,0,0
958,,,,0,0,0,0
959,,,,0,0,0,0
960,"
可以利用裝備精製魔晶石了！

**魔晶石**是從裝備上精製而成的道具，可以用來對裝備進行強化。",,,151021,1,0,0
961,"
裝備在使用過程中會不斷地累積**精煉度**。

當精煉度到達100%時，便可以用裝備**精製魔晶石**。
獲得新的魔晶石之後，裝備的精煉度會變回1%。",,,151022,1,0,0
962,"
要將魔晶石鑲嵌到裝備上，需要成為工匠掌握一種特殊的技術，或者是委託各城邦的**「魔晶石師傅」**。

已鑲嵌的魔晶石可以通過裝備子選單中的**「回收魔晶石」**將魔晶石摘除回收。",,,151023,1,0,0
963,,,,0,0,0,0
964,,,,0,0,0,0
965,,,,0,0,0,0
966,,,,0,0,0,0
967,,,,0,0,0,0
968,,,,0,0,0,0
969,,,,0,0,0,0
970,"
可以將魔晶石鑲嵌到裝備上了！

將魔晶石鑲嵌到裝備上之後可以提升裝備的性能。",,,151031,1,0,0
971,"
選中想要強化的裝備，再選擇**鑲嵌魔晶石**可以把魔晶石鑲嵌到裝備上。根據魔晶石的不同，裝備所提高的性能也有所區別。

已鑲嵌的魔晶石可以通過裝備子選單中的**「回收魔晶石」**將魔晶石摘除回收。",,,151032,1,0,0
972,,,,0,0,0,0
973,,,,0,0,0,0
974,,,,0,0,0,0
975,,,,0,0,0,0
976,,,,0,0,0,0
977,,,,0,0,0,0
978,,,,0,0,0,0
979,,,,0,0,0,0
980,"
可以挑戰**禁忌鑲嵌**了！

禁忌鑲嵌可以將多個魔晶石鑲嵌到一件裝備上，是一種很危險的技術。",,,151041,1,0,0
981,"
禁忌鑲嵌如果能成功，那麼裝備的性能會進一步提升。

**※但是如果失敗了，魔晶石便會消失。**

禁忌鑲嵌有風險，追求性能需謹慎。",,,151042,1,0,0
982,,,,0,0,0,0
983,,,,0,0,0,0
984,,,,0,0,0,0
985,,,,0,0,0,0
986,,,,0,0,0,0
987,,,,0,0,0,0
988,,,,0,0,0,0
989,,,,0,0,0,0
990,"
將魔晶石鑲嵌到裝備上可以對裝備的性能進行強化。

不過，鑲嵌魔晶石需要習得特別的技術，並達到裝備所需**「鑲嵌魔晶石等級」**的要求。",,,151321,1,0,0
991,"
自己無法鑲嵌魔晶石的時候，可以委託各城邦的**「魔晶石師傅」**進行鑲嵌，也可以到市場中找找有沒有已經鑲嵌好魔晶石的裝備出售。",,,151322,1,0,0
992,"
另外，也可以找其他的玩家幫忙鑲嵌魔晶石。

找到幫手之後，選中該玩家再選擇**「魔晶石鑲嵌委託」**可以發送申請。對方的作業順利的話很快就會完成鑲嵌。
進行**「禁忌鑲嵌」**的委託時，由於存在失敗的風險，一定要雙方事先充分溝通後再開始作業。",,,151323,1,0,0
993,,,,0,0,0,0
994,,,,0,0,0,0
995,,,,0,0,0,0
996,,,,0,0,0,0
997,,,,0,0,0,0
998,,,,0,0,0,0
999,,,,0,0,0,0
1000,"
在採集地點中，有一些**未知的採集地點**。

未知的採集地點並不常見，只有在限定的時間段內才會出現。",,,151221,1,0,0
1001,"
未知的採集地點無法通過「大地勘查」和「樹木之聲」發現。

發動**「山岳之相」**和**「叢林之相」**後，會在未知的採集地點出現時，自動表示在導向地圖上。",,,151222,1,0,0
1002,"
在未知的採集地點成功採集到資源後，可以通過採集筆記來確認出現時間。

當未知的採集地點出現時，請積極地進行採集吧。

**中途停止採集作業會導致未知的採集地點消失。**",,,151223,1,0,0
1003,,,,0,0,0,0
1004,,,,0,0,0,0
1005,,,,0,0,0,0
1006,,,,0,0,0,0
1007,,,,0,0,0,0
1008,,,,0,0,0,0
1009,,,,0,0,0,0
1010,,,,0,0,0,0
1011,,,,0,0,0,0
1012,,,,0,0,0,0
1013,,,,0,0,0,0
1014,,,,0,0,0,0
1015,,,,0,0,0,0
1016,,,,0,0,0,0
1017,,,,0,0,0,0
1018,,,,0,0,0,0
1019,,,,0,0,0,0
1020,"
採掘師能夠通過挖掘礦石來收集道具。

通常，採掘師們將進行作業的目標地點稱為**礦脈**。",,,151071,1,0,0
1021,"
使用技能**礦脈勘探**可以在一定時間內發現礦脈所在地。

此時在導向地圖上也會標出礦脈的位置。",,,151072,1,0,0
1022,"
發現礦脈之後，靠近並選中之後即可開始進行採集作業。",,,151073,1,0,0
1023,,,,0,0,0,0
1024,,,,0,0,0,0
1025,,,,0,0,0,0
1026,,,,0,0,0,0
1027,,,,0,0,0,0
1028,,,,0,0,0,0
1029,,,,0,0,0,0
1030,"
採掘師在採掘礦脈之外還可以利用**碎石**來獲取道具。

碎石的石場與礦脈一樣，只有在發動**礦脈勘探**之後才能看到。",,,151081,1,0,0
1031,"
碎石時所需要的工具，除了在主手上裝備主工具鋤頭之外，還需要同時在副手上裝備副工具碎石錘。

碎石錘可以在商店中買到，也可以通過任務獲得。",,,151082,1,0,0
1032,,,,0,0,0,0
1033,,,,0,0,0,0
1034,,,,0,0,0,0
1035,,,,0,0,0,0
1036,,,,0,0,0,0
1037,,,,0,0,0,0
1038,,,,0,0,0,0
1039,,,,0,0,0,0
1040,"
要進行**「釣魚」**作業，首先必須轉成釣魚的職業。

在主手上裝備**「釣竿」**就可以簡單輕鬆地轉職成**「漁師」**了！",,,151241,1,0,0
1041,"
在漁師職業下走近可以進行釣魚的場所時，**「拋竿」**的技能便會變為可以使用的狀態。

通過**「選餌」**指令給釣竿裝上適合釣魚點的魚餌，之後便可以開始拋竿釣魚了。",,,151242,1,0,0
1042,"
河川與海水中所使用的釣餌會有所區別，釣魚時選好合適的魚餌是最為重要的。

魚餌可以從「工具商」和「雜貨店」處買到、或由能工巧匠製作出來，甚至還能在其他地方採集到。",,,151243,1,0,0
1043,,,,0,0,0,0
1044,,,,0,0,0,0
1045,,,,0,0,0,0
1046,,,,0,0,0,0
1047,,,,0,0,0,0
1048,,,,0,0,0,0
1049,,,,0,0,0,0
1050,"
**釣魚筆記**是記載釣場各種情報的漁師筆記。

通過設定選單**手冊管理**分類下的**釣魚筆記**可以進行查看。

而釣上來的魚則會記錄在**魚類圖鑑**中。",,,151251,1,0,0
1051,,,,0,0,0,0
1052,,,,0,0,0,0
1053,,,,0,0,0,0
1054,,,,0,0,0,0
1055,,,,0,0,0,0
1056,,,,0,0,0,0
1057,,,,0,0,0,0
1058,,,,0,0,0,0
1059,,,,0,0,0,0
1060,"
漁師在釣魚時，除了使用活餌之外，還能使用一種人工製作的**「擬餌」**。

魚對擬餌的警惕性比活餌要高，所以上鉤的時間可能會相對長一些。",,,151261,1,0,0
1061,"
擬餌有著很多的種類，基本上每種都會對特定種類的魚發揮出較高的效果。

更多地了解艾奧傑亞的自然情況，才能更快地熟悉每種擬餌更適合在什麼條件下使用。",,,151262,1,0,0
1062,,,,0,0,0,0
1063,,,,0,0,0,0
1064,,,,0,0,0,0
1065,,,,0,0,0,0
1066,,,,0,0,0,0
1067,,,,0,0,0,0
1068,,,,0,0,0,0
1069,,,,0,0,0,0
1070,"
**「以小釣大」**是指以釣上來的魚為誘餌，進一步釣上更大的魚。

釣上來的魚如果體長達到「大尺寸」標準，並且適合作為其他大魚的魚餌，則可以直接嘗試以小釣大的釣法。",,,151271,1,0,0
1071,"
有些大魚只能通過以小釣大這種方法才能釣到。

提高「鑑別力」對釣上大尺寸的魚很有幫助，努力嘗試收集稀有的魚吧！",,,151272,1,0,0
1072,,,,0,0,0,0
1073,,,,0,0,0,0
1074,,,,0,0,0,0
1075,,,,0,0,0,0
1076,,,,0,0,0,0
1077,,,,0,0,0,0
1078,,,,0,0,0,0
1079,,,,0,0,0,0
1080,"
在艾奧傑亞，釣魚的地點不僅只有水邊，還有**「沙海」**和**「雲海」**這種特殊的釣場，裡面的魚都是非常罕見的品種。

在領悟**「沙海垂釣」**的特性之後，便可以在被人們稱為「沙海」的沙漠地區進行釣魚作業了。",,,151281,1,0,0
1081,"
傳統的活餌和擬餌只能用來釣水中的魚，到了沙海中就沒有作用了。

所以在這種特殊的釣場，一定要準備專用的釣餌才行！",,,151282,1,0,0
1082,,,,0,0,0,0
1083,,,,0,0,0,0
1084,,,,0,0,0,0
1085,,,,0,0,0,0
1086,,,,0,0,0,0
1087,,,,0,0,0,0
1088,,,,0,0,0,0
1089,,,,0,0,0,0
1090,"
提高**鑑別力**可以更容易釣上尺寸大的魚。

超過一定尺寸的魚會被判定為「大尺寸」。

搭配裝備提高鑑別力，試著釣上更大尺寸的魚吧！",,,151291,1,0,0
1091,,,,0,0,0,0
1092,,,,0,0,0,0
1093,,,,0,0,0,0
1094,,,,0,0,0,0
1095,,,,0,0,0,0
1096,,,,0,0,0,0
1097,,,,0,0,0,0
1098,,,,0,0,0,0
1099,,,,0,0,0,0
1100,"
在釣場中還存在一種被稱為**「魚洞」**的特殊地點。

只有掌握了**「魚鷹之眼」**這種技巧的漁師才能夠發現魚洞並進行垂釣，因此是否掌握了這種技巧也是衡量漁師水準高低的重要分界線。",,,151301,1,0,0
1101,,,,0,0,0,0
1102,,,,0,0,0,0
1103,,,,0,0,0,0
1104,,,,0,0,0,0
1105,,,,0,0,0,0
1106,,,,0,0,0,0
1107,,,,0,0,0,0
1108,,,,0,0,0,0
1109,,,,0,0,0,0
1110,"
在任務中發現了寶箱！

這種寶箱只會在行會理符任務中出現，可以說是額外的收穫。",,,151091,1,0,0
1111,,,,0,0,0,0
1112,,,,0,0,0,0
1113,,,,0,0,0,0
1114,,,,0,0,0,0
1115,,,,0,0,0,0
1116,,,,0,0,0,0
1117,,,,0,0,0,0
1118,,,,0,0,0,0
1119,,,,0,0,0,0
1120,"
發現了**懸賞魔物**！

懸賞魔物並不是任務的討伐目標，不過如果能夠將其打倒可以得到額外的報酬。但是這種魔物通常都很強，戰鬥時一定要千萬小心。",,,151101,1,0,0
1121,,,,0,0,0,0
1122,,,,0,0,0,0
1123,,,,0,0,0,0
1124,,,,0,0,0,0
1125,,,,0,0,0,0
1126,,,,0,0,0,0
1127,,,,0,0,0,0
1128,,,,0,0,0,0
1129,,,,0,0,0,0
1130,"
**軍隊理符**由處於各個地區的軍方負責人發行，完成這類任務時會得到相應的軍票作為報酬。",,,151111,1,0,0
1131,,,,0,0,0,0
1132,,,,0,0,0,0
1133,,,,0,0,0,0
1134,,,,0,0,0,0
1135,,,,0,0,0,0
1136,,,,0,0,0,0
1137,,,,0,0,0,0
1138,,,,0,0,0,0
1139,,,,0,0,0,0
1140,,,,0,0,0,0
1141,,,,0,0,0,0
1142,,,,0,0,0,0
1143,,,,0,0,0,0
1144,,,,0,0,0,0
1145,,,,0,0,0,0
1146,,,,0,0,0,0
1147,,,,0,0,0,0
1148,,,,0,0,0,0
1149,,,,0,0,0,0
1150,"
恭喜你達成了特定的**「成就」**！

「成就」是一種表彰系統，能夠表現出玩家在艾奧傑亞的**活躍程度**。
",,,151491,1,0,0
1151,"
升到一定的等級、踏遍一個地區的地圖、滿足特定的條件等等，都會得到相應的表彰。
部分成就在達成後可以獲得**道具**或**稱號**等獎勵。
",,,151492,1,0,0
1152,"
可以在快速選單**「成就」**中確認
成就的達成條件與報酬

雖然達成成就的路上有很多艱難險阻，
不過不要氣餒，努力去挑戰吧！",,,151493,1,0,0
1153,"
可以在快速選單**「成就」**中確認
成就的達成條件與報酬

雖然達成成就的路上有很多艱難險阻，不過不要氣餒，努力去挑戰吧！",,,151494,1,0,0
1154,,,,0,0,0,0
1155,,,,0,0,0,0
1156,,,,0,0,0,0
1157,,,,0,0,0,0
1158,,,,0,0,0,0
1159,,,,0,0,0,0
1160,"
**「推薦任務」**功能可以將當前所在區域能夠接受的任務、理符、行會令等情報整合到一起。

在列表中點擊任務的名字可以查看更詳細的情報。",,,151341,1,0,0
1161,"
當不知道應該玩哪些內容，或不知道當前區域還有什麼任務沒有完成的時候，通過「推薦任務」功能可以很迅速地找到接下來的目的。

**※可以自行設定是否在畫面中顯示出來。**",,,151342,1,0,0
1162,,,,0,0,0,0
1163,,,,0,0,0,0
1164,,,,0,0,0,0
1165,,,,0,0,0,0
1166,,,,0,0,0,0
1167,,,,0,0,0,0
1168,,,,0,0,0,0
1169,,,,0,0,0,0
1170,,,,0,0,0,0
1171,,,,0,0,0,0
1172,,,,0,0,0,0
1173,,,,0,0,0,0
1174,,,,0,0,0,0
1175,,,,0,0,0,0
1176,,,,0,0,0,0
1177,,,,0,0,0,0
1178,,,,0,0,0,0
1179,,,,0,0,0,0
1180,,,,0,0,0,0
1181,,,,0,0,0,0
1182,,,,0,0,0,0
1183,,,,0,0,0,0
1184,,,,0,0,0,0
1185,,,,0,0,0,0
1186,,,,0,0,0,0
1187,,,,0,0,0,0
1188,,,,0,0,0,0
1189,,,,0,0,0,0
1190,"
使用任務搜尋器還能夠在執行任務的途中補充隊員。

新隊員到位之後，首先最好將目前的進度說明一下。",,,151201,1,0,0
1191,,,,0,0,0,0
1192,,,,0,0,0,0
1193,,,,0,0,0,0
1194,,,,0,0,0,0
1195,,,,0,0,0,0
1196,,,,0,0,0,0
1197,,,,0,0,0,0
1198,,,,0,0,0,0
1199,,,,0,0,0,0
1200,"
**最先攻擊敵人的玩家**一定可以獲得**100%**的經驗值和報酬。

中途參戰的玩家也會隨著活躍的程度獲得相應的回報。與他人**共同戰鬥**可以大幅減少打倒敵人所需要的時間。所以發現目的相同的玩家就一起並肩作戰吧！",,,151391,1,0,0
1201,,,,0,0,0,0
1202,,,,0,0,0,0
1203,,,,0,0,0,0
1204,,,,0,0,0,0
1205,,,,0,0,0,0
1206,,,,0,0,0,0
1207,,,,0,0,0,0
1208,,,,0,0,0,0
1209,,,,0,0,0,0
1210,"
部分職業與特職存在一種名為**「連擊」**的系統，這套系統將特定戰技聯繫起來，並且能夠大幅提高技能的威力。

※格鬥士為例外，有著不同於連擊的另一套特有系統。",,,151401,1,0,0
1211,"
通過連擊系統聯繫到一起的技能，在幫助說明中會記有**「連擊條件」**的內容。

先發動條件中記載的戰技，再發動後續戰技，在技能說明中記載的**「連擊效果」**將會生效。",,,151402,1,0,0
1212,"
還有一些戰技會隨攻擊的**方向**引發額外的效果。

這種戰技只有按照指定的方向進行攻擊才會令威力上升。",,,151403,1,0,0
1213,"
連擊條件成立的時候，快速鍵上會出現一閃一閃的**「強調提示」**。

戰鬥中首先要培養注意強調提示的意識。這樣才能效率更高地發動連擊令戰鬥形勢更加有利！",,,151404,1,0,0
1214,,,,0,0,0,0
1215,,,,0,0,0,0
1216,,,,0,0,0,0
1217,,,,0,0,0,0
1218,,,,0,0,0,0
1219,,,,0,0,0,0
1220,"
**「星極火」**與**「靈極冰」**是咒術士的兩種截然相反的屬性狀態，而且這兩種狀態對MP的影響也是天地之差。

合理管理傷害量與MP是魔法職業的關鍵。",,,151411,1,0,0
1221,"
使用火屬性魔法時，玩家會自動附加上星極火的狀態。這種狀態下火屬性魔法的攻擊力會大幅提高，不過同時MP的消耗也會大幅增加，而且MP不會自然恢復，也無法獲得持續恢復MP的狀態帶來的效果。

另外，這種狀態下冰屬性魔法的威力與消耗MP會降低。",,,151412,1,0,0
1222,"
使用冰屬性魔法時，玩家會自動附加上靈極冰的狀態。這種狀態下冰屬性魔法的消耗MP降低，冰屬性魔法命中時恢復MP。

另外，這種狀態下火屬性魔法的威力與消耗MP會降低。",,,151413,1,0,0
1223,"
玩家的等級提高之後，會學會提升屬性狀態最大等級的特性。屬性狀態等級越高，實際戰鬥中的效果也會越大，靈活切換屬性狀態是咒術士在戰鬥中至關重要的技術。",,,151414,1,0,0
1224,,,,0,0,0,0
1225,,,,0,0,0,0
1226,,,,0,0,0,0
1227,,,,0,0,0,0
1228,,,,0,0,0,0
1229,,,,0,0,0,0
1230,"
格鬥士有著一套特殊的戰鬥系統，玩家可以通過**「身形」**來獲得特殊的效果。

三種身形通過各種戰技來進行轉換，可以釋放出連續攻擊。",,,151421,1,0,0
1231,"
發動戰技便會轉化為特定的身形，另外一部分戰技只有在特定的身形下才能夠發動，格鬥士就是通過不斷變換身形來進行戰鬥的。

現在的身形一共有以下三種：
　**「魔猿身形」**
　**「盜龍身形」**
　**「猛虎身形」**",,,151422,1,0,0
