#,Name,UnlockLink,Icon,VFX,ActionTimelineHit,PrimaryCostValue,SecondaryCostValue,ActionCombo,Cast100ms,Recast100ms,ActionProcStatus,StatusGainSelf,Omen,OmenAlt,AnimationEnd,ActionCategory,Unknown1,AnimationStart,Unknown2,BehaviourType,ClassJobLevel,CastType,EffectRange,XAxisModifier,PrimaryCostType,SecondaryCostType,ExtraCastTime100ms,CooldownGroup,AdditionalCooldownGroup,MaxCharges,Aspect,Unknown4,ClassJobCategory,AutoAttackBehaviour,EquivalenceGroup,Unknown_70,ClassJob,Range,DeadTargetBehaviour,AttackType,Unknown8,IsRoleAction,Unknown28,CanTargetSelf,CanTargetParty,CanTargetAlliance,CanTargetHostile,CanTargetAlly,Unknown10,TargetArea,CanTargetOwnPet,CanTargetPartyPet,RequiresLineOfSight,NeedToFaceTarget,Unknown14,PreservesCombo,Unknown15,AffectsPosition,IsPvP,Unknown16,LogCastMessage,Unknown18,LogMissMessage,LogActionMessage,Unknown21,Unknown22,Unknown23,CanUseWhileMounted,Unknown25,IsPlayerAction,Unknown27
17535,不定鞭打,0,405,0,1875,0,0,0,0,120,0,0,0,0,3204,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,3,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17536,风播,0,405,0,3245,0,0,0,0,300,0,0,0,0,3205,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,25,0,5,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17537,飞翼斩,0,405,24,1950,0,0,0,30,120,0,0,183,0,1116,3,0,8,0,0,0,13,6,0,0,0,0,0,0,0,3,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17538,猛啄,0,405,0,1875,0,0,0,0,80,0,0,0,0,1488,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,2,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17539,野性利角,0,405,24,2160,0,0,0,35,120,0,0,185,0,1575,3,0,8,0,0,0,13,13,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17540,石化の瞳,0,405,25,1875,0,0,0,30,300,0,0,184,0,2936,3,0,8,0,0,0,13,8,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17541,猛牛冲锋,0,405,24,2933,0,0,0,0,120,0,0,0,0,2932,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,3,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17542,根系深埋,0,405,24,3241,0,0,0,30,150,0,0,181,0,3201,3,0,8,0,0,0,2,5,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,25,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17543,恶意毒气,0,405,24,3242,0,0,0,30,120,0,0,185,0,3202,3,0,10,0,0,0,13,13,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17544,猛啄,0,405,0,1875,0,0,0,0,60,0,0,0,0,1305,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,2,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17545,禽臭,0,405,24,2045,0,0,0,30,60,0,0,183,0,1306,3,0,8,0,0,0,13,8,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17546,痛殴,0,405,0,1875,0,0,0,0,0,0,0,0,0,3201,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17547,神圣雾,0,405,24,3251,0,0,0,50,300,0,0,0,0,3211,3,0,8,0,0,0,2,40,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17548,刺冲,0,405,24,3250,0,0,0,50,600,0,0,2,0,3210,3,0,8,0,1,0,8,0,4,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17549,一盔必杀,0,405,24,1875,0,0,0,30,60,0,0,0,0,7513,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,5,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17550,悲叹,0,405,24,1875,0,0,0,45,0,0,0,0,0,3204,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
17551,冲击斩,0,405,24,1875,0,0,0,40,100,0,0,0,0,4490,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
17552,异端十字叉,0,405,0,6889,0,0,0,40,0,0,0,188,0,6888,3,0,0,0,0,0,11,40,6,2,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17553,冲击斩,0,405,0,6538,0,0,0,35,0,0,0,105,0,6537,3,0,8,0,0,0,13,60,0,2,0,0,0,0,0,4,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17554,●罠設置,0,405,0,1875,0,0,0,0,0,0,0,0,0,4514,4,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
17555,●地雷爆発,0,405,0,3245,0,0,0,0,0,0,0,0,0,3205,3,0,0,0,0,0,2,12,0,2,0,0,0,0,0,5,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17556,快步,0,405,0,1875,0,0,0,0,0,0,0,0,0,4442,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,50,0,0,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
17557,重爆炮,0,405,24,1875,0,0,0,60,200,0,0,0,0,1582,3,0,10,0,0,0,2,2,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,50,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
17558,重爆炮,0,405,0,1875,0,0,0,60,300,0,0,0,0,6837,3,0,8,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,50,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
17559,蹂躏斩,0,405,24,4518,0,0,0,40,300,0,0,107,0,4517,3,0,10,0,0,0,13,40,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17560,破碎斩,0,405,24,1875,0,0,0,70,300,0,0,0,0,4490,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
17561,破碎斩,0,405,0,2560,0,0,0,70,0,0,0,33,0,2559,4,0,0,0,0,0,4,50,10,2,0,0,0,0,0,7,1,0,0,0,0,-1,50,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17562,断绝斩,0,405,24,1875,0,0,0,50,300,0,0,0,0,4490,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
17563,断绝斩,0,405,0,2624,0,0,0,50,0,0,0,34,0,2615,4,0,0,0,0,0,10,7,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,7,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17564,断绝斩,0,405,0,2625,0,0,0,50,0,0,0,35,0,2616,4,0,0,0,0,0,10,12,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,12,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17565,断绝斩,0,405,0,2626,0,0,0,50,0,0,0,36,0,2617,4,0,0,0,0,0,10,17,0,2,0,0,0,0,0,7,1,0,0,0,0,-1,17,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17566,恩惠终结,0,405,0,1875,0,0,0,0,0,0,0,0,0,4513,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,40,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
17567,恩惠终结,0,405,0,1570,0,0,0,0,150,0,0,0,0,1725,3,0,0,0,0,0,4,40,4,2,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17568,下令,0,405,24,1875,0,0,0,40,150,0,0,0,0,4514,4,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
17569,蛇扫弹,0,405,24,4493,0,0,0,40,200,0,0,91,0,4492,3,0,10,0,0,0,13,20,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17570,重枪剑,0,405,0,4491,0,0,0,0,200,0,0,0,0,4490,3,0,0,0,0,0,13,8,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17571,悔恨,0,405,0,2342,0,0,0,0,200,0,0,0,0,1581,3,0,0,0,0,0,13,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17572,刑罚,0,405,24,1875,0,0,0,200,300,0,0,0,0,4490,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
17573,刑罚,0,405,0,6093,0,0,0,200,0,0,0,0,0,6092,3,0,0,0,0,0,4,100,40,2,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
17574,扩散激光,0,405,24,3257,0,0,0,30,0,0,0,2,0,3217,3,0,8,0,0,0,4,45,4,2,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17575,魔导榴弹,0,405,24,3248,0,0,0,40,0,0,0,1,0,3208,3,0,10,0,0,0,2,8,0,2,0,0,0,0,0,1,1,0,0,0,0,-1,50,0,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17576,女王之盾,0,405,19,6956,0,0,0,80,0,0,0,0,0,6955,9,0,66,0,0,0,2,50,0,0,0,0,0,0,0,7,2,0,0,0,0,-1,0,0,8,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False
17577,●5.0ガ：追撃アビリティ1,0,405,0,1875,0,0,0,0,0,0,0,0,0,6942,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17578,●5.0ガ：追撃アビリティ2,0,405,0,1875,0,0,0,0,0,0,0,0,0,6943,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17579,●5.0ガ：追撃アビリティ3,0,405,0,1875,0,0,0,0,0,0,0,0,0,6944,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17580,魔导加速度炸弹,0,405,0,1864,0,0,0,0,0,0,0,0,0,1583,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,40,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17581,,0,405,0,3115,0,0,0,0,0,0,0,0,0,1222,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
17582,腹裂,0,405,24,1875,0,0,0,10,0,0,0,5,0,3208,3,0,7,0,0,0,13,40,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
17583,,0,405,0,3115,0,0,0,0,0,0,0,0,0,1222,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
17584,娜休梅拉之舞,0,405,24,1875,0,0,0,50,0,0,0,0,0,6999,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17585,娜休梅拉之舞,0,405,0,3115,0,0,0,120,0,0,0,1,0,1757,3,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
17586,大魔激发,0,405,24,1875,0,0,0,0,0,0,0,0,0,3210,3,0,8,0,0,0,2,100,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17587,献身,0,405,0,1875,0,0,0,0,600,0,0,0,0,422,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,30,0,0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17588,ナシュメラの仕舞,0,405,0,2174,0,0,0,30,0,0,0,0,0,1757,3,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
17589,魔力供给,0,405,8,1875,0,0,0,70,0,0,0,0,0,3965,2,0,33,0,0,0,1,0,0,0,0,0,0,0,0,7,2,0,1,0,0,-1,30,0,5,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17590,倾泻,0,405,0,1875,0,0,0,0,25,0,0,0,0,6963,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,25,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17591,喷泉,0,405,0,1875,0,0,0,0,25,0,0,0,0,6964,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,25,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17592,逆瀑泻,0,405,0,1875,1814,0,0,0,25,0,0,0,0,6965,3,0,0,0,0,0,1,0,0,10,0,0,58,0,0,7,1,0,0,0,0,-1,25,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17593,坠喷泉,0,405,0,1875,1815,0,0,0,25,0,0,0,0,6966,3,0,0,0,0,0,1,0,0,10,0,0,58,0,0,7,1,0,0,0,0,-1,25,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17594,クワッド・テクニカルステップ,0,405,0,6984,0,0,0,0,25,0,0,0,0,6983,4,0,0,0,0,0,2,15,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17595,治疗之华尔兹,0,405,0,6994,0,0,0,0,600,0,0,0,0,6993,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17596,猎人的智慧,0,64821,0,1875,0,0,0,0,300,0,0,0,0,5425,4,0,0,0,0,0,1,0,0,0,34,0,25,0,0,0,2,1,1,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17597,圣旨,0,405,24,5996,0,0,0,40,250,0,0,0,0,3231,3,0,8,0,0,0,2,40,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17598,圣化冰结,0,405,24,5996,0,0,0,30,250,0,0,207,0,6766,3,0,8,0,0,0,13,40,0,0,0,0,0,0,0,2,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17599,精神控制,0,405,24,5996,0,0,0,40,0,0,0,0,0,3232,3,0,8,0,0,0,2,40,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17600,天堂之镰,0,405,24,5996,0,0,0,25,0,0,0,181,0,3203,3,0,8,0,0,0,2,10,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17601,猛炎,0,405,24,5996,0,0,0,50,0,0,0,242,0,7498,3,0,8,0,0,0,10,40,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17602,干涉,0,405,24,5996,0,0,0,45,0,0,0,194,0,3230,3,0,8,0,0,0,13,28,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17603,●ストンガ,0,405,7,1875,0,0,0,30,400,0,0,0,0,3963,2,1,32,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,1,0,0,-1,40,0,5,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17604,圣化神圣,0,405,0,5890,0,0,0,40,0,0,0,1,0,5889,4,0,0,0,0,0,2,6,0,0,0,0,0,0,0,7,0,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
17605,圣灵,0,405,3,1875,0,0,0,15,25,0,0,0,0,5186,2,1,29,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,25,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17606,扇舞·序,0,405,0,1875,0,0,0,0,10,0,0,0,0,6987,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,25,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17607,动摇,0,405,0,6001,0,0,0,50,0,0,0,0,0,6000,3,0,0,0,0,0,10,20,0,0,0,0,0,0,0,7,0,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
17608,動揺,0,405,0,6003,0,0,0,50,0,0,0,0,0,6002,3,0,0,0,0,0,11,50,8,0,0,0,0,0,0,7,0,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17609,动摇,0,405,0,3563,0,0,0,50,0,0,0,0,0,3562,3,0,0,0,0,0,2,6,0,0,0,0,0,0,0,7,0,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
17610,冲击斩,0,405,24,1875,0,0,0,20,300,0,0,0,0,4490,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
17611,转移,0,405,24,1875,0,0,0,0,0,0,0,0,0,3219,3,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
17612,动摇,0,405,24,1875,0,0,0,50,0,0,0,0,0,3204,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
17613,秽浊,0,405,3,5243,0,0,0,0,25,0,0,0,0,5242,2,1,35,0,0,0,2,5,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,25,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17614,神圣,0,405,3,1910,0,0,0,15,25,0,0,0,0,462,2,1,33,0,0,0,2,8,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17615,三连咏唱,0,405,0,1875,0,0,0,0,30,0,0,0,0,5241,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17616,大地之重,0,405,0,1875,0,0,0,110,0,0,0,249,0,7501,3,0,0,0,0,0,12,10,10,0,0,0,0,0,0,4,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17617,万字疾雷,0,405,24,1875,0,0,0,30,0,0,0,0,0,3202,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,40,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17618,紫电清霜,0,405,24,1875,0,0,0,50,0,0,0,0,0,3202,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,40,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17619,火碎,0,405,24,1875,0,0,0,30,0,0,0,0,0,3202,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,40,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
17620,能缩地脉,0,405,0,1875,0,0,0,0,0,0,0,0,0,3201,4,0,0,0,8,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
17621,万字疾雷,0,405,0,1875,0,0,0,70,0,0,0,2,0,7480,3,0,0,0,0,0,4,60,5,0,0,0,0,0,0,5,1,0,0,0,0,-1,100,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17622,火碎,0,405,0,2630,0,0,0,30,0,0,0,1,0,2621,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
