#,Name,Description,Icon,ParamModifier,VFX,Log,Unknown0,MaxStacks,ClassJobCategory,StatusCategory,HitEffect,PartyListPriority,CanIncreaseRewards,ParamEffect,TargetType,Flags,Flag2,Unknown_70_1,Unknown2,LockMovement,Unknown3,LockActions,LockControl,Transfiguration,IsGaze,CanDispel,InflictedByActor,IsPermanent,NoLogVfx,Unknown5,CanStatusOff,IsFcBuff,Invisibility,Unknown6,Unknown_70_2,Unknown7
2087,水毒,水属性持续伤害，体力逐渐流失,215529,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2088,出血,无属性持续伤害，体力逐渐流失,215530,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2089,中毒,毒素会导致体力逐渐减少,215007,10,0,0,0,0,1,2,1,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2090,物理受伤加重,受到物理攻击的伤害增加,215053,10,0,0,36,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2091,魔法受伤加重,受到魔法攻击的伤害增加,215057,10,0,0,38,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2092,伤害降低,攻击所造成的伤害降低,215520,-10,0,0,39,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2093,治疗魔法效果降低,发动治疗魔法的治疗量降低,215572,-50,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2094,水属性耐性大幅降低,对抗水属性的耐性有显著降低,215698,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2095,雷属性耐性大幅降低,对抗雷属性的耐性有显著降低,215597,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2096,风属性耐性大幅降低,对抗风属性的耐性有显著降低,215721,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2097,土属性耐性大幅降低,对抗土属性的耐性有显著降低,215722,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2098,火属性耐性大幅降低,对抗火属性的耐性有显著降低,215595,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2099,加重,移动速度降低,215002,0,6,0,3,0,1,2,4,100,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2100,重力爆发,全身缠绕着重力魔法，效果结束时会引起重力异常，对周围造成无属性伤害,215770,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2101,雪仇剑,攻击所造成的伤害降低,213901,-10,0,0,0,0,121,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2102,暗影锋,自身所受的体力恢复效果降低,214876,-20,0,0,53,0,98,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2103,打伤,打击属性持续伤害，体力逐渐流失,215523,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2104,中毒,毒素会导致体力逐渐减少,215007,10,0,0,0,0,1,2,1,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2105,标准舞步结束,攻击所造成的伤害提高,213708,10,0,0,0,0,150,1,16,1,0,0,0,5,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2106,延迟咏唱：核爆,"成为了将延迟发动的核爆的目标
倒计时结束时，核爆发动",215970,0,0,0,89,0,0,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2107,,,0,0,123,0,0,0,1,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2108,持续摆脱,体力会随时间逐渐恢复,212567,10,0,0,0,0,22,1,16,5,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2109,无法发动技能,无法发出任何技能,215045,0,0,0,0,0,1,2,3,100,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2110,古代圆环,身缠暗属性魔力，倒计时结束时会发动古代圆环,215770,0,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2111,猎物,作为猎物被盯上了，靠近其他玩家时可以将目标转移过去,215026,0,130,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2112,猎物,作为猎物被盯上了，靠近其他玩家时可以将目标转移过去,215026,0,130,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2113,标准舞步结束,战技与魔法的咏唱及复唱时间缩短,213708,-10,0,0,0,0,150,1,16,0,0,0,0,5,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2114,哥布防御,抵消一定伤害,213517,0,0,0,28,0,1,1,16,30,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2115,智力精神降低,智力与精神有所降低,213518,-20,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2116,防御指示,下达了防御指示，让特定队员替自己承受伤害,213519,0,0,0,0,0,1,1,16,100,0,0,0,35,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2117,防御指示,被下达了防御指示，替特定队员承受伤害,213520,0,0,0,0,0,1,1,16,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2118,攻击准备,下一个发动的魔法属于物理攻击时威力提升,213521,100,0,0,102,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2119,仙人盾,受到的伤害降低,213522,-15,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2120,体力增加,体力最大值提高,213523,20,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2121,星极性耐性降低,对抗火、风、雷属性的耐性有所降低,213524,-10,0,0,104,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2122,灵极性耐性降低,对抗水、土、冰属性的耐性有所降低,213525,-10,0,0,104,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2123,物理受伤加重,受到物理攻击的伤害增加,213526,10,0,0,104,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2124,以太复制：防护,复制了防护职业的以太,213527,75,0,0,103,0,1,1,16,101,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2125,以太复制：进攻,复制了进攻职业的以太,213528,10,0,0,103,0,1,1,16,101,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2126,以太复制：治疗,复制了治疗职业的以太,213529,30,0,0,103,0,1,1,16,101,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2127,意志薄弱,意志产生了动摇，无法使用部分需要赴死的技能,213530,0,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2128,火之烙印,"被打上了火之烙印
无法对拉哈布雷亚造成伤害，自身受到火属性攻击的伤害增加",215998,0,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2129,冰之烙印,"被打上了冰之烙印
无法对以格约姆造成伤害，自身受到冰属性攻击的伤害增加",215999,0,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2130,穿甲散弹强化,穿甲散弹的威力提升,219581,0,0,0,0,3,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2131,斗志昂扬I,战意提高，发动攻击所造成的伤害及自身发动的体力恢复效果提高,214877,10,0,0,33,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2132,斗志昂扬II,战意提高，发动攻击所造成的伤害及自身发动的体力恢复效果提高,214878,20,0,0,33,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2133,斗志昂扬III,战意提高，发动攻击所造成的伤害及自身发动的体力恢复效果提高,214879,30,0,0,33,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2134,斗志昂扬IV,战意提高，发动攻击所造成的伤害及自身发动的体力恢复效果提高,214880,40,0,0,33,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2135,斗志昂扬V,战意提高，发动攻击所造成的伤害及自身发动的体力恢复效果提高,214881,50,0,0,33,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2136,必灭之炎,被充满魔力的火焰包裹，这种火焰不将某样东西完全烧尽是不会消失的,215981,10,131,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2137,最终判决γ,被判γ罪，接受判决,215201,20,152,0,0,0,1,2,17,198,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2138,最终判决δ,被判δ罪，接受判决,215202,20,153,0,0,0,1,2,17,198,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2139,终审：判决γ,得到“判决γ”的命令，如果违反命令则会进一步接受神罚的制裁,215203,0,0,0,0,0,1,2,17,196,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2140,终审：判决δ,得到“判决δ”的命令，如果违反命令则会进一步接受神罚的制裁,215204,0,0,0,0,0,1,2,17,196,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2141,终审：弱化状态4,得到“弱化状态4”的命令，如果违反命令则会进一步接受神罚的制裁,215205,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2142,水属性压缩,身体附有被压缩的水属性以太，效果时间结束时会产生水属性攻击,215696,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2143,雷属性压缩,身体附有被压缩的雷属性以太，效果时间结束时会产生雷属性攻击,215697,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2144,水属性耐性大幅降低,对抗水属性的耐性有显著降低,215698,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2145,雷属性耐性大幅降低,对抗雷属性的耐性有显著降低,215597,-12,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2146,英格玛秘典,获得了干涉时间的力量,215210,0,0,0,0,0,1,1,16,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2147,英格玛秘典,获得了干涉时间的力量,215210,0,0,0,69,0,1,1,16,0,0,2,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
2148,接触禁止命令,被下达了接触禁止命令,215211,0,132,0,0,0,1,2,17,199,0,18,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2149,接触保护命令,被下达了接触保护命令,215212,0,132,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2150,逃亡禁止命令,被下达了逃亡禁止命令,215213,0,133,0,0,0,1,2,17,199,0,0,0,9,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2151,逃亡监察命令,被下达了逃亡监察命令,215214,0,133,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2152,判决确定：接触禁止命令,判决确定为接触禁止命令,215215,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2153,判决确定：接触保护命令,判决确定为接触保护命令,215216,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2154,判决确定：逃亡禁止命令,判决确定为逃亡禁止命令,215217,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2155,判决确定：逃亡监察命令,判决确定为逃亡监察命令,215218,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2156,灼伤,最大体力降低，受到攻击的伤害增加,215979,20,0,0,0,0,1,2,17,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2157,油,身上沾满了油，移动速度和火属性耐性降低,215989,-10,6,0,3,0,1,2,4,100,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2158,加重,移动速度降低,215002,0,6,0,3,0,1,2,4,100,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2159,不许动！,不能动了,216233,0,0,0,0,0,1,2,17,100,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2160,,,0,0,0,0,0,0,1,1,0,0,0,0,0,16,0,0,0,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
2161,移动命令：前,被下达了移动命令，效果结束时会向前方移动,215774,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2162,移动命令：后,被下达了移动命令，效果结束时会向后方移动,215775,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2163,移动命令：左,被下达了移动命令，效果结束时会向左方移动,215776,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2164,移动命令：右,被下达了移动命令，效果结束时会向右方移动,215777,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2165,时间停止,时间停止状态,215579,0,0,0,0,0,1,2,17,200,0,21,0,26,0,0,0,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2166,魔导结界,吸收魔法攻击并进行反击,215220,100,0,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2167,,,0,0,0,0,0,0,1,1,0,0,0,20,0,0,0,0,0,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
2168,圣光幕帘,身附能够抵消一定伤害的防护罩，当防护罩因吸收足量伤害而消失时，会为周围队员附加能够抵消一定伤害的防护罩,212508,0,0,0,0,0,20,1,16,0,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2169,圣光幕帘,抵消一定伤害,212509,0,0,0,0,0,20,1,16,0,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2170,暗影波动,自身所受的体力恢复效果降低,214884,-20,0,0,53,0,98,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2171,暗黑布道,减轻所受到的伤害，自身所受体力恢复效果提高,213122,-10,0,0,0,0,98,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2172,亲疏自行,受到攻击时对攻击方附加状态，令其发动攻击时造成的伤害降低,213915,5696,0,0,0,0,122,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2173,义结金兰：斗气,自身或队友发动战技或魔法时，一定几率给为自身附加此状态的武僧提升斗气,212529,0,0,0,0,0,21,1,16,0,0,0,0,5,0,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2174,义结金兰：攻击,攻击所造成的伤害提高,212532,10,0,0,0,0,21,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2175,龙剑,下次发动战技造成的伤害提高,210302,10,0,0,0,0,23,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2176,剑压,不断增强剑压,219501,0,0,0,0,5,111,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2177,策动,减轻所受到的伤害,213021,-10,0,0,0,0,96,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2178,光阴神的庇护,减轻所受到的伤害，自身所受体力恢复效果提高，移动速度提高,212618,-10,0,0,0,0,24,1,16,0,0,18,0,6,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2179,掩护盾,抵消一定伤害,214801,0,0,0,0,0,20,1,16,0,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2180,快速装填,战技的复唱时间缩短,219601,-10,0,0,0,3,149,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2181,亲疏自行,攻击所造成的伤害降低,214885,-10,0,0,0,0,122,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2182,深谋远虑之策,体力降低到一定比例或持续时间结束时自动发动恢复效果,212808,100,0,0,0,0,29,1,16,0,0,0,0,25,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2183,ノクターナルフィールド,一定量のダメージを軽減する状態。,213217,0,0,0,0,0,99,1,16,0,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2184,还击,受到攻击时会对攻击者造成反击伤害,214817,100,0,0,0,0,121,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2185,牵制,被为你附加此效果的玩家攻击时所受伤害增加,213904,20,0,0,0,0,122,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2186,集中,下次发动战技造成的伤害提高,214815,20,0,0,0,0,123,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2187,以太爆发,战技与魔法的咏唱及复唱时间延长,214814,10,0,0,0,0,124,2,17,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2188,慈爱,自身发动的体力恢复效果恢复量提高,210407,25,0,0,0,0,125,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2189,改革,加工效率提高,211652,0,0,0,50,0,33,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2190,最终确认,执行可令物品制作完成的技能时，让进展在差一点就制作完成的位置停下来,216124,0,0,0,0,0,33,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2191,坚信,推动作业进展的技能效率大幅提高,216125,0,0,0,0,0,33,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2192,毒雾,无属性持续伤害，体力逐渐流失，且受到的伤害有所增加,215643,100,0,0,0,0,1,2,17,0,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2193,,,0,0,0,0,0,0,1,1,0,0,0,28,0,0,0,0,0,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False
2194,火伤,火属性持续伤害，体力逐渐流失,215524,100,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
2195,,,0,0,0,0,0,0,1,1,0,0,0,28,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
2196,光之解放,释放自身积累的光之力，与暗之力形成抗衡。发动攻击造成的伤害和体力恢复量提高,215987,20,0,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2197,半僵尸化,一半变成了僵尸,215728,0,0,0,64,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2198,受伤减轻,受到攻击的伤害减少,215021,-10,0,0,40,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2199,火伤,火属性持续伤害，体力逐渐流失,217181,100,0,0,0,16,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2200,感电,雷属性持续伤害，体力逐渐流失,219041,100,0,0,0,16,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2201,古代双重,自身使用的技能会连续发动两次,215219,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2202,,,0,0,0,0,0,0,1,2,0,100,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False
2203,大爆印,被刻上了大爆印，效果结束时会以自己为中心引发大爆炸,215303,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2204,正常体温,体温处于正常的状态,215286,0,211,0,0,0,1,2,0,198,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2205,高温+1,体温升高了1个阶段,215287,0,212,0,0,0,1,2,0,198,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2206,阻止降落,阻挡陨石，效果时间结束时会陷入无法战斗状态,215231,0,0,0,0,0,1,2,17,200,0,4,0,0,0,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2207,心理障壁,被幻体形成的障壁保护，所有攻击无效化,215024,0,165,0,0,0,1,1,16,200,0,0,0,12,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2208,愤怒的化身,愤怒不已，愤怒状态的玩家无法造成伤害,215232,0,162,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2209,悲叹的化身,悲叹不已，悲叹状态的玩家无法造成伤害,215233,0,161,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2210,愤怒,被愤怒的情绪影响，对愤怒的化身攻击无效,215234,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2211,悲叹,被悲叹的情绪影响，对悲叹的化身攻击无效,215235,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2212,高温+2,体温升高了2个阶段,215288,0,213,0,0,0,1,2,0,198,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2213,受伤加重,受到攻击的伤害增加,217101,50,0,0,0,16,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2214,军神的赞美歌,战技与魔法的咏唱及复唱时间缩短,212605,-5,0,0,0,0,24,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2215,放浪神的小步舞曲,攻击所造成的伤害提高,212610,5,0,0,0,0,24,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2216,放浪神的小步舞曲,暴击发动率提高,212610,2,0,0,105,0,24,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2217,贤者的叙事谣,攻击所造成的伤害提高,212603,1,0,0,105,0,24,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2218,军神的赞美歌,直击发动率提高,212605,3,0,0,105,0,24,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2219,漆黑龙血,调动了继承自尼德霍格的力量,215731,0,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2220,伤害提高,攻击所造成的伤害提高,217061,20,0,0,57,16,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2221,终审：弱化状态3,得到“弱化状态3”的命令，如果违反命令则会进一步接受神罚的制裁,215705,0,0,0,0,0,1,2,17,195,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2222,最终判决α,被判α罪，接受判决,215221,20,150,0,0,0,1,2,17,197,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2223,最终判决β,被判β罪，接受判决,215222,20,151,0,0,0,1,2,17,197,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2224,终审：判决α,得到“判决α”的命令，如果违反命令则会进一步接受神罚的制裁,215223,0,0,0,0,0,1,2,17,196,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2225,终审：判决β,得到“判决β”的命令，如果违反命令则会进一步接受神罚的制裁,215224,0,0,0,0,0,1,2,17,196,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2226,崇敬,制作效率提高,216126,0,0,0,0,0,33,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
