#,Text,Unknown0,Unknown1,TYPE,PARAM,LINK
1149,,,,0,0,0
1150,前往其他大区游玩,,,0,0,0
1151,返回原始大区,,,0,0,0
1152,来自,,,0,0,0
1153,已前往,,,0,0,0
1154,UNKNOWN （UNKNOWN）,,,0,0,0
1155,"前往其他大区的服务器进行游玩吧！
在其他大区依旧可以自由组队、参加招募、购买物品以及进行任务。
尽情享受超域传送带来的乐趣吧！

※通过超域传送去往其他服务器时无法使用原始大区的通讯贝和部队，此外还有其他部分限制，敬请谅解。",,,0,0,0
1156,查看超域传送的注意事项,,,0,0,0
1157,注意事項について了承しました,,,0,0,0
1158,选择服务器,,,0,0,0
1159,取消,,,0,0,0
1160,,,,0,0,0
1161,关闭,,,0,0,0
1162,"请选择想去游玩的大区和服务器。
预测需要时间：不到1分钟",,,0,0,0
1163,"返回原始大区的原始服务器。
预测需要时间：不到1分钟",,,0,0,0
1164,大区,,,0,0,0
1165,服务器,,,0,0,0
1166,确定,,,0,0,0
1167,取消,,,0,0,0
1168,❖UNKNOWN,,,0,0,0
1169,正在获取服务器情报。,,,0,0,0
1170,"将角色“UNKNOWNUNKNOWN”移动至
大区“UNKNOWN”的服务器“UNKNOWN”。

预测需要时间：不到1分钟

**角色移动时的注意事项
・在角色完成移动前无法取消。
・在角色完成移动前，无法使用其他角色进入游戏。
敬请谅解。**",,,0,0,0
1171,执行,,,0,0,0
1172,返回上一步,,,0,0,0
1173,"角色正在进行超域传送，请等待传送完成。
预测需要时间：不到1分钟",,,0,0,0
1174,"角色“UNKNOWNUNKNOWN”已经移动至
大区“UNKNOWN”的服务器“UNKNOWN”！",,,0,0,0
1175,该角色正在UNKNOWN大区游玩。,,,0,0,0
1176,以该角色登录游戏需要修改姓名。修改姓名需要返回原始服务器。,,,0,0,0
1177,以该角色登录游戏需要修改雇员姓名。修改雇员姓名需要返回原始服务器。,,,0,0,0
1178,"为修改角色姓名和雇员姓名，即将返回原始服务器。
修改姓名登入后，将会从角色创建时所选城邦的以太之光处开始。",,,0,0,0
1179,正在返回原始服务器，请稍后。,,,0,0,0
1180,现在无法使用此功能。,,,0,0,0
1181,距离上次返回时间过短，请经过一段时间后再尝试返回。,,,0,0,0
1182,没能顺利返回原始服务器。请在经过一段时间后，通过次级指令再次尝试。,,,0,0,0
1183,已经顺利返回原始服务器。,,,0,0,0
1184,以该角色登录游戏需要修改姓名。修改姓名需要返回原始服务器。,,,0,0,0
1185,以该角色登录游戏需要修改雇员姓名。修改雇员姓名需要返回原始服务器。,,,0,0,0
1186,返回原始服务器,,,0,0,0
1187,已经过时间：,,,0,0,0
1188,选择大区,,,0,0,0
1189,选择服务器,,,0,0,0
1190,执行,,,0,0,0
1191,"将角色“UNKNOWNUNKNOWN”返回至
原始大区“UNKNOWN”的原始服务器“UNKNOWN”。
预测需要时间：不到1分钟

**角色移动时的注意事项
・在角色完成移动前无法取消。
・在角色完成移动前，无法使用其他角色进入游戏。
敬请谅解。**",,,0,0,0
1192,"当角色处于其他大区时，
此处仅显示简化后的角色信息。",,,0,0,0
1193,,,,0,0,0
1194,,,,0,0,0
1195,,,,0,0,0
1196,,,,0,0,0
1197,,,,0,0,0
1198,,,,0,0,0
1199,,,,0,0,0
1200,"当前无法使用“返回原始服务器”功能。
[UNKNOWN]",,,0,0,0
1201,现在所选的大区中没有相同地域的其他大区，因此无法使用“前往其他大区游玩”。,,,0,0,0
1202,需要经过一定时间才可再次执行“返回原始服务器”。,,,0,0,0
1203,进行移动前，请先通过次级指令选择“修改姓名”，确定好角色的新名字。,,,0,0,0
1204,进行移动前，请先通过次级指令选择“修改雇员姓名”，确定好雇员的新名字。,,,0,0,0
1205,角色在陌迪翁牢狱内，无法使用“返回原始服务器”功能。,,,0,0,0
1206,角色还未完成游戏的初始教学，无法前往其他大区游玩。,,,0,0,0
1207,前往其他大区游玩时，需要角色处于原始服务器。,,,0,0,0
1208,"没能顺利“返回原始服务器”。请在经过一段时间后，再次尝试。
[UNKNOWN]",,,0,0,0
1209,"“返回原始服务器”功能临时维护中。
[UNKNOWN]",,,0,0,0
1210,"没能顺利“返回原始服务器”。
[UNKNOWN]",,,0,0,0
1211,"角色上次结束游戏或掉线的地点为副本任务内，无法“返回原始服务器”。
请先登录一次再进行该操作。",,,0,0,0
1212,通过“前往其他大区游玩”所选择的服务器“UNKNOWN”中可创建的角色数已达上限，无法移动。,,,0,0,0
1213,无法在原始大区以外的大区执行“前往其他大区游玩”。,,,0,0,0
1214,“返回原始服务器”时选择的服务器“UNKNOWN”，不是该角色的原始服务器。,,,0,0,0
1215,通过“前往其他大区游玩”所选择的服务器“UNKNOWN”是当前大区内的服务器，请使用跨界传送进行移动。,,,0,0,0
1216,通过“前往其他大区游玩”所选择的服务器“UNKNOWN”是其他地域大区的服务器，无法移动。,,,0,0,0
1217,通过“前往其他大区游玩”所选择的服务器“UNKNOWN”是当前所在服务器，处理中断。,,,0,0,0
1218,目前无法移动至通过“返回原始服务器”所选择的服务器“UNKNOWN”。,,,0,0,0
1219,"部分游戏数据出现错误，无法返回原始服务器。请联系服务台或客服。
[UNKNOWN]",,,0,0,0
1220,"发生错误，服务器无响应。
[UNKNOWN]",,,0,0,0
1221,组队情况下无法返回原始服务器。,,,0,0,0
1222,更多操作选项,,,0,0,0
1223,获取角色情报,,,0,0,0
1224,在角色信息因登录压力以而简化形势显示时，使用此指令可以正常获取完整的角色信息，以便进行改名或重新编辑角色等操作。,,,0,0,0
1225,确定要从服务器获取该角色的信息吗？,,,0,0,0
1226,正在获取角色信息。,,,0,0,0
1227,修改姓名前，需要先获取角色信息。,,,0,0,0
1228,修改雇员姓名前，需要先获取角色信息。,,,0,0,0
1229,此角色需要修改姓名才可登录。请先获取角色信息，然后修改姓名。,,,0,0,0
1230,此角色需要修改雇员姓名才可登录。请先获取角色信息，再修改雇员姓名。,,,0,0,0
1231,"返回原始服务器。
登录时将会从角色创建时所选城邦的以太之光进入游戏。",,,0,0,0
1232,此角色需要返回原始服务器修改姓名后才可使用“移动到空闲服务器”功能。,,,0,0,0
1233,此角色需要返回原始服务器修改雇员姓名后才可使用“移动到空闲服务器”功能。,,,0,0,0
1234,"您此前从未连接过UNKNOWN服务器所在的UNKNOWN大区，无法进行超域传送。
请退出游戏，在登录器中选择UNKNOWN大区后开始游戏，直到进入该大区的角色选择界面。此后就可以向该大区进行超域传送了。",,,0,0,0
1235,"您在UNKNOWN服务器所在的UNKNOWN大区中创建的角色数量已达到上限，无法使用超域传送前往该大区。
只有创建在目标服务器所在大区的角色数量未达到上限时，才能通过超域传送前往目标服务器。请调整UNKNOWN大区的角色数量后，再次尝试超域传送。",,,0,0,0
1236,该账号正在游戏中。请在经过一段时间后再次尝试。,,,0,0,0
1237,"没能在此大区找到当前设备记录的最后一个登出角色。
请前往其他大区查看。",,,0,0,0
1238,"**此服务器当前拥挤，限制了原始服务器之外的角色登录，因此无法返回副本任务。**
如果执行“退出副本任务”，可选择“返回原始服务器”然后在原始服务器登录游戏。
要退出副本任务吗？",,,0,0,0
1239,开始执行退出副本任务，请稍候。,,,0,0,0
1240,"正在退出副本任务。
**这可能需要花费5分钟时间。**
请稍等一会再执行移动到其他服务器的操作。",,,0,0,0
1241,退出副本任务还未完成，请稍后再试。,,,0,0,0
1242,已确认,,,0,0,0
1243,"您选中的UNKNOWN服务器所在的UNKNOWN大区账户信息需要更新，无法进行超域传送。
请退出游戏，在登录器中选择UNKNOWN后开始游戏，直到进入该大区的角色选择界面。此后就可以向该大区进行超域传送了。",,,0,0,0
1244,,,,0,0,0
1245,,,,0,0,0
1246,,,,0,0,0
1247,,,,0,0,0
1248,,,,0,0,0
1249,,,,0,0,0
1250,クラウドデータセンターにあるワールドは、クラウドDC公開負荷テスト終了時に完全に閉鎖され、作成したすべてのキャラクターおよびリテイナーのデータも削除されます。予めご了承ください。,,,0,0,0
1251,,,,0,0,0
1252,,,,0,0,0
1253,,,,0,0,0
1254,,,,0,0,0
1255,,,,0,0,0
1256,,,,0,0,0
1257,,,,0,0,0
1258,,,,0,0,0
1259,,,,0,0,0
1260,,,,0,0,0
1261,,,,0,0,0
1262,,,,0,0,0
1263,,,,0,0,0
1264,,,,0,0,0
1265,,,,0,0,0
1266,,,,0,0,0
1267,,,,0,0,0
1268,,,,0,0,0
1269,,,,0,0,0
1270,,,,0,0,0
1271,,,,0,0,0
1272,,,,0,0,0
1273,,,,0,0,0
1274,,,,0,0,0
1275,,,,0,0,0
1276,,,,0,0,0
1277,,,,0,0,0
1278,,,,0,0,0
1279,,,,0,0,0
1280,,,,0,0,0
1281,,,,0,0,0
1282,,,,0,0,0
1283,,,,0,0,0
1284,,,,0,0,0
1285,,,,0,0,0
1286,,,,0,0,0
1287,,,,0,0,0
1288,,,,0,0,0
1289,,,,0,0,0
1290,,,,0,0,0
1291,,,,0,0,0
1292,,,,0,0,0
1293,,,,0,0,0
1294,,,,0,0,0
1295,,,,0,0,0
1296,,,,0,0,0
1297,,,,0,0,0
1298,,,,0,0,0
1299,,,,0,0,0
1300,,,,0,0,0
1301,,,,0,0,0
1302,,,,0,0,0
1303,,,,0,0,0
1304,,,,0,0,0
1305,,,,0,0,0
1306,,,,0,0,0
1307,,,,0,0,0
1308,,,,0,0,0
1309,,,,0,0,0
1310,,,,0,0,0
1311,,,,0,0,0
1312,,,,0,0,0
1313,,,,0,0,0
1314,,,,0,0,0
1315,,,,0,0,0
1316,,,,0,0,0
1317,,,,0,0,0
1318,,,,0,0,0
1319,,,,0,0,0
1320,,,,0,0,0
1321,,,,0,0,0
1322,,,,0,0,0
1323,,,,0,0,0
1324,,,,0,0,0
1325,,,,0,0,0
1326,,,,0,0,0
1327,,,,0,0,0
1328,,,,0,0,0
1329,,,,0,0,0
1330,,,,0,0,0
1331,,,,0,0,0
1332,,,,0,0,0
1333,,,,0,0,0
1334,,,,0,0,0
1335,,,,0,0,0
1336,,,,0,0,0
1337,,,,0,0,0
1338,,,,0,0,0
1339,,,,0,0,0
1340,,,,0,0,0
1341,,,,0,0,0
1342,,,,0,0,0
1343,,,,0,0,0
1344,,,,0,0,0
1345,,,,0,0,0
1346,,,,0,0,0
1347,,,,0,0,0
1348,,,,0,0,0
1349,,,,0,0,0
1350,,,,0,0,0
1351,,,,0,0,0
1352,,,,0,0,0
1353,,,,0,0,0
1354,,,,0,0,0
1355,,,,0,0,0
1356,,,,0,0,0
1357,,,,0,0,0
1358,,,,0,0,0
1359,,,,0,0,0
1360,,,,0,0,0
1361,,,,0,0,0
1362,,,,0,0,0
1363,,,,0,0,0
1364,,,,0,0,0
1365,,,,0,0,0
1366,,,,0,0,0
1367,,,,0,0,0
1368,,,,0,0,0
1369,,,,0,0,0
1370,,,,0,0,0
1371,,,,0,0,0
1372,,,,0,0,0
1373,,,,0,0,0
1374,,,,0,0,0
1375,,,,0,0,0
1376,,,,0,0,0
1377,,,,0,0,0
1378,,,,0,0,0
1379,,,,0,0,0
1380,,,,0,0,0
1381,,,,0,0,0
1382,,,,0,0,0
1383,,,,0,0,0
1384,,,,0,0,0
1385,,,,0,0,0
1386,,,,0,0,0
1387,,,,0,0,0
1388,,,,0,0,0
1389,,,,0,0,0
1390,,,,0,0,0
1391,,,,0,0,0
1392,,,,0,0,0
1393,,,,0,0,0
1394,,,,0,0,0
1395,,,,0,0,0
1396,,,,0,0,0
1397,,,,0,0,0
1398,,,,0,0,0
1399,,,,0,0,0
1400,,,,0,0,0
1401,,,,0,0,0
1402,,,,0,0,0
1403,,,,0,0,0
1404,,,,0,0,0
1405,,,,0,0,0
1406,,,,0,0,0
1407,,,,0,0,0
1408,,,,0,0,0
1409,,,,0,0,0
1410,,,,0,0,0
1411,,,,0,0,0
1412,,,,0,0,0
1413,,,,0,0,0
1414,,,,0,0,0
1415,,,,0,0,0
1416,,,,0,0,0
1417,,,,0,0,0
1418,,,,0,0,0
1419,,,,0,0,0
1420,,,,0,0,0
1421,,,,0,0,0
1422,,,,0,0,0
1423,,,,0,0,0
1424,,,,0,0,0
1425,,,,0,0,0
1426,,,,0,0,0
1427,,,,0,0,0
1428,,,,0,0,0
1429,,,,0,0,0
1430,,,,0,0,0
1431,,,,0,0,0
1432,,,,0,0,0
1433,,,,0,0,0
1434,,,,0,0,0
1435,,,,0,0,0
1436,,,,0,0,0
1437,,,,0,0,0
1438,,,,0,0,0
1439,,,,0,0,0
1440,,,,0,0,0
1441,,,,0,0,0
1442,,,,0,0,0
1443,,,,0,0,0
1444,,,,0,0,0
1445,,,,0,0,0
1446,,,,0,0,0
1447,,,,0,0,0
1448,,,,0,0,0
1449,,,,0,0,0
1450,,,,0,0,0
1451,,,,0,0,0
1452,,,,0,0,0
1453,,,,0,0,0
1454,,,,0,0,0
1455,,,,0,0,0
1456,,,,0,0,0
1457,,,,0,0,0
1458,,,,0,0,0
1459,,,,0,0,0
1460,,,,0,0,0
1461,,,,0,0,0
1462,,,,0,0,0
1463,,,,0,0,0
1464,,,,0,0,0
1465,,,,0,0,0
1466,,,,0,0,0
1467,,,,0,0,0
1468,,,,0,0,0
1469,,,,0,0,0
1470,,,,0,0,0
1471,,,,0,0,0
1472,,,,0,0,0
1473,,,,0,0,0
1474,,,,0,0,0
1475,,,,0,0,0
1476,,,,0,0,0
1477,,,,0,0,0
1478,,,,0,0,0
1479,,,,0,0,0
1480,,,,0,0,0
1481,,,,0,0,0
1482,,,,0,0,0
1483,,,,0,0,0
1484,,,,0,0,0
1485,,,,0,0,0
1486,,,,0,0,0
1487,,,,0,0,0
1488,,,,0,0,0
1489,,,,0,0,0
1490,,,,0,0,0
1491,,,,0,0,0
1492,,,,0,0,0
1493,,,,0,0,0
1494,,,,0,0,0
1495,,,,0,0,0
1496,,,,0,0,0
1497,,,,0,0,0
1498,,,,0,0,0
1499,,,,0,0,0
1500,,,,0,0,0
1501,,,,0,0,0
1502,,,,0,0,0
1503,,,,0,0,0
1504,,,,0,0,0
1505,,,,0,0,0
1506,,,,0,0,0
1507,,,,0,0,0
1508,,,,0,0,0
1509,,,,0,0,0
1510,,,,0,0,0
1511,,,,0,0,0
1512,,,,0,0,0
1513,,,,0,0,0
1514,,,,0,0,0
1515,,,,0,0,0
1516,,,,0,0,0
1517,,,,0,0,0
1518,,,,0,0,0
1519,,,,0,0,0
1520,,,,0,0,0
1521,,,,0,0,0
1522,,,,0,0,0
1523,,,,0,0,0
1524,,,,0,0,0
1525,,,,0,0,0
1526,,,,0,0,0
1527,,,,0,0,0
1528,,,,0,0,0
1529,,,,0,0,0
1530,,,,0,0,0
1531,,,,0,0,0
1532,,,,0,0,0
1533,,,,0,0,0
1534,,,,0,0,0
1535,,,,0,0,0
1536,,,,0,0,0
1537,,,,0,0,0
1538,,,,0,0,0
1539,,,,0,0,0
1540,,,,0,0,0
1541,,,,0,0,0
1542,,,,0,0,0
1543,,,,0,0,0
1544,,,,0,0,0
1545,,,,0,0,0
1546,,,,0,0,0
1547,,,,0,0,0
1548,,,,0,0,0
1549,,,,0,0,0
1550,,,,0,0,0
1551,,,,0,0,0
1552,,,,0,0,0
1553,,,,0,0,0
1554,,,,0,0,0
1555,,,,0,0,0
1556,,,,0,0,0
1557,,,,0,0,0
1558,,,,0,0,0
1559,,,,0,0,0
1560,,,,0,0,0
1561,,,,0,0,0
1562,,,,0,0,0
1563,,,,0,0,0
1564,,,,0,0,0
1565,,,,0,0,0
1566,,,,0,0,0
1567,,,,0,0,0
1568,,,,0,0,0
1569,,,,0,0,0
1570,,,,0,0,0
1571,,,,0,0,0
1572,,,,0,0,0
1573,,,,0,0,0
1574,,,,0,0,0
1575,,,,0,0,0
1576,,,,0,0,0
1577,,,,0,0,0
1578,,,,0,0,0
1579,,,,0,0,0
1580,,,,0,0,0
1581,,,,0,0,0
1582,,,,0,0,0
1583,,,,0,0,0
1584,,,,0,0,0
1585,,,,0,0,0
1586,,,,0,0,0
1587,,,,0,0,0
1588,,,,0,0,0
1589,,,,0,0,0
1590,,,,0,0,0
1591,,,,0,0,0
1592,,,,0,0,0
1593,,,,0,0,0
1594,,,,0,0,0
1595,,,,0,0,0
1596,,,,0,0,0
1597,,,,0,0,0
1598,,,,0,0,0
1599,,,,0,0,0
1600,,,,0,0,0
1601,,,,0,0,0
1602,,,,0,0,0
1603,,,,0,0,0
1604,,,,0,0,0
1605,,,,0,0,0
1606,,,,0,0,0
1607,,,,0,0,0
1608,,,,0,0,0
1609,,,,0,0,0
1610,,,,0,0,0
1611,,,,0,0,0
1612,,,,0,0,0
1613,,,,0,0,0
1614,,,,0,0,0
1615,,,,0,0,0
1616,,,,0,0,0
1617,,,,0,0,0
1618,,,,0,0,0
1619,,,,0,0,0
1620,,,,0,0,0
1621,,,,0,0,0
1622,,,,0,0,0
1623,,,,0,0,0
1624,,,,0,0,0
1625,,,,0,0,0
1626,,,,0,0,0
1627,,,,0,0,0
1628,,,,0,0,0
1629,,,,0,0,0
1630,,,,0,0,0
1631,,,,0,0,0
1632,,,,0,0,0
1633,,,,0,0,0
1634,,,,0,0,0
1635,,,,0,0,0
1636,,,,0,0,0
1637,,,,0,0,0
1638,,,,0,0,0
1639,,,,0,0,0
1640,,,,0,0,0
1641,,,,0,0,0
1642,,,,0,0,0
1643,,,,0,0,0
1644,,,,0,0,0
1645,,,,0,0,0
1646,,,,0,0,0
1647,,,,0,0,0
1648,,,,0,0,0
1649,,,,0,0,0
1650,,,,0,0,0
1651,,,,0,0,0
1652,,,,0,0,0
1653,,,,0,0,0
1654,,,,0,0,0
1655,,,,0,0,0
1656,,,,0,0,0
1657,,,,0,0,0
1658,,,,0,0,0
1659,,,,0,0,0
1660,,,,0,0,0
1661,,,,0,0,0
1662,,,,0,0,0
1663,,,,0,0,0
1664,,,,0,0,0
1665,,,,0,0,0
1666,,,,0,0,0
1667,,,,0,0,0
1668,,,,0,0,0
1669,,,,0,0,0
1670,,,,0,0,0
1671,,,,0,0,0
1672,,,,0,0,0
1673,,,,0,0,0
1674,,,,0,0,0
1675,,,,0,0,0
1676,,,,0,0,0
1677,,,,0,0,0
1678,,,,0,0,0
1679,,,,0,0,0
1680,,,,0,0,0
1681,,,,0,0,0
1682,,,,0,0,0
1683,,,,0,0,0
1684,,,,0,0,0
1685,,,,0,0,0
1686,,,,0,0,0
1687,,,,0,0,0
1688,,,,0,0,0
1689,,,,0,0,0
1690,,,,0,0,0
1691,,,,0,0,0
1692,,,,0,0,0
1693,,,,0,0,0
1694,,,,0,0,0
1695,,,,0,0,0
1696,,,,0,0,0
1697,,,,0,0,0
1698,,,,0,0,0
1699,,,,0,0,0
1700,,,,0,0,0
1701,,,,0,0,0
1702,程序版本号 : UNKNOWN,,,0,0,0
1703,ffxiv : UNKNOWN,,,0,0,0
1704,exUNKNOWN : UNKNOWN,,,0,0,0
1705,,,,0,0,0
1706,,,,0,0,0
1707,,,,0,0,0
1708,,,,0,0,0
1709,,,,0,0,0
1710,,,,0,0,0
1711,,,,0,0,0
1712,,,,0,0,0
1713,,,,0,0,0
1714,,,,0,0,0
1715,,,,0,0,0
1716,,,,0,0,0
1717,,,,0,0,0
1718,,,,0,0,0
1719,,,,0,0,0
1720,,,,0,0,0
1721,,,,0,0,0
1722,,,,0,0,0
1723,,,,0,0,0
1724,,,,0,0,0
1725,,,,0,0,0
1726,,,,0,0,0
1727,,,,0,0,0
1728,,,,0,0,0
1729,,,,0,0,0
1730,,,,0,0,0
1731,,,,0,0,0
1732,,,,0,0,0
1733,,,,0,0,0
1734,,,,0,0,0
1735,,,,0,0,0
1736,,,,0,0,0
1737,,,,0,0,0
1738,,,,0,0,0
1739,,,,0,0,0
1740,胡须与伤痕等,,,0,0,0
1741,黑痣与伤痕等,,,0,0,0
1742,刺青,,,0,0,0
1743,耳饰,,,0,0,0
1744,刺青颜色,,,0,0,0
1745,耳饰颜色,,,0,0,0
1746,瞳孔轮廓,,,0,0,0
1747,鳞片与饰品,,,0,0,0
1748,瞳孔轮廓颜色,,,0,0,0
1749,刺青与装饰,,,0,0,0
1750,刺青与装饰颜色,,,0,0,0
1751,黑痣与装饰等,,,0,0,0
1752,,,,0,0,0
1753,牙齿长度,,,0,0,0
1754,,,,0,0,0
1755,刺青与装饰,,,0,0,0
1756,刺青与装饰颜色,,,0,0,0
1757,,,,0,0,0
1758,,,,0,0,0
1759,,,,0,0,0
1760,,,,0,0,0
1761,,,,0,0,0
1762,,,,0,0,0
1763,,,,0,0,0
1764,,,,0,0,0
1765,,,,0,0,0
1766,,,,0,0,0
1767,,,,0,0,0
1768,,,,0,0,0
1769,,,,0,0,0
1770,,,,0,0,0
1771,,,,0,0,0
1772,,,,0,0,0
1773,,,,0,0,0
1774,,,,0,0,0
1775,,,,0,0,0
1776,,,,0,0,0
1777,,,,0,0,0
1778,,,,0,0,0
1779,,,,0,0,0
1780,,,,0,0,0
1781,,,,0,0,0
1782,,,,0,0,0
1783,,,,0,0,0
1784,,,,0,0,0
1785,,,,0,0,0
1786,,,,0,0,0
1787,,,,0,0,0
1788,,,,0,0,0
1789,,,,0,0,0
1790,,,,0,0,0
1791,,,,0,0,0
1792,,,,0,0,0
1793,,,,0,0,0
1794,,,,0,0,0
1795,,,,0,0,0
1796,,,,0,0,0
1797,,,,0,0,0
1798,,,,0,0,0
1799,,,,0,0,0
1800,确定要取消登录吗？,,,0,0,0
1801,一段时间内没有进行任何操作，已经自动登出游戏。,,,0,0,0
1802,**选择此种族需要玩家持有“”。**,,,0,0,0
1803,"RGB : UNKNOWN,UNKNOWN,UNKNOWN",,,0,0,0
1804,防护职业, ,"职能为保护同伴的战斗职业。
有着远超其他职能的防御力，
能学到很多吸引敌方注意力、提升自身防御力的技能。

在初始职业中，剑术师和斧术师属于这一职能。
而成长之后能够选择的特职中，又有骑士、战士、暗黑骑士、绝枪战士等等可供选择。",0,230901,0
1805,治疗职业, ,"职能为治疗同伴的战斗职业。
攻击能力不算出众，
能学到很多治疗同伴、保护同伴的技能。

在初始职业中，幻术师属于这一职能。
而成长之后能够选择的特职中，又有白魔法师、学者、占星术士、贤者等等可供选择。
其中的学者需要将进攻职业中的秘术师修炼到特定阶段后才能转职。",0,230902,0
1806,进攻职业, ,"职能为攻击敌人的战斗职业。
有着远超其他职能的攻击力。
能学到很多攻击敌人、增加自身攻击力的技能。

在初始职业中，格斗家、枪术师、弓箭手、咒术师、秘术师属于这一职能。
而成长之后能够选择的特职中，又有武僧、龙骑士、忍者、武士、钐镰客、蝰蛇剑士、
吟游诗人、机工士、舞者、黑魔法师、召唤师、赤魔法师、绘灵法师、青魔法师等等可供选择。

另外，在进攻职业中，又分为擅长近距离战斗的近战职业，
擅长弓箭、火枪等武器的远程物理职业、以及擅长魔法的远程魔法职业等三种不同类型。",0,230903,0
1807,,,,0,0,0
1808,,,,0,0,0
1809,,,,0,0,0
1810,,,,0,0,0
1811,,,,0,0,0
1812,,,,0,0,0
1813,,,,0,0,0
1814,,,,0,0,0
1815,,,,0,0,0
1816,,,,0,0,0
1817,,,,0,0,0
1818,,,,0,0,0
1819,,,,0,0,0
1820,,,,0,0,0
1821,,,,0,0,0
1822,,,,0,0,0
1823,,,,0,0,0
1824,,,,0,0,0
1825,,,,0,0,0
1826,,,,0,0,0
1827,,,,0,0,0
1828,,,,0,0,0
1829,,,,0,0,0
1830,,,,0,0,0
1831,,,,0,0,0
1832,,,,0,0,0
1833,,,,0,0,0
1834,,,,0,0,0
1835,,,,0,0,0
1836,,,,0,0,0
1837,,,,0,0,0
1838,,,,0,0,0
1839,,,,0,0,0
1840,,,,0,0,0
1841,,,,0,0,0
1842,,,,0,0,0
1843,,,,0,0,0
1844,,,,0,0,0
1845,,,,0,0,0
1846,,,,0,0,0
1847,,,,0,0,0
1848,,,,0,0,0
1849,,,,0,0,0
1850,,,,0,0,0
1851,,,,0,0,0
1852,,,,0,0,0
1853,,,,0,0,0
1854,,,,0,0,0
1855,,,,0,0,0
1856,,,,0,0,0
1857,,,,0,0,0
1858,,,,0,0,0
1859,,,,0,0,0
1860,,,,0,0,0
1861,,,,0,0,0
1862,,,,0,0,0
1863,,,,0,0,0
1864,,,,0,0,0
1865,,,,0,0,0
1866,,,,0,0,0
1867,,,,0,0,0
1868,,,,0,0,0
1869,,,,0,0,0
1870,,,,0,0,0
1871,,,,0,0,0
1872,,,,0,0,0
1873,,,,0,0,0
1874,,,,0,0,0
1875,,,,0,0,0
1876,,,,0,0,0
1877,,,,0,0,0
1878,,,,0,0,0
1879,,,,0,0,0
1880,,,,0,0,0
1881,,,,0,0,0
1882,,,,0,0,0
1883,,,,0,0,0
1884,,,,0,0,0
1885,,,,0,0,0
1886,,,,0,0,0
1887,,,,0,0,0
1888,,,,0,0,0
1889,,,,0,0,0
1890,,,,0,0,0
1891,,,,0,0,0
1892,,,,0,0,0
1893,,,,0,0,0
1894,,,,0,0,0
1895,,,,0,0,0
1896,,,,0,0,0
1897,,,,0,0,0
1898,,,,0,0,0
1899,,,,0,0,0
1900,,,,0,0,0
1901,,,,0,33,0
1902,,,,0,22,0
1903,,,,0,55,0
1904,,,,0,420,0
1905,,,,0,340,0
1906,,,,0,500,0
1907,,,,0,450,0
1908,,,,0,11,0
1909,,,,0,32,0
1910,,,,0,0,0
1911,,,,0,20,0
1912,,,,0,12,0
1913,,,,0,50,0
1914,,,,0,300,0
1915,,,,0,240,0
1916,,,,0,360,0
1917,,,,0,450,0
1918,,,,0,0,0
1919,,,,0,0,0
1920,,,,0,0,0
1921,,,,0,20,0
1922,,,,0,15,0
1923,,,,0,40,0
1924,,,,0,300,0
1925,,,,0,240,0
1926,,,,0,360,0
1927,,,,0,450,0
1928,,,,0,0,0
1929,,,,0,77,0
1930,,,,0,60,0
1931,,,,0,10,0
1932,,,,0,5,0
1933,,,,0,40,0
1934,,,,0,200,0
1935,,,,0,160,0
1936,,,,0,240,0
1937,,,,0,250,0
1938,,,,0,85,0
1939,,,,0,60,0
1940,,,,0,0,0
1941,,,,0,0,0
1942,,,,0,0,0
1943,,,,0,33,0
1944,,,,0,450,0
1945,,,,0,0,0
1946,,,,0,0,0
1947,,,,0,0,0
1948,,,,0,0,0
1949,,,,0,0,0
1950,请选择角色种族及性别。,,,0,0,0
1951,请选择角色部族。,,,0,0,0
1952,请选择角色性别。,,,0,0,0
1953,请设置角色特征。,,,0,0,0
1954,"请设置角色命名日期。

**角色的生日对游戏进程没有任何影响。**",,,0,0,0
1955,"请选择角色守护神。

**角色的守护神对游戏进程没有任何影响。**",,,0,0,0
1956,请选择开始游戏时的职业。,,,0,0,0
1957,请选择角色所在服务器。,,,0,0,0
1958,请设置角色姓名。,,,0,0,0
1959,请修改角色姓名。,,,0,0,0
1960,将当前的预览服装设为雇员的正式服装。游戏中雇员将会穿着这套服装出现。,,,0,0,0
1961,将角色的预览服装更换为初期装备。此套服装在游戏开始时会作为默认装备。,,,0,0,0
1962,将角色的预览服装更换为所选初始职业成长后对应的特职专有装备。为角色选择战斗职业之后即可查看。,,,0,0,0
1963,将角色的预览服装更换为内衣。此套服装在游戏中将装备卸除后即可看到。,,,0,0,0
1964,将角色的姿势设置为站姿。可以方便地查看各个细节。,,,0,0,0
1965,预览角色各种情感动作的表现。可以方便地确认角色的动作习惯。,,,0,0,0
1966,,,,0,0,0
1967,将背景画面与环境切换到“以太空间”。,,,0,0,0
1968,将背景画面与环境切换到“森林场景”。,,,0,0,0
1969,将背景画面与环境切换到“室内”。,,,0,0,0
1970,放弃未完成的角色，退出角色创建。,,,0,0,0
1971,将背景画面与环境切换到“海岸场景”。,,,0,0,0
1972,将背景画面与环境切换到“荒野场景”。,,,0,0,0
1973,艾欧泽亚历,,"星与灵双极性交互轮回之月，依6属性顺次排列，从而成为一“年”。
（※所选月日对应的新历日期会显示在画面下部）",0,0,0
