#,StageFull,Stage,IndexText2,IndexText,IndexNpc,Thumbnail,Unknown4,Unknown12,Unknown13,FestivalId,Unknown14,LodestoneRank,FestivalPhase,Unknown8,Unknown9,Unknown10,Unknown11,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24
149,"第二次宇宙飞线铺设工程支援行动　物资收集中
 **请积极参加探索任务筹备物资吧！",第二次宇宙飞线铺设工程支援行动　物资收集中,"我们需要在蓝裂幽陆建设宇宙飞线！
请积极参加探索任务帮忙筹备物资！",我们需要在蓝裂幽陆建设宇宙飞线！一起筹备物资吧！,查明威,241081,166,17,0,170,0,7,10,5,1,0,0,6,3,4,0,0,0,0,0,0,False
150,"第二次宇宙飞线铺设工程支援行动　施工中
**请静待宇宙飞线铺设完成！",第二次宇宙飞线铺设工程支援行动　施工中,"正在为蓝裂幽陆铺设宇宙飞线！
竣工之后整体环境将会变得更加便利，请再耐心等待一下！",正在为蓝裂幽陆铺设宇宙飞线！请静待铺设完成！,查明威,241081,166,18,1452,170,0,7,10,5,1,0,0,6,3,4,0,0,0,0,0,0,False
151,"蓝裂幽陆线　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",蓝裂幽陆线　竣工,"蓝裂幽陆线竣工啦！
今后就能更方便前往远处调查了，感谢大家的帮助！",蓝裂幽陆线竣工啦！感谢大家的帮助！,查明威,241082,166,19,1580,170,0,8,10,6,1,0,0,6,3,4,5,0,0,0,0,0,False
152,"大地基地重建工程　物资准备中
 **请积极参加探索任务筹备物资吧！",大地基地重建工程　物资准备中,"为了给基地深处的结晶体自形晶做修复，要对基地进行重建！
说不定能解开曾经生活在这个星球上的先驱者们的谜团！",为了给基地深处的损坏的结晶体自形晶做修复准备，要对基地进行重建！,查明威,241083,166,20,0,170,0,9,11,5,1,0,0,6,3,4,5,0,0,0,0,15,True
153,"大地基地重建工程　联合工程准备中
**请在动工开始前前往集合地点！",大地基地重建工程　联合工程准备中,"联合工程“大地基地重建工程”动工时间确定啦！
到时候请务必要来帮忙呀！",联合工程“大地基地重建工程”动工时间确定啦！到时候一定要来帮忙呀！,查明威,241083,166,21,1451,170,0,9,11,5,1,0,0,6,3,4,5,0,0,0,0,0,False
154,"大地基地重建工程　联合工程进行中
**请前往大地基地积极参与其中吧！",大地基地重建工程　联合工程进行中,"联合工程“大地基地重建工程”正在进行中！
请一定要来帮忙呀！",联合工程“大地基地重建工程”正在进行中！请一定要来帮忙呀！,查明威,241083,0,0,0,170,0,9,11,0,1,0,0,6,3,4,5,0,0,0,0,0,False
155,"大地基地重建工程　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",大地基地重建工程　竣工,"大地基地重建完工啦！
接下来的目标就是要让中央设施完全恢复运转！",大地基地重建完工啦！感谢大家的帮助！,查明威,241084,166,23,1581,170,0,10,12,6,2,0,0,6,3,4,5,0,0,0,0,16,False
156,"自形晶修复计划　支援物资准备中
 **请积极参加探索任务筹备支援物资吧！",自形晶修复计划　支援物资准备中,"基地中的结晶体自形晶的表面老化浑浊了！
需要对其进行活化并调整以太的流动性，修复计划正在进行中！",我们需要对基地的中央设施自形晶进行活化修复！,查明威,241085,166,24,0,170,0,11,13,5,2,0,0,6,3,4,5,0,0,0,0,17,True
157,"自形晶修复计划　联合工程准备中
**请在正式开始前前往集合地点！",自形晶修复计划　联合工程准备中,"联合工程“自形晶修复计划”开始时间确定啦！
到时候请务必要来帮忙呀！",联合工程“自形晶修复计划”开始时间确定啦！到时候一定要来帮忙呀！,查明威,241085,166,25,1451,170,0,11,13,5,2,0,0,6,3,4,5,0,0,0,0,0,False
158,"自形晶修复计划　联合工程进行中
**请前往大地基地内的架台积极参与其中吧！",自形晶修复计划　联合工程进行中,"联合工程“自形晶修复计划”正在进行中！
请一定要来帮忙呀！",联合工程“自形晶修复计划”正在进行中！请一定要来帮忙呀！,查明威,241085,0,0,0,170,0,11,13,0,2,0,0,6,3,4,5,0,0,0,0,0,False
159,"自形晶修复计划　圆满完成
**下一项工程尚在计划阶段，请先随意放松一下吧！",自形晶修复计划　圆满完成,"自形晶中央设施的修复完成啦！
接下来研究团队就要开始解析工作了！",自形晶中央设施的修复完成啦！感谢大家的帮助！,查明威,241086,166,27,1582,170,0,12,14,6,2,0,0,6,3,4,5,0,0,0,0,18,False
160,"宇宙港建设工程支援行动　物资准备中
 **请积极参加探索任务筹备物资吧！",宇宙港建设工程支援行动　物资准备中,"为了能将该星球的遗物和矿石更高效地送往亚伊太利斯，
我们需要对宇宙港进行升级！",我们需要对宇宙港进行升级！请帮忙筹备必要物资！,查明威,241087,166,28,0,170,0,13,15,5,2,0,0,6,3,4,5,0,0,0,0,19,True
161,"宇宙港建设工程支援行动　联合工程准备中
**请在动工开始前前往集合地点！",宇宙港建设工程支援行动　联合工程准备中,"联合工程“宇宙港建设工程支援行动”动工时间确定啦！
到时候请务必要来帮忙呀！",联合工程“宇宙港建设工程支援行动”动工时间确定啦！到时候一定要来帮忙呀！,查明威,241087,166,29,1451,170,0,13,15,5,2,0,0,6,3,4,5,0,0,0,0,0,False
162,"宇宙港建设工程支援行动　联合工程进行中
**请前往大地基地北边积极参与其中吧！",宇宙港建设工程支援行动　联合工程进行中,"联合工程“宇宙港建设工程支援行动”正在进行中！
请一定要来帮忙呀！",联合工程“宇宙港建设工程支援行动”正在进行中！请一定要来帮忙呀！,查明威,241087,0,0,0,170,0,13,15,0,2,0,0,6,3,4,5,0,0,0,0,0,False
163,"宇宙港　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",宇宙港　竣工,"宇宙港升级完成后，可以将更多研究物资送往亚伊太利斯啦！
相信今后的研究工作一定能有条不紊地推进吧！",宇宙港升级完成啦！感谢大家的帮助！,查明威,241088,166,31,1583,170,0,14,16,6,2,0,0,6,3,4,5,0,0,0,0,20,False
164,"翠核深谷遗迹挖掘计划　支援物资准备中
 **请积极参加探索任务筹备支援物资吧！",翠核深谷遗迹挖掘计划　支援物资准备中,"在翠核深谷发现了疑似遗迹的痕迹！
请协助挖掘计划，帮忙筹备支援物资！",为了方便对在翠核深谷发现的遗迹进行挖掘，请帮忙筹备支援物资！,查明威,241089,166,32,0,170,0,15,17,5,2,0,0,6,3,4,5,0,0,0,0,0,True
165,"翠核深谷遗迹挖掘计划　联合工程准备中
**请在正式开始前前往集合地点！",翠核深谷遗迹挖掘计划　联合工程准备中,"联合工程“翠核深谷遗迹挖掘计划”开始时间确定啦！
到时候请务必要来帮忙呀！",联合工程“翠核深谷遗迹挖掘计划”开始时间确定啦！到时候一定要来帮忙呀！,查明威,241089,166,33,1451,170,0,15,17,5,2,0,0,6,3,4,5,0,0,0,0,0,False
166,"翠核深谷遗迹挖掘计划　联合工程进行中
**请前往翠核深谷积极参与其中吧！",翠核深谷遗迹挖掘计划　联合工程进行中,"联合工程“翠核深谷遗迹挖掘计划”正在进行中！
请一定要来帮忙呀！",联合工程“翠核深谷遗迹挖掘计划”正在进行中！请一定要来帮忙呀！,查明威,241089,0,0,0,170,0,15,17,0,2,0,0,6,3,4,5,0,0,0,0,0,False
167,"翠核深谷遗迹挖掘计划　圆满完成
**下一项工程尚在计划阶段，请先随意放松一下吧！",翠核深谷遗迹挖掘计划　圆满完成,"在翠核深谷进行一番发掘后发现了遗迹入口！
宇宙飞线也已经顺利延长，感谢大家的帮助！",通往翠核深谷的宇宙飞线已经顺利延长啦！感谢大家的帮助！,查明威,241090,166,35,1584,170,0,16,18,6,2,0,0,6,3,4,5,0,0,0,0,0,False
168,"翠核深谷遗迹解锁计划　支援物资准备中
 **请积极参加探索任务筹备支援物资吧！",翠核深谷遗迹解锁计划　支援物资准备中,"想要打开遗迹的大门，似乎需要对入口处的矿石进行活化！
请积极为解锁计划提供帮助！",为了打开翠核深谷遗迹的大门，请帮忙筹备支援物资！,查明威,241091,166,36,0,170,0,17,19,5,2,0,0,6,3,4,5,0,0,0,0,0,True
169,"翠核深谷遗迹解锁计划　联合工程准备中
**请在正式开始前前往集合地点！",翠核深谷遗迹解锁计划　联合工程准备中,"联合工程“翠核深谷遗迹解锁计划”开始时间确定啦！
到时候请务必要来帮忙呀！",联合工程“翠核深谷遗迹解锁计划”开始时间确定啦！到时候一定要来帮忙呀！,查明威,241091,166,37,1451,170,0,17,19,5,2,0,0,6,3,4,5,0,0,0,0,0,False
170,"翠核深谷遗迹解锁计划　联合工程进行中
**请前往翠核深谷遗迹积极参与其中吧！",翠核深谷遗迹解锁计划　联合工程进行中,"联合工程“翠核深谷遗迹解锁计划”正在进行中！
请一定要来帮忙呀！",联合工程“翠核深谷遗迹解锁计划”正在进行中！请一定要来帮忙呀！,查明威,241091,0,0,0,170,0,17,19,0,2,0,0,6,3,4,5,0,0,0,0,0,False
171,"翠核深谷遗迹　解锁完成
**下一项工程尚在计划阶段，请先随意放松一下吧！",翠核深谷遗迹　解锁完成,"成功打开了翠核深谷遗迹的大门！
可以进一步探索里面究竟有什么了！",成功打开了翠核深谷遗迹的大门！感谢大家的帮助！,查明威,241092,166,39,1585,170,0,18,20,6,2,0,0,6,3,4,5,0,0,0,0,0,False
172,"翠核深谷遗迹修复计划　支援物资准备中
 **请积极参加探索任务筹备支援物资吧！",翠核深谷遗迹修复计划　支援物资准备中,"让在翠核深谷遗迹内部发现的结晶体重新运转起来，
修复遗迹，解开先驱者们谜团的计划正在进行中！",我们要让在遗迹内发现的结晶体设施重新运转起来，请帮忙筹备支援物资！,查明威,241093,166,40,0,170,0,19,21,5,2,0,0,6,3,4,5,0,0,0,0,0,True
173,"翠核深谷遗迹修复计划　联合工程准备中
**请在正式开始前前往集合地点！",翠核深谷遗迹修复计划　联合工程准备中,"联合工程“翠核深谷遗迹修复计划”开始时间确定啦！
到时候请务必要来帮忙呀！",联合工程“翠核深谷遗迹修复计划”开始时间确定啦！到时候一定要来帮忙呀！,查明威,241093,166,41,1451,170,0,19,21,5,2,0,0,6,3,4,5,0,0,0,0,0,False
174,"翠核深谷遗迹修复计划　联合工程进行中
**请前往翠核深谷遗迹积极参与其中吧！",翠核深谷遗迹修复计划　联合工程进行中,"联合工程“翠核深谷遗迹修复计划”正在进行中！
请一定要来帮忙呀！",联合工程“翠核深谷遗迹修复计划”正在进行中！请一定要来帮忙呀！,查明威,241093,0,0,0,170,0,19,21,0,2,0,0,6,3,4,5,0,0,0,0,0,False
175,"翠核深谷遗迹　修复完成
**下一项工程尚在计划阶段，请先随意放松一下吧！",翠核深谷遗迹　修复完成,"随着导石修复完成，遗迹内部原本的功能也恢复了！
这下就可以对遗迹深处进行正式的调查啦！",遗迹的导石修复完成啦！感谢大家的帮助！,查明威,241094,166,43,1586,170,0,20,22,6,2,0,0,6,3,4,5,0,0,0,0,0,False
176,"翠核深谷遗迹最深处重启计划　支援物资准备中
 **请积极参加探索任务筹备支援物资吧！",翠核深谷遗迹最深处重启计划　支援物资准备中,"就像之前修复自形晶一样，我们要对遗迹最深处的劣化结晶体
进行活化并调整以太的流动性，修复计划正在进行中！",我们需要对遗迹最深处的劣化结晶体进行活化修复！请帮忙筹备支援物资！,查明威,241095,166,44,0,170,0,21,23,5,2,0,0,6,3,4,5,0,0,0,0,0,True
177,"翠核深谷遗迹最深处重启计划　联合工程准备中
**请在正式开始前前往集合地点！",翠核深谷遗迹最深处重启计划　联合工程准备中,"联合工程“翠核深谷遗迹最深处重启计划”开始时间确定啦！
到时候请务必要来帮忙呀！",联合工程“翠核深谷遗迹最深处重启计划”开始时间确定啦！到时候一定要来帮忙呀！,查明威,241095,166,45,1451,170,0,21,23,5,2,0,0,6,3,4,5,0,0,0,0,0,False
178,"翠核深谷遗迹最深处重启计划　联合工程进行中
**请前往翠核深谷遗迹积极参与其中吧！",翠核深谷遗迹最深处重启计划　联合工程进行中,"联合工程“翠核深谷遗迹最深处重启计划”正在进行中！
请一定要来帮忙呀！",联合工程“翠核深谷遗迹最深处重启计划”正在进行中！请一定要来帮忙呀！,查明威,241095,0,0,0,170,0,21,23,0,2,0,0,6,3,4,5,0,0,0,0,0,False
179,"翠核深谷遗迹最深处　重启完成
**下一项工程尚在计划阶段，请先随意放松一下吧！",翠核深谷遗迹最深处　重启完成,"荒漠地洞遗迹最深处的设施元形晶已经重新开始运转啦！
感谢大家的帮助！",荒漠地洞遗迹的元形晶重新开始运转啦！感谢大家的帮助！,查明威,241096,166,47,1587,170,0,22,24,6,2,0,0,6,3,4,5,0,0,0,0,0,False
180,"第三次宇宙飞线铺设工程支援行动　物资收集中
 **请积极参加探索任务筹备物资吧！",第三次宇宙飞线铺设工程支援行动　物资收集中,"我们需要在翠核深谷内部建设宇宙飞线！
请积极参加探索任务帮忙筹备物资！",我们需要在翠核深谷内部建设宇宙飞线！一起筹备物资吧！,查明威,241097,166,48,0,170,0,22,25,5,2,0,0,6,3,4,5,0,0,0,0,0,False
181,"第三次宇宙飞线铺设工程支援行动　施工中
**请静待宇宙飞线铺设完成！",第三次宇宙飞线铺设工程支援行动　施工中,"正在为翠核深谷内部铺设宇宙飞线！
竣工之后整体环境将会变得更加便利，请再耐心等待一下！",正在为翠核深谷内部铺设宇宙飞线！请静待铺设完成！,查明威,241097,166,49,1452,170,0,22,25,5,2,0,0,6,3,4,5,0,0,0,0,0,False
182,"翠核深谷线　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",翠核深谷线　竣工,"翠核深谷线竣工啦！
今后就能更方便前往远处调查了，感谢大家的帮助！",翠核深谷线竣工啦！感谢大家的帮助！,查明威,241098,166,50,1588,170,0,23,25,6,2,0,0,6,3,4,5,0,0,0,0,0,False
183,"大地基地结构强化工程　物资收集中
 **请积极参加探索任务筹备物资吧！",大地基地结构强化工程　物资收集中,"我们需要在总部基地最高处建造通讯设施，方便接收来自翠核深谷遗迹的大量情报！
为了对此进行准备，基地结构强化计划正在进行中！",为了给在总部基地最高处建造通讯设施做准备，我们需要对基地进行结构强化！,查明威,241099,166,51,0,170,0,24,26,5,2,0,0,6,3,4,5,0,0,0,0,30,True
184,"大地基地结构强化工程　联合工程准备中
**请在动工开始前前往集合地点！",大地基地结构强化工程　联合工程准备中,"联合工程“大地基地结构强化工程”动工时间确定啦！
到时候请务必要来帮忙呀！",联合工程“大地基地结构强化工程”动工时间确定啦！到时候一定要来帮忙呀！,查明威,241099,166,52,1451,170,0,24,26,5,2,0,0,6,3,4,5,0,0,0,0,0,False
185,"大地基地结构强化工程　联合工程进行中
**请前往大地基地积极参与其中吧！",大地基地结构强化工程　联合工程进行中,"联合工程“大地基地结构强化工程”正在进行中！
请一定要来帮忙呀！",联合工程“大地基地结构强化工程”正在进行中！请一定要来帮忙呀！,查明威,241099,0,0,0,170,0,24,26,0,2,0,0,6,3,4,5,0,0,0,0,0,False
186,"大地基地结构强化工程　竣工
**下一项工程尚在计划阶段，请先随意放松一下吧！",大地基地结构强化工程　竣工,"成功对总部基地的结构进行了强化！
这下就可以在基地最高处建造通讯设施啦，感谢大家的帮助！",成功对基地结构进行了强化！这下就可以乘坐升降机前往基地上面了！,查明威,241100,166,54,1589,170,0,25,27,6,2,0,0,6,3,4,5,0,0,34,35,31,False
187,"自形晶重启作战　物资收集中
 **请积极参加探索任务筹备物资吧！",自形晶重启作战　物资收集中,"在大地基地最高处建造巨大的通讯设备，
将来自翠核深谷遗迹的数据传送到自形晶的计划正在进行中！",我们需要在大地基地建造巨大的通讯设备！请帮忙筹备必要物资！,查明威,241101,166,55,0,170,0,26,28,5,2,0,0,6,3,4,5,0,0,34,35,0,True
188,"自形晶重启作战　联合工程准备中
**请乘坐升降机前往大地基地最高处集合！",自形晶重启作战　联合工程准备中,"联合工程“自形晶重启作战”动工时间确定啦！
到时候请务必要来帮忙呀！",联合工程“自形晶重启作战”动工时间确定啦！到时候一定要来帮忙呀！,查明威,241101,166,56,1451,170,203,26,28,5,2,0,0,6,3,4,5,0,0,34,35,0,False
189,"自形晶重启作战　联合工程进行中
**请乘坐大地基地的升降机积极前往参加吧！",自形晶重启作战　联合工程进行中,"联合工程“自形晶重启作战”正在进行中！
请一定要乘坐大地基地的升降机来帮忙呀！",联合工程“自形晶重启作战”正在进行中！请一定要来帮忙呀！,查明威,241101,0,0,0,170,203,26,28,0,2,0,0,6,3,4,5,0,0,34,35,0,False
190,"自形晶重启作战　准备完成
**遐想漫天星空，自由度过当下的时光吧！",自形晶重启作战　准备完成,"通讯设备立石塔完工啦！
感谢大家一直以来的帮助！",通讯设备立石塔完工啦！感谢大家一直以来的帮助！,查明威,241102,166,58,1590,170,0,27,29,6,2,0,0,6,3,4,5,0,0,34,35,33,False
191,"俄匊斯行星探索计划　圆满完成
**遐想漫天星空，自由度过当下的时光吧！",俄匊斯行星探索计划　圆满完成,"在大家的辛勤工作下，
行星的调查和解析工作取得了突破性进展！太感谢各位啦！",在大家的辛勤工作下，行星的调查和解析工作取得了突破性进展！太感谢各位啦！,查明威,241103,166,59,0,170,0,27,30,5,2,0,0,6,3,4,5,0,0,34,35,0,False
192,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
193,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
194,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
195,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
196,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
197,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
198,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
199,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
