#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,Unknown2,Unknown3,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,Unknown4,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
22136,炮手护目镜+1,,禁地兵装+1,炮手护目镜+1,0,0,0,1,0,0,65865,0,0,0,0,0,0,204,204,77,78,77,54,0,0,0,0,0,0,0,0,70,0,1,96,0,0,4,0,0,0,2,3,27,45,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,40967,340,27010,0,0,0,0,3,4,34,0,3,5,0,2,11,True,True,False,False,False,False,False,False
22137,炮手外套+1,,禁地兵装+1,炮手外套+1,0,0,0,1,0,0,65865,0,0,0,0,0,0,273,273,122,124,122,85,0,0,0,0,0,0,0,0,70,0,1,96,0,0,4,0,0,0,2,3,44,22,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,43328,340,27010,0,0,0,0,3,4,35,0,4,5,0,2,13,True,True,False,False,False,True,False,False
22138,炮手手套+1,,禁地兵装+1,炮手手套+1,0,0,0,1,0,0,65865,0,0,0,0,0,0,204,204,77,78,77,54,0,0,0,0,0,0,0,0,70,0,1,96,0,0,4,0,0,0,2,3,45,44,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,44524,340,27010,0,0,0,0,3,4,37,0,5,5,0,2,12,True,True,False,False,False,False,False,False
22139,炮手马裤+1,,禁地兵装+1,炮手马裤+1,0,0,0,1,0,0,65865,0,0,0,0,0,0,273,273,122,124,122,85,0,0,0,0,0,0,0,0,70,0,1,96,0,0,4,0,0,0,2,3,44,27,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,45901,340,27010,0,0,0,0,3,4,36,0,7,5,0,2,13,True,True,False,False,False,False,False,False
22140,炮手长靴+1,,禁地兵装+1,炮手长靴+1,0,0,0,1,0,0,65865,0,0,0,0,0,0,204,204,77,78,77,54,0,0,0,0,0,0,0,0,70,0,1,96,0,0,4,0,0,0,2,3,22,44,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,46694,340,27010,0,0,0,0,3,4,38,0,8,5,0,2,12,True,True,False,False,False,False,False,False
22141,星座包头巾+1,,禁地兵装+1,星座包头巾+1,0,0,0,1,0,0,65866,0,0,0,0,0,0,148,259,77,70,77,54,0,0,0,0,0,0,0,0,70,0,1,99,0,0,6,0,0,0,5,3,27,46,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,2,0,7,21800,41674,340,44010,0,0,0,0,3,4,34,0,3,5,0,2,13,True,True,False,False,False,True,False,False
22142,星座上装+1,,禁地兵装+1,星座上装+1,0,0,0,1,0,0,65866,0,0,0,0,0,0,198,347,122,112,122,85,0,0,0,0,0,0,0,0,70,0,1,99,0,0,6,0,0,0,5,3,6,44,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,2,0,7,21800,43776,340,44010,0,0,0,0,3,4,35,0,4,5,0,2,13,True,True,False,False,False,True,False,False
22143,星座护臂+1,,禁地兵装+1,星座护臂+1,0,0,0,1,0,0,65866,0,0,0,0,0,0,148,259,77,70,77,54,0,0,0,0,0,0,0,0,70,0,1,99,0,0,6,0,0,0,5,3,46,6,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,2,0,7,21800,48269,340,44010,0,0,0,0,3,4,37,0,5,5,0,2,13,True,True,False,False,False,False,False,False
22144,星座长裤+1,,禁地兵装+1,星座长裤+1,0,0,0,1,0,0,65866,0,0,0,0,0,0,198,347,122,112,122,85,0,0,0,0,0,0,0,0,70,0,1,99,0,0,6,0,0,0,5,3,44,6,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,2,0,7,21800,45907,340,44010,0,0,0,0,3,4,36,0,7,5,0,2,13,True,True,False,False,False,False,False,False
22145,星座凉鞋+1,,禁地兵装+1,星座凉鞋+1,0,0,0,1,0,0,65866,0,0,0,0,0,0,148,259,77,70,77,54,0,0,0,0,0,0,0,0,70,0,1,99,0,0,6,0,0,0,5,3,27,46,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,2,0,7,21800,46697,340,44010,0,0,0,0,3,4,38,0,8,5,0,2,12,True,True,False,False,False,False,False,False
22146,明珍阵笠+1,,禁地兵装+1,明珍阵笠+1,0,0,0,1,0,0,65913,0,0,0,0,0,0,204,204,77,78,77,54,0,0,0,0,0,0,0,0,70,0,1,111,0,0,3,0,0,0,1,3,44,27,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,40743,340,17010,0,0,0,0,3,4,34,0,3,5,0,2,13,True,True,False,False,False,True,False,False
22147,明珍羽织+1,,禁地兵装+1,明珍羽织+1,0,0,0,1,0,0,65913,0,0,0,0,0,0,273,273,122,124,122,85,0,0,0,0,0,0,0,0,70,0,1,111,0,0,3,0,0,0,1,3,27,45,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,43329,340,17010,0,0,0,0,3,4,35,0,4,5,0,2,13,True,True,False,False,False,True,False,False
22148,明珍手甲+1,,禁地兵装+1,明珍手甲+1,0,0,0,1,0,0,65913,0,0,0,0,0,0,204,204,77,78,77,54,0,0,0,0,0,0,0,0,70,0,1,111,0,0,3,0,0,0,1,3,45,27,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,44525,340,17010,0,0,0,0,3,4,37,0,5,5,0,2,12,True,True,False,False,False,False,False,False
22149,明珍袴+1,,禁地兵装+1,明珍袴+1,0,0,0,1,0,0,65913,0,0,0,0,0,0,273,273,122,124,122,85,0,0,0,0,0,0,0,0,70,0,1,111,0,0,3,0,0,0,1,3,22,44,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,45904,340,17010,0,0,0,0,3,4,36,0,7,5,0,2,13,True,True,False,False,False,False,False,False
22150,明珍木屐+1,,禁地兵装+1,明珍木屐+1,0,0,0,1,0,0,65913,0,0,0,0,0,0,204,204,77,78,77,54,0,0,0,0,0,0,0,0,70,0,1,111,0,0,3,0,0,0,1,3,44,45,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,49847,340,17010,0,0,0,0,3,4,38,0,8,5,0,2,8,True,True,False,False,False,False,False,False
22151,斗剑礼帽+1,,禁地兵装+1,斗剑礼帽+1,0,0,0,1,0,0,65914,0,0,0,0,0,0,148,259,77,70,77,54,0,0,0,0,0,0,0,0,70,0,1,112,0,0,5,0,0,0,4,3,27,44,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,41356,340,37010,0,0,0,0,3,4,34,0,3,5,0,2,13,True,True,False,False,False,True,False,False
22152,斗剑罩衣+1,,禁地兵装+1,斗剑罩衣+1,0,0,0,1,0,0,65914,0,0,0,0,0,0,198,347,122,112,122,85,0,0,0,0,0,0,0,0,70,0,1,112,0,0,5,0,0,0,4,3,44,27,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,43775,340,37010,0,0,0,0,3,4,35,0,4,5,0,2,13,True,True,False,False,False,True,False,False
22153,斗剑手套+1,,禁地兵装+1,斗剑手套+1,0,0,0,1,0,0,65914,0,0,0,0,0,0,148,259,77,70,77,54,0,0,0,0,0,0,0,0,70,0,1,112,0,0,5,0,0,0,4,3,46,22,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,44526,340,37010,0,0,0,0,3,4,37,0,5,5,0,2,12,True,True,False,False,False,False,False,False
22154,斗剑马裤+1,,禁地兵装+1,斗剑马裤+1,0,0,0,1,0,0,65914,0,0,0,0,0,0,198,347,122,112,122,85,0,0,0,0,0,0,0,0,70,0,1,112,0,0,5,0,0,0,4,3,22,44,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,45906,340,37010,0,0,0,0,3,4,36,0,7,5,0,2,13,True,True,False,False,False,False,False,False
22155,斗剑长靴+1,,禁地兵装+1,斗剑长靴+1,0,0,0,1,0,0,65914,0,0,0,0,0,0,148,259,77,70,77,54,0,0,0,0,0,0,0,0,70,0,1,112,0,0,5,0,0,0,4,3,46,27,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,46696,340,37010,0,0,0,0,3,4,38,0,8,5,0,2,12,True,True,False,False,False,False,False,False
22156,侠义头冠+2,,禁地兵装+2,侠义头冠+2,0,0,0,1,0,0,65854,0,0,0,0,0,0,374,374,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,20,0,0,1,0,0,0,1,3,44,45,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,40741,345,1010,0,0,0,0,3,4,34,0,3,5,0,2,11,True,True,False,False,False,False,False,False
22157,侠义战甲+2,,禁地兵装+2,侠义战甲+2,0,0,0,1,0,0,65854,0,0,0,0,0,0,502,502,124,125,123,86,0,0,0,0,0,0,0,0,70,0,1,20,0,0,1,0,0,0,1,3,44,27,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,48133,345,1010,0,0,0,0,3,4,35,0,4,5,0,2,10,True,True,False,False,False,True,False,False
22158,侠义手铠+2,,禁地兵装+2,侠义手铠+2,0,0,0,1,0,0,65854,0,0,0,0,0,0,374,374,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,20,0,0,1,0,0,0,1,3,27,44,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,48594,345,1010,0,0,0,0,3,4,37,0,5,5,0,2,10,True,True,False,False,False,False,False,False
22159,侠义腿甲+2,,禁地兵装+2,侠义腿甲+2,0,0,0,1,0,0,65854,0,0,0,0,0,0,502,502,124,125,123,86,0,0,0,0,0,0,0,0,70,0,1,20,0,0,1,0,0,0,1,3,45,19,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,45897,345,1010,0,0,0,0,3,4,36,0,7,5,0,2,13,True,True,False,False,False,False,False,False
22160,侠义锁甲靴+2,,禁地兵装+2,侠义锁甲靴+2,0,0,0,1,0,0,65854,0,0,0,0,0,0,374,374,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,20,0,0,1,0,0,0,1,3,19,44,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,47091,345,1010,0,0,0,0,3,4,38,0,8,5,0,2,10,True,True,False,False,False,False,False,False
22161,和平头冠+2,,禁地兵装+2,和平头冠+2,0,0,0,1,0,0,65855,0,0,0,0,0,0,206,206,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,21,0,0,3,0,0,0,1,3,44,27,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,40742,345,15010,0,0,0,0,3,4,34,0,3,5,0,2,11,True,True,False,False,False,False,False,False
22162,和平坎肩+2,,禁地兵装+2,和平坎肩+2,0,0,0,1,0,0,65855,0,0,0,0,0,0,276,276,124,125,123,86,0,0,0,0,0,0,0,0,70,0,1,21,0,0,3,0,0,0,1,3,27,45,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,43327,345,15010,0,0,0,0,3,4,35,0,4,5,0,2,13,True,True,False,False,False,True,False,False
22163,和平护臂+2,,禁地兵装+2,和平护臂+2,0,0,0,1,0,0,65855,0,0,0,0,0,0,206,206,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,21,0,0,3,0,0,0,1,3,45,27,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,44518,345,15010,0,0,0,0,3,4,37,0,5,5,0,2,12,True,True,False,False,False,False,False,False
22164,和平短裤+2,,禁地兵装+2,和平短裤+2,0,0,0,1,0,0,65855,0,0,0,0,0,0,276,276,124,125,123,86,0,0,0,0,0,0,0,0,70,0,1,21,0,0,3,0,0,0,1,3,22,44,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,45898,345,15010,0,0,0,0,3,4,36,0,7,5,0,2,13,True,True,False,False,False,False,False,False
22165,和平筒靴+2,,禁地兵装+2,和平筒靴+2,0,0,0,1,0,0,65855,0,0,0,0,0,0,206,206,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,21,0,0,3,0,0,0,1,3,44,45,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,46689,345,15010,0,0,0,0,3,4,38,0,8,5,0,2,12,True,True,False,False,False,False,False,False
22166,残暴面罩+2,,禁地兵装+2,残暴面罩+2,0,0,0,1,0,0,65856,0,0,0,0,0,0,374,374,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,22,0,0,1,0,0,0,1,3,44,45,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,40262,345,3010,0,0,0,0,3,4,34,0,3,5,0,2,10,True,True,False,False,False,True,False,False
22167,残暴兜甲+2,,禁地兵装+2,残暴兜甲+2,0,0,0,1,0,0,65856,0,0,0,0,0,0,502,502,124,125,123,86,0,0,0,0,0,0,0,0,70,0,1,22,0,0,1,0,0,0,1,3,44,27,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,48135,345,3010,0,0,0,0,3,4,35,0,4,5,0,2,10,True,True,False,False,False,True,False,False
22168,残暴手铠+2,,禁地兵装+2,残暴手铠+2,0,0,0,1,0,0,65856,0,0,0,0,0,0,374,374,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,22,0,0,1,0,0,0,1,3,27,44,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,48596,345,3010,0,0,0,0,3,4,37,0,5,5,0,2,10,True,True,False,False,False,False,False,False
22169,残暴马裤+2,,禁地兵装+2,残暴马裤+2,0,0,0,1,0,0,65856,0,0,0,0,0,0,502,502,124,125,123,86,0,0,0,0,0,0,0,0,70,0,1,22,0,0,1,0,0,0,1,3,45,19,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,45908,345,3010,0,0,0,0,3,4,36,0,7,5,0,2,13,True,True,False,False,False,False,False,False
22170,残暴锁甲靴+2,,禁地兵装+2,残暴锁甲靴+2,0,0,0,1,0,0,65856,0,0,0,0,0,0,374,374,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,22,0,0,1,0,0,0,1,3,19,44,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,47093,345,3010,0,0,0,0,3,4,38,0,8,5,0,2,10,True,True,False,False,False,False,False,False
22171,真血战盔+2,,禁地兵装+2,真血战盔+2,0,0,0,1,0,0,65857,0,0,0,0,0,0,262,206,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,23,0,0,2,0,0,0,1,3,44,45,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,2,0,7,21800,40263,345,9010,0,0,0,0,3,4,34,0,3,5,0,2,10,True,True,False,False,False,True,False,False
22172,真血战铠+2,,禁地兵装+2,真血战铠+2,0,0,0,1,0,0,65857,0,0,0,0,0,0,351,276,124,125,123,86,0,0,0,0,0,0,0,0,70,0,1,23,0,0,2,0,0,0,1,3,27,22,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,2,0,7,21800,48136,345,9010,0,0,0,0,3,4,35,0,4,5,0,2,10,True,True,False,False,False,True,False,False
22173,真血手铠+2,,禁地兵装+2,真血手铠+2,0,0,0,1,0,0,65857,0,0,0,0,0,0,262,206,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,23,0,0,2,0,0,0,1,3,22,45,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,2,0,7,21800,48597,345,9010,0,0,0,0,3,4,37,0,5,5,0,2,10,True,True,False,False,False,False,False,False
22174,真血长裤+2,,禁地兵装+2,真血长裤+2,0,0,0,1,0,0,65857,0,0,0,0,0,0,351,276,124,125,123,86,0,0,0,0,0,0,0,0,70,0,1,23,0,0,2,0,0,0,1,3,45,44,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,2,0,7,21800,45911,345,9010,0,0,0,0,3,4,36,0,7,5,0,2,13,True,True,False,False,False,False,False,False
22175,真血胫甲+2,,禁地兵装+2,真血胫甲+2,0,0,0,1,0,0,65857,0,0,0,0,0,0,262,206,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,23,0,0,2,0,0,0,1,3,22,27,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,2,0,7,21800,47095,345,9010,0,0,0,0,3,4,38,0,8,5,0,2,10,True,True,False,False,False,False,False,False
22176,述事礼帽+2,,禁地兵装+2,述事礼帽+2,0,0,0,1,0,0,65858,0,0,0,0,0,0,206,206,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,24,0,0,4,0,0,0,2,3,27,45,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,41354,345,25010,0,0,0,0,3,4,34,0,3,5,0,2,13,True,True,False,False,False,True,False,False
22177,述事外套+2,,禁地兵装+2,述事外套+2,0,0,0,1,0,0,65858,0,0,0,0,0,0,276,276,124,125,123,86,0,0,0,0,0,0,0,0,70,0,1,24,0,0,4,0,0,0,2,3,44,22,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,43772,345,25010,0,0,0,0,3,4,35,0,4,5,0,2,13,True,True,False,False,False,True,False,False
22178,述事手套+2,,禁地兵装+2,述事手套+2,0,0,0,1,0,0,65858,0,0,0,0,0,0,206,206,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,24,0,0,4,0,0,0,2,3,45,44,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,44520,345,25010,0,0,0,0,3,4,37,0,5,5,0,2,12,True,True,False,False,False,False,False,False
22179,述事打底裤+2,,禁地兵装+2,述事打底裤+2,0,0,0,1,0,0,65858,0,0,0,0,0,0,276,276,124,125,123,86,0,0,0,0,0,0,0,0,70,0,1,24,0,0,4,0,0,0,2,3,44,27,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,45902,345,25010,0,0,0,0,3,4,36,0,7,5,0,2,13,True,True,False,False,False,False,False,False
22180,述事长靴+2,,禁地兵装+2,述事长靴+2,0,0,0,1,0,0,65858,0,0,0,0,0,0,206,206,78,79,77,54,0,0,0,0,0,0,0,0,70,0,1,24,0,0,4,0,0,0,2,3,22,44,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,46695,345,25010,0,0,0,0,3,4,38,0,8,5,0,2,12,True,True,False,False,False,False,False,False
22181,七天头冠+2,,禁地兵装+2,七天头冠+2,0,0,0,1,0,0,65859,0,0,0,0,0,0,150,262,78,71,77,54,0,0,0,0,0,0,0,0,70,0,1,25,0,0,6,0,0,0,5,3,27,46,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,2,0,7,21800,40745,345,41010,0,0,0,0,3,4,34,0,3,5,0,2,11,True,True,False,False,False,False,False,False
22182,七天上装+2,,禁地兵装+2,七天上装+2,0,0,0,1,0,0,65859,0,0,0,0,0,0,201,351,124,113,123,86,0,0,0,0,0,0,0,0,70,0,1,25,0,0,6,0,0,0,5,3,6,44,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,2,0,7,21800,43777,345,41010,0,0,0,0,3,4,35,0,4,5,0,2,13,True,True,False,False,False,True,False,False
22183,七天半指护手+2,,禁地兵装+2,七天半指护手+2,0,0,0,1,0,0,65859,0,0,0,0,0,0,150,262,78,71,77,54,0,0,0,0,0,0,0,0,70,0,1,25,0,0,6,0,0,0,5,3,46,6,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,2,0,7,21800,44521,345,41010,0,0,0,0,3,4,37,0,5,5,0,2,12,True,True,False,False,False,False,False,False
22184,七天打底裤+2,,禁地兵装+2,七天打底裤+2,0,0,0,1,0,0,65859,0,0,0,0,0,0,201,351,124,113,123,86,0,0,0,0,0,0,0,0,70,0,1,25,0,0,6,0,0,0,5,3,44,6,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,2,0,7,21800,45910,345,41010,0,0,0,0,3,4,36,0,7,5,0,2,13,True,True,False,False,False,False,False,False
22185,七天长靴+2,,禁地兵装+2,七天长靴+2,0,0,0,1,0,0,65859,0,0,0,0,0,0,150,262,78,71,77,54,0,0,0,0,0,0,0,0,70,0,1,25,0,0,6,0,0,0,5,3,27,46,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,2,0,7,21800,46691,345,41010,0,0,0,0,3,4,38,0,8,5,0,2,12,True,True,False,False,False,False,False,False
22186,七狱阔边帽+2,,禁地兵装+2,七狱阔边帽+2,0,0,0,1,0,0,65860,0,0,0,0,0,0,150,262,78,71,77,54,0,0,0,0,0,0,0,0,70,0,1,26,0,0,5,0,0,0,4,3,27,44,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,41355,345,32010,0,0,0,0,3,4,34,0,3,5,0,2,13,True,True,False,False,False,True,False,False
22187,七狱外套+2,,禁地兵装+2,七狱外套+2,0,0,0,1,0,0,65860,0,0,0,0,0,0,201,351,124,113,123,86,0,0,0,0,0,0,0,0,70,0,1,26,0,0,5,0,0,0,4,3,44,27,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,43773,345,32010,0,0,0,0,3,4,35,0,4,5,0,2,13,True,True,False,False,False,True,False,False
22188,七狱手套+2,,禁地兵装+2,七狱手套+2,0,0,0,1,0,0,65860,0,0,0,0,0,0,150,262,78,71,77,54,0,0,0,0,0,0,0,0,70,0,1,26,0,0,5,0,0,0,4,3,46,22,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,44522,345,32010,0,0,0,0,3,4,37,0,5,5,0,2,12,True,True,False,False,False,False,False,False
22189,七狱马裤+2,,禁地兵装+2,七狱马裤+2,0,0,0,1,0,0,65860,0,0,0,0,0,0,201,351,124,113,123,86,0,0,0,0,0,0,0,0,70,0,1,26,0,0,5,0,0,0,4,3,22,44,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,45903,345,32010,0,0,0,0,3,4,36,0,7,5,0,2,13,True,True,False,False,False,False,False,False
22190,七狱长靴+2,,禁地兵装+2,七狱长靴+2,0,0,0,1,0,0,65860,0,0,0,0,0,0,150,262,78,71,77,54,0,0,0,0,0,0,0,0,70,0,1,26,0,0,5,0,0,0,4,3,46,27,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,46692,345,32010,0,0,0,0,3,4,38,0,8,5,0,2,12,True,True,False,False,False,False,False,False
22191,通灵长角+2,,禁地兵装+2,通灵长角+2,0,0,0,1,0,0,65861,0,0,0,0,0,0,150,262,78,71,77,54,0,0,0,0,0,0,0,0,70,0,1,28,0,0,5,0,0,0,4,3,27,44,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,40744,345,34010,0,0,0,0,3,4,34,0,3,5,0,2,11,True,True,False,False,False,False,False,False
22192,通灵坎肩+2,,禁地兵装+2,通灵坎肩+2,0,0,0,1,0,0,65861,0,0,0,0,0,0,201,351,124,113,123,86,0,0,0,0,0,0,0,0,70,0,1,28,0,0,5,0,0,0,4,3,44,27,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,43774,345,34010,0,0,0,0,3,4,35,0,4,5,0,2,13,True,True,False,False,False,True,False,False
22193,通灵护臂+2,,禁地兵装+2,通灵护臂+2,0,0,0,1,0,0,65861,0,0,0,0,0,0,150,262,78,71,77,54,0,0,0,0,0,0,0,0,70,0,1,28,0,0,5,0,0,0,4,3,46,22,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,48268,345,34010,0,0,0,0,3,4,37,0,5,5,0,2,12,True,True,False,False,False,False,False,False
22194,通灵五分裤+2,,禁地兵装+2,通灵五分裤+2,0,0,0,1,0,0,65861,0,0,0,0,0,0,201,351,124,113,123,86,0,0,0,0,0,0,0,0,70,0,1,28,0,0,5,0,0,0,4,3,22,44,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,45905,345,34010,0,0,0,0,3,4,36,0,7,5,0,2,13,True,True,False,False,False,False,False,False
22195,通灵筒靴+2,,禁地兵装+2,通灵筒靴+2,0,0,0,1,0,0,65861,0,0,0,0,0,0,150,262,78,71,77,54,0,0,0,0,0,0,0,0,70,0,1,28,0,0,5,0,0,0,4,3,46,27,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,2,0,7,21800,46693,345,34010,0,0,0,0,3,4,38,0,8,5,0,2,12,True,True,False,False,False,False,False,False
22196,雄辩方帽+2,,禁地兵装+2,雄辩方帽+2,0,0,0,1,0,0,65862,0,0,0,0,0,0,150,262,78,71,77,54,0,0,0,0,0,0,0,0,70,0,1,29,0,0,6,0,0,0,5,3,27,46,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,2,0,7,21800,41353,345,43010,0,0,0,0,3,4,34,0,3,5,0,2,13,True,True,False,False,False,True,False,False
22197,雄辩外套+2,,禁地兵装+2,雄辩外套+2,0,0,0,1,0,0,65862,0,0,0,0,0,0,201,351,124,113,123,86,0,0,0,0,0,0,0,0,70,0,1,29,0,0,6,0,0,0,5,3,6,44,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,2,0,7,21800,43771,345,43010,0,0,0,0,3,4,35,0,4,5,0,2,13,True,True,False,False,False,True,False,False
22198,雄辩护袖+2,,禁地兵装+2,雄辩护袖+2,0,0,0,1,0,0,65862,0,0,0,0,0,0,150,262,78,71,77,54,0,0,0,0,0,0,0,0,70,0,1,29,0,0,6,0,0,0,5,3,46,6,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,2,0,7,21800,44523,345,43010,0,0,0,0,3,4,37,0,5,5,0,2,12,True,True,False,False,False,False,False,False
