#,Name,Description,QuestRequirement,CRP,BSM,ARM,GSM,LTW,WVR,ALC,CUL,AnimationStart,AnimationEnd,Icon,RequiredStatus,ClassJobCategory,ClassJobLevel,Cost,ClassJob,Specialist
100297,工匠的苦行,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的30%～100%
成功率：100%",0,100291,100292,100293,100294,100295,100296,100297,100298,241,248,786,0,0,1,0,-1,False
100298,工匠的苦行,"**仅可在首次作业且用于等级低了10级或更高的配方时发动**
可提升制品最大品质的30%～100%
成功率：100%",0,100291,100292,100293,100294,100295,100296,100297,100298,241,248,786,0,0,1,0,-1,False
100299,坯料加工,"大量消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：200
成功率：100%
耐久消耗：20",0,100299,100300,100301,100302,100303,100304,100305,100306,241,248,1507,0,9,71,40,8,False
100300,坯料加工,"大量消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：200
成功率：100%
耐久消耗：20",0,100299,100300,100301,100302,100303,100304,100305,100306,241,248,1557,0,10,71,40,9,False
100301,坯料加工,"大量消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：200
成功率：100%
耐久消耗：20",0,100299,100300,100301,100302,100303,100304,100305,100306,241,248,1607,0,11,71,40,10,False
100302,坯料加工,"大量消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：200
成功率：100%
耐久消耗：20",0,100299,100300,100301,100302,100303,100304,100305,100306,241,248,1657,0,12,71,40,11,False
100303,坯料加工,"大量消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：200
成功率：100%
耐久消耗：20",0,100299,100300,100301,100302,100303,100304,100305,100306,241,248,1707,0,13,71,40,12,False
100304,坯料加工,"大量消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：200
成功率：100%
耐久消耗：20",0,100299,100300,100301,100302,100303,100304,100305,100306,241,248,1757,0,14,71,40,13,False
100305,坯料加工,"大量消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：200
成功率：100%
耐久消耗：20",0,100299,100300,100301,100302,100303,100304,100305,100306,241,248,1807,0,15,71,40,14,False
100306,坯料加工,"大量消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：200
成功率：100%
耐久消耗：20",0,100299,100300,100301,100302,100303,100304,100305,100306,241,248,1857,0,16,71,40,15,False
100307,高速制作III,"大量消耗耐久以推动作业进展
**在剩余耐久不足20的情况下使用时，效率会大幅下降**
效率：600
成功率：60%
耐久消耗：20",0,100307,100308,100309,100310,100311,100312,100313,100314,241,248,786,0,0,1,0,-1,False
100308,高速制作III,"大量消耗耐久以推动作业进展
**在剩余耐久不足20的情况下使用时，效率会大幅下降**
效率：600
成功率：60%
耐久消耗：20",0,100307,100308,100309,100310,100311,100312,100313,100314,241,248,786,0,0,1,0,-1,False
100309,高速制作III,"大量消耗耐久以推动作业进展
**在剩余耐久不足20的情况下使用时，效率会大幅下降**
效率：600
成功率：60%
耐久消耗：20",0,100307,100308,100309,100310,100311,100312,100313,100314,241,248,786,0,0,1,0,-1,False
100310,高速制作III,"大量消耗耐久以推动作业进展
**在剩余耐久不足20的情况下使用时，效率会大幅下降**
效率：600
成功率：60%
耐久消耗：20",0,100307,100308,100309,100310,100311,100312,100313,100314,241,248,786,0,0,1,0,-1,False
100311,高速制作III,"大量消耗耐久以推动作业进展
**在剩余耐久不足20的情况下使用时，效率会大幅下降**
效率：600
成功率：60%
耐久消耗：20",0,100307,100308,100309,100310,100311,100312,100313,100314,241,248,786,0,0,1,0,-1,False
100312,高速制作III,"大量消耗耐久以推动作业进展
**在剩余耐久不足20的情况下使用时，效率会大幅下降**
效率：600
成功率：60%
耐久消耗：20",0,100307,100308,100309,100310,100311,100312,100313,100314,241,248,786,0,0,1,0,-1,False
100313,高速制作III,"大量消耗耐久以推动作业进展
**在剩余耐久不足20的情况下使用时，效率会大幅下降**
效率：600
成功率：60%
耐久消耗：20",0,100307,100308,100309,100310,100311,100312,100313,100314,241,248,786,0,0,1,0,-1,False
100314,高速制作III,"大量消耗耐久以推动作业进展
**在剩余耐久不足20的情况下使用时，效率会大幅下降**
效率：600
成功率：60%
耐久消耗：20",0,100307,100308,100309,100310,100311,100312,100313,100314,241,248,786,0,0,1,0,-1,False
100315,集中制作,"**只有在“高品质”或更优的状态下才能使用**
消耗耐久以使作业大幅进展
效率：400
成功率：100%",0,100315,100316,100317,100318,100319,100320,100321,100322,239,246,1514,0,9,78,6,8,False
100316,集中制作,"**只有在“高品质”或更优的状态下才能使用**
消耗耐久以使作业大幅进展
效率：400
成功率：100%",0,100315,100316,100317,100318,100319,100320,100321,100322,239,246,1564,0,10,78,6,9,False
100317,集中制作,"**只有在“高品质”或更优的状态下才能使用**
消耗耐久以使作业大幅进展
效率：400
成功率：100%",0,100315,100316,100317,100318,100319,100320,100321,100322,239,246,1614,0,11,78,6,10,False
100318,集中制作,"**只有在“高品质”或更优的状态下才能使用**
消耗耐久以使作业大幅进展
效率：400
成功率：100%",0,100315,100316,100317,100318,100319,100320,100321,100322,239,246,1663,0,12,78,6,11,False
100319,集中制作,"**只有在“高品质”或更优的状态下才能使用**
消耗耐久以使作业大幅进展
效率：400
成功率：100%",0,100315,100316,100317,100318,100319,100320,100321,100322,239,246,1714,0,13,78,6,12,False
100320,集中制作,"**只有在“高品质”或更优的状态下才能使用**
消耗耐久以使作业大幅进展
效率：400
成功率：100%",0,100315,100316,100317,100318,100319,100320,100321,100322,239,246,1763,0,14,78,6,13,False
100321,集中制作,"**只有在“高品质”或更优的状态下才能使用**
消耗耐久以使作业大幅进展
效率：400
成功率：100%",0,100315,100316,100317,100318,100319,100320,100321,100322,239,246,1814,0,15,78,6,14,False
100322,集中制作,"**只有在“高品质”或更优的状态下才能使用**
消耗耐久以使作业大幅进展
效率：400
成功率：100%",0,100315,100316,100317,100318,100319,100320,100321,100322,239,246,1863,0,16,78,6,15,False
100323,精密制作,"消耗耐久以推动作业进展，同时提高品质
制作效率：150
加工效率：100
成功率：100%",0,100323,100324,100325,100326,100327,100328,100329,100330,240,247,1503,0,9,76,32,8,False
100324,精密制作,"消耗耐久以推动作业进展，同时提高品质
制作效率：150
加工效率：100
成功率：100%",0,100323,100324,100325,100326,100327,100328,100329,100330,240,247,1553,0,10,76,32,9,False
100325,精密制作,"消耗耐久以推动作业进展，同时提高品质
制作效率：150
加工效率：100
成功率：100%",0,100323,100324,100325,100326,100327,100328,100329,100330,240,247,1603,0,11,76,32,10,False
100326,精密制作,"消耗耐久以推动作业进展，同时提高品质
制作效率：150
加工效率：100
成功率：100%",0,100323,100324,100325,100326,100327,100328,100329,100330,240,247,1653,0,12,76,32,11,False
100327,精密制作,"消耗耐久以推动作业进展，同时提高品质
制作效率：150
加工效率：100
成功率：100%",0,100323,100324,100325,100326,100327,100328,100329,100330,240,247,1703,0,13,76,32,12,False
100328,精密制作,"消耗耐久以推动作业进展，同时提高品质
制作效率：150
加工效率：100
成功率：100%",0,100323,100324,100325,100326,100327,100328,100329,100330,240,247,1753,0,14,76,32,13,False
100329,精密制作,"消耗耐久以推动作业进展，同时提高品质
制作效率：150
加工效率：100
成功率：100%",0,100323,100324,100325,100326,100327,100328,100329,100330,240,247,1803,0,15,76,32,14,False
100330,精密制作,"消耗耐久以推动作业进展，同时提高品质
制作效率：150
加工效率：100
成功率：100%",0,100323,100324,100325,100326,100327,100328,100329,100330,240,247,1853,0,16,76,32,15,False
100331,元素之印记,"消耗耐久以推动作业进展
效率：100
成功率：100%",0,100331,100332,100333,100334,100335,100336,100337,100338,239,246,786,0,0,1,0,-1,False
100332,元素之印记,"消耗耐久以推动作业进展
效率：100
成功率：100%",0,100331,100332,100333,100334,100335,100336,100337,100338,239,246,786,0,0,1,0,-1,False
100333,元素之印记,"消耗耐久以推动作业进展
效率：100
成功率：100%",0,100331,100332,100333,100334,100335,100336,100337,100338,239,246,786,0,0,1,0,-1,False
100334,元素之印记,"消耗耐久以推动作业进展
效率：100
成功率：100%",0,100331,100332,100333,100334,100335,100336,100337,100338,239,246,786,0,0,1,0,-1,False
100335,元素之印记,"消耗耐久以推动作业进展
效率：100
成功率：100%",0,100331,100332,100333,100334,100335,100336,100337,100338,239,246,786,0,0,1,0,-1,False
100336,元素之印记,"消耗耐久以推动作业进展
效率：100
成功率：100%",0,100331,100332,100333,100334,100335,100336,100337,100338,239,246,786,0,0,1,0,-1,False
100337,元素之印记,"消耗耐久以推动作业进展
效率：100
成功率：100%",0,100331,100332,100333,100334,100335,100336,100337,100338,239,246,786,0,0,1,0,-1,False
100338,元素之印记,"消耗耐久以推动作业进展
效率：100
成功率：100%",0,100331,100332,100333,100334,100335,100336,100337,100338,239,246,786,0,0,1,0,-1,False
100339,比尔格的祝福,"**只有在内静的档数大于1时才可以使用**
消耗耐久以提高制品品质
随内静的效果提高效率，内静档数每上升1档效率提升20
使用之后会结束内静效果
效率：100（最大300）
成功率：100%",0,100339,100340,100341,100342,100343,100344,100345,100346,240,247,1975,0,9,50,24,8,False
100340,比尔格的祝福,"**只有在内静的档数大于1时才可以使用**
消耗耐久以提高制品品质
随内静的效果提高效率，内静档数每上升1档效率提升20
使用之后会结束内静效果
效率：100（最大300）
成功率：100%",0,100339,100340,100341,100342,100343,100344,100345,100346,240,247,1975,0,10,50,24,9,False
100341,比尔格的祝福,"**只有在内静的档数大于1时才可以使用**
消耗耐久以提高制品品质
随内静的效果提高效率，内静档数每上升1档效率提升20
使用之后会结束内静效果
效率：100（最大300）
成功率：100%",0,100339,100340,100341,100342,100343,100344,100345,100346,240,247,1975,0,11,50,24,10,False
100342,比尔格的祝福,"**只有在内静的档数大于1时才可以使用**
消耗耐久以提高制品品质
随内静的效果提高效率，内静档数每上升1档效率提升20
使用之后会结束内静效果
效率：100（最大300）
成功率：100%",0,100339,100340,100341,100342,100343,100344,100345,100346,240,247,1975,0,12,50,24,11,False
100343,比尔格的祝福,"**只有在内静的档数大于1时才可以使用**
消耗耐久以提高制品品质
随内静的效果提高效率，内静档数每上升1档效率提升20
使用之后会结束内静效果
效率：100（最大300）
成功率：100%",0,100339,100340,100341,100342,100343,100344,100345,100346,240,247,1975,0,13,50,24,12,False
100344,比尔格的祝福,"**只有在内静的档数大于1时才可以使用**
消耗耐久以提高制品品质
随内静的效果提高效率，内静档数每上升1档效率提升20
使用之后会结束内静效果
效率：100（最大300）
成功率：100%",0,100339,100340,100341,100342,100343,100344,100345,100346,240,247,1975,0,14,50,24,13,False
100345,比尔格的祝福,"**只有在内静的档数大于1时才可以使用**
消耗耐久以提高制品品质
随内静的效果提高效率，内静档数每上升1档效率提升20
使用之后会结束内静效果
效率：100（最大300）
成功率：100%",0,100339,100340,100341,100342,100343,100344,100345,100346,240,247,1975,0,15,50,24,14,False
100346,比尔格的祝福,"**只有在内静的档数大于1时才可以使用**
消耗耐久以提高制品品质
随内静的效果提高效率，内静档数每上升1档效率提升20
使用之后会结束内静效果
效率：100（最大300）
成功率：100%",0,100339,100340,100341,100342,100343,100344,100345,100346,240,247,1975,0,16,50,24,15,False
100347,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100348,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100349,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100350,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100351,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100352,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100353,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100354,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100355,仓促,"消耗耐久以提高制品品质
不会消耗制作力，但是成功率比较低
效率：100
成功率：60%
追加效果：工匠的良机
持续时间：一次作业",0,100355,100356,100357,100358,100359,100360,100361,100362,241,248,1989,0,9,9,0,8,False
100356,仓促,"消耗耐久以提高制品品质
不会消耗制作力，但是成功率比较低
效率：100
成功率：60%
追加效果：工匠的良机
持续时间：一次作业",0,100355,100356,100357,100358,100359,100360,100361,100362,241,248,1989,0,10,9,0,9,False
100357,仓促,"消耗耐久以提高制品品质
不会消耗制作力，但是成功率比较低
效率：100
成功率：60%
追加效果：工匠的良机
持续时间：一次作业",0,100355,100356,100357,100358,100359,100360,100361,100362,241,248,1989,0,11,9,0,10,False
100358,仓促,"消耗耐久以提高制品品质
不会消耗制作力，但是成功率比较低
效率：100
成功率：60%
追加效果：工匠的良机
持续时间：一次作业",0,100355,100356,100357,100358,100359,100360,100361,100362,241,248,1989,0,12,9,0,11,False
100359,仓促,"消耗耐久以提高制品品质
不会消耗制作力，但是成功率比较低
效率：100
成功率：60%
追加效果：工匠的良机
持续时间：一次作业",0,100355,100356,100357,100358,100359,100360,100361,100362,241,248,1989,0,13,9,0,12,False
100360,仓促,"消耗耐久以提高制品品质
不会消耗制作力，但是成功率比较低
效率：100
成功率：60%
追加效果：工匠的良机
持续时间：一次作业",0,100355,100356,100357,100358,100359,100360,100361,100362,241,248,1989,0,14,9,0,13,False
100361,仓促,"消耗耐久以提高制品品质
不会消耗制作力，但是成功率比较低
效率：100
成功率：60%
追加效果：工匠的良机
持续时间：一次作业",0,100355,100356,100357,100358,100359,100360,100361,100362,241,248,1989,0,15,9,0,14,False
100362,仓促,"消耗耐久以提高制品品质
不会消耗制作力，但是成功率比较低
效率：100
成功率：60%
追加效果：工匠的良机
持续时间：一次作业",0,100355,100356,100357,100358,100359,100360,100361,100362,241,248,1989,0,16,9,0,15,False
100363,高速制作,"消耗耐久以推动作业进展
效率：500
成功率：50%",0,100363,100364,100365,100366,100367,100368,100369,100370,241,248,1988,0,9,9,0,8,False
100364,高速制作,"消耗耐久以推动作业进展
效率：500
成功率：50%",0,100363,100364,100365,100366,100367,100368,100369,100370,241,248,1988,0,10,9,0,9,False
100365,高速制作,"消耗耐久以推动作业进展
效率：500
成功率：50%",0,100363,100364,100365,100366,100367,100368,100369,100370,241,248,1988,0,11,9,0,10,False
100366,高速制作,"消耗耐久以推动作业进展
效率：500
成功率：50%",0,100363,100364,100365,100366,100367,100368,100369,100370,241,248,1988,0,12,9,0,11,False
100367,高速制作,"消耗耐久以推动作业进展
效率：500
成功率：50%",0,100363,100364,100365,100366,100367,100368,100369,100370,241,248,1988,0,13,9,0,12,False
100368,高速制作,"消耗耐久以推动作业进展
效率：500
成功率：50%",0,100363,100364,100365,100366,100367,100368,100369,100370,241,248,1988,0,14,9,0,13,False
100369,高速制作,"消耗耐久以推动作业进展
效率：500
成功率：50%",0,100363,100364,100365,100366,100367,100368,100369,100370,241,248,1988,0,15,9,0,14,False
100370,高速制作,"消耗耐久以推动作业进展
效率：500
成功率：50%",0,100363,100364,100365,100366,100367,100368,100369,100370,241,248,1988,0,16,9,0,15,False
100371,秘诀,"**只有在“高品质”或更优的状态下才能使用**
恢复20点制作力",0,100371,100372,100373,100374,100375,100376,100377,100378,242,249,1990,0,9,13,0,8,False
100372,秘诀,"**只有在“高品质”或更优的状态下才能使用**
恢复20点制作力",0,100371,100372,100373,100374,100375,100376,100377,100378,242,249,1990,0,10,13,0,9,False
100373,秘诀,"**只有在“高品质”或更优的状态下才能使用**
恢复20点制作力",0,100371,100372,100373,100374,100375,100376,100377,100378,242,249,1990,0,11,13,0,10,False
100374,秘诀,"**只有在“高品质”或更优的状态下才能使用**
恢复20点制作力",0,100371,100372,100373,100374,100375,100376,100377,100378,242,249,1990,0,12,13,0,11,False
100375,秘诀,"**只有在“高品质”或更优的状态下才能使用**
恢复20点制作力",0,100371,100372,100373,100374,100375,100376,100377,100378,242,249,1990,0,13,13,0,12,False
100376,秘诀,"**只有在“高品质”或更优的状态下才能使用**
恢复20点制作力",0,100371,100372,100373,100374,100375,100376,100377,100378,242,249,1990,0,14,13,0,13,False
100377,秘诀,"**只有在“高品质”或更优的状态下才能使用**
恢复20点制作力",0,100371,100372,100373,100374,100375,100376,100377,100378,242,249,1990,0,15,13,0,14,False
100378,秘诀,"**只有在“高品质”或更优的状态下才能使用**
恢复20点制作力",0,100371,100372,100373,100374,100375,100376,100377,100378,242,249,1990,0,16,13,0,15,False
100379,坚信,"**仅可在首次作业时发动**
消耗耐久以推动作业进展
追加效果：令下一次使用的制作系技能效果提升100%，5次作业内有效
效率：300
成功率：100%",0,100379,100380,100381,100382,100383,100384,100385,100386,239,246,1994,0,9,54,6,8,False
100380,坚信,"**仅可在首次作业时发动**
消耗耐久以推动作业进展
追加效果：令下一次使用的制作系技能效果提升100%，5次作业内有效
效率：300
成功率：100%",0,100379,100380,100381,100382,100383,100384,100385,100386,239,246,1994,0,10,54,6,9,False
100381,坚信,"**仅可在首次作业时发动**
消耗耐久以推动作业进展
追加效果：令下一次使用的制作系技能效果提升100%，5次作业内有效
效率：300
成功率：100%",0,100379,100380,100381,100382,100383,100384,100385,100386,239,246,1994,0,11,54,6,10,False
100382,坚信,"**仅可在首次作业时发动**
消耗耐久以推动作业进展
追加效果：令下一次使用的制作系技能效果提升100%，5次作业内有效
效率：300
成功率：100%",0,100379,100380,100381,100382,100383,100384,100385,100386,239,246,1994,0,12,54,6,11,False
100383,坚信,"**仅可在首次作业时发动**
消耗耐久以推动作业进展
追加效果：令下一次使用的制作系技能效果提升100%，5次作业内有效
效率：300
成功率：100%",0,100379,100380,100381,100382,100383,100384,100385,100386,239,246,1994,0,13,54,6,12,False
100384,坚信,"**仅可在首次作业时发动**
消耗耐久以推动作业进展
追加效果：令下一次使用的制作系技能效果提升100%，5次作业内有效
效率：300
成功率：100%",0,100379,100380,100381,100382,100383,100384,100385,100386,239,246,1994,0,14,54,6,13,False
100385,坚信,"**仅可在首次作业时发动**
消耗耐久以推动作业进展
追加效果：令下一次使用的制作系技能效果提升100%，5次作业内有效
效率：300
成功率：100%",0,100379,100380,100381,100382,100383,100384,100385,100386,239,246,1994,0,15,54,6,14,False
100386,坚信,"**仅可在首次作业时发动**
消耗耐久以推动作业进展
追加效果：令下一次使用的制作系技能效果提升100%，5次作业内有效
效率：300
成功率：100%",0,100379,100380,100381,100382,100383,100384,100385,100386,239,246,1994,0,16,54,6,15,False
100387,闲静,"**仅可在首次作业时发动**
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：300
成功率：100%",0,100387,100388,100389,100390,100391,100392,100393,100394,239,246,1982,0,9,69,6,8,False
100388,闲静,"**仅可在首次作业时发动**
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：300
成功率：100%",0,100387,100388,100389,100390,100391,100392,100393,100394,239,246,1982,0,10,69,6,9,False
100389,闲静,"**仅可在首次作业时发动**
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：300
成功率：100%",0,100387,100388,100389,100390,100391,100392,100393,100394,239,246,1982,0,11,69,6,10,False
100390,闲静,"**仅可在首次作业时发动**
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：300
成功率：100%",0,100387,100388,100389,100390,100391,100392,100393,100394,239,246,1982,0,12,69,6,11,False
100391,闲静,"**仅可在首次作业时发动**
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：300
成功率：100%",0,100387,100388,100389,100390,100391,100392,100393,100394,239,246,1982,0,13,69,6,12,False
100392,闲静,"**仅可在首次作业时发动**
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：300
成功率：100%",0,100387,100388,100389,100390,100391,100392,100393,100394,239,246,1982,0,14,69,6,13,False
100393,闲静,"**仅可在首次作业时发动**
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：300
成功率：100%",0,100387,100388,100389,100390,100391,100392,100393,100394,239,246,1982,0,15,69,6,14,False
100394,闲静,"**仅可在首次作业时发动**
消耗耐久以提高制品品质
追加效果：内静的积累档数+1（最多积累10档）
效率：300
成功率：100%",0,100387,100388,100389,100390,100391,100392,100393,100394,239,246,1982,0,16,69,6,15,False
100395,设计变动,"**专家专用技能**
变更一次作业状态
使用时需消耗道具“能工巧匠图纸”
**使用本技能不会消耗一次作业时间**
**一次制作或练习最多可使用3次**",67632,100395,100396,100397,100398,100399,100400,100401,100402,4655,4656,1984,0,9,55,0,8,True
100396,设计变动,"**专家专用技能**
变更一次作业状态
使用时需消耗道具“能工巧匠图纸”
**使用本技能不会消耗一次作业时间**
**一次制作或练习最多可使用3次**",67632,100395,100396,100397,100398,100399,100400,100401,100402,4655,4656,1984,0,10,55,0,9,True
100397,设计变动,"**专家专用技能**
变更一次作业状态
使用时需消耗道具“能工巧匠图纸”
**使用本技能不会消耗一次作业时间**
**一次制作或练习最多可使用3次**",67632,100395,100396,100397,100398,100399,100400,100401,100402,4655,4656,1984,0,11,55,0,10,True
100398,设计变动,"**专家专用技能**
变更一次作业状态
使用时需消耗道具“能工巧匠图纸”
**使用本技能不会消耗一次作业时间**
**一次制作或练习最多可使用3次**",67632,100395,100396,100397,100398,100399,100400,100401,100402,4655,4656,1984,0,12,55,0,11,True
100399,设计变动,"**专家专用技能**
变更一次作业状态
使用时需消耗道具“能工巧匠图纸”
**使用本技能不会消耗一次作业时间**
**一次制作或练习最多可使用3次**",67632,100395,100396,100397,100398,100399,100400,100401,100402,4655,4656,1984,0,13,55,0,12,True
100400,设计变动,"**专家专用技能**
变更一次作业状态
使用时需消耗道具“能工巧匠图纸”
**使用本技能不会消耗一次作业时间**
**一次制作或练习最多可使用3次**",67632,100395,100396,100397,100398,100399,100400,100401,100402,4655,4656,1984,0,14,55,0,13,True
100401,设计变动,"**专家专用技能**
变更一次作业状态
使用时需消耗道具“能工巧匠图纸”
**使用本技能不会消耗一次作业时间**
**一次制作或练习最多可使用3次**",67632,100395,100396,100397,100398,100399,100400,100401,100402,4655,4656,1984,0,15,55,0,14,True
100402,设计变动,"**专家专用技能**
变更一次作业状态
使用时需消耗道具“能工巧匠图纸”
**使用本技能不会消耗一次作业时间**
**一次制作或练习最多可使用3次**",67632,100395,100396,100397,100398,100399,100400,100401,100402,4655,4656,1984,0,16,55,0,15,True
100403,坯料制作,"大量消耗耐久以推动作业进展
**在剩余耐久不足的情况下使用时，效率会减半**
效率：360
成功率：100%
耐久消耗：20",0,100403,100404,100405,100406,100407,100408,100409,100410,241,248,1518,0,9,72,18,8,False
100404,坯料制作,"大量消耗耐久以推动作业进展
**在剩余耐久不足的情况下使用时，效率会减半**
效率：360
成功率：100%
耐久消耗：20",0,100403,100404,100405,100406,100407,100408,100409,100410,241,248,1568,0,10,72,18,9,False
100405,坯料制作,"大量消耗耐久以推动作业进展
**在剩余耐久不足的情况下使用时，效率会减半**
效率：360
成功率：100%
耐久消耗：20",0,100403,100404,100405,100406,100407,100408,100409,100410,241,248,1618,0,11,72,18,10,False
100406,坯料制作,"大量消耗耐久以推动作业进展
**在剩余耐久不足的情况下使用时，效率会减半**
效率：360
成功率：100%
耐久消耗：20",0,100403,100404,100405,100406,100407,100408,100409,100410,241,248,1667,0,12,72,18,11,False
100407,坯料制作,"大量消耗耐久以推动作业进展
**在剩余耐久不足的情况下使用时，效率会减半**
效率：360
成功率：100%
耐久消耗：20",0,100403,100404,100405,100406,100407,100408,100409,100410,241,248,1718,0,13,72,18,12,False
100408,坯料制作,"大量消耗耐久以推动作业进展
**在剩余耐久不足的情况下使用时，效率会减半**
效率：360
成功率：100%
耐久消耗：20",0,100403,100404,100405,100406,100407,100408,100409,100410,241,248,1767,0,14,72,18,13,False
100409,坯料制作,"大量消耗耐久以推动作业进展
**在剩余耐久不足的情况下使用时，效率会减半**
效率：360
成功率：100%
耐久消耗：20",0,100403,100404,100405,100406,100407,100408,100409,100410,241,248,1818,0,15,72,18,14,False
100410,坯料制作,"大量消耗耐久以推动作业进展
**在剩余耐久不足的情况下使用时，效率会减半**
效率：360
成功率：100%
耐久消耗：20",0,100403,100404,100405,100406,100407,100408,100409,100410,241,248,1867,0,16,72,18,15,False
100411,上级加工,"消耗耐久以提高制品品质
效率：150
成功率：100%
**连击条件：**中级加工或观察　**连击中消耗制作力：**18",0,100411,100412,100413,100414,100415,100416,100417,100418,239,246,1519,0,9,68,46,8,False
100412,上级加工,"消耗耐久以提高制品品质
效率：150
成功率：100%
**连击条件：**中级加工或观察　**连击中消耗制作力：**18",0,100411,100412,100413,100414,100415,100416,100417,100418,239,246,1569,0,10,68,46,9,False
100413,上级加工,"消耗耐久以提高制品品质
效率：150
成功率：100%
**连击条件：**中级加工或观察　**连击中消耗制作力：**18",0,100411,100412,100413,100414,100415,100416,100417,100418,239,246,1620,0,11,68,46,10,False
100414,上级加工,"消耗耐久以提高制品品质
效率：150
成功率：100%
**连击条件：**中级加工或观察　**连击中消耗制作力：**18",0,100411,100412,100413,100414,100415,100416,100417,100418,239,246,1669,0,12,68,46,11,False
100415,上级加工,"消耗耐久以提高制品品质
效率：150
成功率：100%
**连击条件：**中级加工或观察　**连击中消耗制作力：**18",0,100411,100412,100413,100414,100415,100416,100417,100418,239,246,1719,0,13,68,46,12,False
100416,上级加工,"消耗耐久以提高制品品质
效率：150
成功率：100%
**连击条件：**中级加工或观察　**连击中消耗制作力：**18",0,100411,100412,100413,100414,100415,100416,100417,100418,239,246,1769,0,14,68,46,13,False
100417,上级加工,"消耗耐久以提高制品品质
效率：150
成功率：100%
**连击条件：**中级加工或观察　**连击中消耗制作力：**18",0,100411,100412,100413,100414,100415,100416,100417,100418,239,246,1820,0,15,68,46,14,False
100418,上级加工,"消耗耐久以提高制品品质
效率：150
成功率：100%
**连击条件：**中级加工或观察　**连击中消耗制作力：**18",0,100411,100412,100413,100414,100415,100416,100417,100418,239,246,1869,0,16,68,46,15,False
100419,专心致志,"**专家专用技能**
专心致志效果发动后，可在非“高品质”或“最高品质”状态下使用技能集中加工、集中制作或秘诀
使用技能集中加工、集中制作或秘诀后，专心致志效果结束
使用时需消耗道具“能工巧匠图纸”
**使用本技能不会消耗一次作业时间**
**一次制作或练习最多可使用1次**",67632,100419,100420,100421,100422,100423,100424,100425,100426,4655,4656,1996,0,9,86,0,8,True
100420,专心致志,"**专家专用技能**
专心致志效果发动后，可在非“高品质”或“最高品质”状态下使用技能集中加工、集中制作或秘诀
使用技能集中加工、集中制作或秘诀后，专心致志效果结束
使用时需消耗道具“能工巧匠图纸”
**使用本技能不会消耗一次作业时间**
**一次制作或练习最多可使用1次**",67632,100419,100420,100421,100422,100423,100424,100425,100426,4655,4656,1996,0,10,86,0,9,True
100421,专心致志,"**专家专用技能**
专心致志效果发动后，可在非“高品质”或“最高品质”状态下使用技能集中加工、集中制作或秘诀
使用技能集中加工、集中制作或秘诀后，专心致志效果结束
使用时需消耗道具“能工巧匠图纸”
**使用本技能不会消耗一次作业时间**
**一次制作或练习最多可使用1次**",67632,100419,100420,100421,100422,100423,100424,100425,100426,4655,4656,1996,0,11,86,0,10,True
100422,专心致志,"**专家专用技能**
专心致志效果发动后，可在非“高品质”或“最高品质”状态下使用技能集中加工、集中制作或秘诀
使用技能集中加工、集中制作或秘诀后，专心致志效果结束
使用时需消耗道具“能工巧匠图纸”
**使用本技能不会消耗一次作业时间**
**一次制作或练习最多可使用1次**",67632,100419,100420,100421,100422,100423,100424,100425,100426,4655,4656,1996,0,12,86,0,11,True
